[00:06] 开了一扇窗户
[101:50] 它也会走一个路径
[101:51] 说我会做这个技术的输出
[101:53] 我会做这个
[101:54] 去帮助大家去做自己的做权的AI
[101:58] 帮助大家去获得这个权利
[102:00] 去掌控自己的这个AI的能力
[102:03] 我觉得这个是个必然的选择
[102:05] 这最后会转换成国家影响力
[102:06] 当然
[102:07] 你们在最开始决定开源的时候
[102:09] 是基于什么原因
[102:10] 当时我们刚刚刚才讲
[102:12] 22年JM1030B开源的时候
[102:16] 其实就说过这个事情
[102:17] 其实还是希望打开市场
[102:21] 有更大的市场的影响力
[102:23] 然后也知道中国的企业团队
[102:27] 也能做出世界级顶尖的事情来
[102:31] 再到后来
[102:32] 确实是整个市场
[102:34] 它的整个的趋势它就是这样了
[102:36] 然后中国的大模型基本上都开源了
[102:38] 对
[102:39] 大部分的
[102:40] 大部分的就做开源这个事情
[102:42] 对我们来讲
[102:43] 本来开源也是我们秉持的一贯的这个事情
[102:45] 也没什么好犹豫的
[102:46] 那就顺势而为了
[102:48] 对你们是有开源历史的
[102:50] 然后像其他公司
[102:51] Kimi Minimax是从币源转向了开源
[102:53] 对
[102:54] 我们刚才说到一些研究话题
[102:56] 因为唐老师也提到
[102:58] Agent的泛化性不好
[103:00] 现在你们有什么解决思路没有
[103:01] 我觉得两个层面
[103:02] 第一个层面就是说
[103:03] Agent的泛化能力这个事情
[103:05] 可能还是要从数据这一端去做一些工作
[103:09] 如何能够快速的去收集这些数据
[103:12] 低成本的收集这些数据
[103:13] 高质量的数据
[103:14] 然后它能去学习
[103:16] 然后就像你刚才说的那样
[103:17] 所谓的好的数据这个事情是探索
[103:19] 还是值得去探索
[103:21] 做很多事情
[103:22] 另外一方面还是从算法的角度
[103:24] Agent本质的这个能力
[103:25] 它还是依赖模型本身的这个智力
[103:28] 和认知能力上限
[103:29] 那怎么去推高这个智力和认知能力上限
[103:32] 是肯定我们要去研究的问题
[103:34] 你比如说我们的Agent可以操作50多步
[103:37] 甚至200步的这个长程
[103:39] 的这个任务
[103:40] 再长呢
[103:41] 或者说它不是一次性完成
[103:43] 分成很多段完成
[103:44] 它怎么来解决这个记忆的问题
[103:46] 对吧
[103:47] 你上下文
[103:48] 这个窗口有限
[103:49] 你太长程的任务
[103:50] 你怎么办呢
[103:51] 人是怎么做到的呢
[103:52] 怎么来压缩呢
[103:54] 所以这里面还是有很多这种
[103:56] 基础性的研究问题
[103:57] 这些问题都会帮助我们在Agent的
[103:59] 发挥能力上
[104:00] 任务的成功率上去提升
[104:03] 你觉得下一个Scanning的新范式
[104:05] 有可能是什么
[104:06] 目前来看
[104:07] 现在的这个Scanning范式
[104:08] 其实就是在
[104:09] 强化学习这一块
[104:10] 我觉得在下一步
[104:12] 我个人认为
[104:13] 可能新范式可能就是在
[104:15] 这个叫自学习这一块
[104:17] 在线的强化学习或者自学习这一块
[104:20] Online learning
[104:21] 对对对
[104:22] 可能那个时候的
[104:23] 模型的这个训练推理之间
[104:26] 并没有特别明显的界限
[104:28] 就它可能是连贯的
[104:30] 它不再是一个截然分隔的两个阶段
[104:33] 它其实把这两个人统一了
[104:35] 这个我说不好是算法层面
[104:37] 会首先突破好
[104:38] 还是从工程实践角度
[104:40] 能实现这个事情
[104:42] 它会比较闭环的形成一个完整的闭环
[104:48] 就是推理的过程和收集反馈
[104:50] 反馈完了之后
[104:51] 我的反馈信号怎么转换成
[104:53] 我的强化学习的下一步的输入
[104:56] 然后整个这个东西是自动化的
[104:58] 中间它没有明显的断掉的
[105:00] 理线的部分
[105:02] 我看唐老师也提到
[105:03] 就是文本动模态
[105:04] 动模态生成这种
[105:05] 把这几个过程全部统一到一个模型
[105:07] 你们探索这个方向吗
[105:09] 我们一直在探索
[105:10] 这个很贵是吧
[105:11] 它还是那个问题
[105:13] 主要是数据量其实比较大
[105:15] 计算消耗的算力比较大
[105:18] 这个确实比较expensive
[105:21] 所以你们探索的多吗
[105:23] 其实我们还是投了不少精力
[105:25] 在这个事情里面
[105:26] 你严格讲
[105:27] 我们从技术角度来讲
[105:29] 这个事情的话
[105:30] 其实不光是你把视觉和语言混合
[105:34] 这个叫多模态
[105:36] 还有
[105:37] 比如说你不同的文本的数据
[105:39] 也可以是跨模态的
[105:41] 就比如代码
[105:42] 它其实和自然语言它还不太一样
[105:44] 它也是
[105:45] 其实是两种不同的模态混合在一起
[105:49] 甚至包括我们刚才说的
[105:50] 像那个agent
[105:52] 像它的执行规划
[105:54] 和执行的步骤那些数据
[105:56] 它也模态也不太完全一样
[105:58] 然后会
[105:59] 甚至还有现在在做这个VLA
[106:01] 怎么控制机器人
[106:03] 你们也做VLA
[106:04] VLA在研究
[106:05] 所以这些其实都属于
[106:06] 这个叫
[106:07] 跨模态的
[106:08] 怎么来统一这个事情
[106:10] 你觉得这会是一个趋势吗
[106:11] 一定会是个趋势
[106:12] 是终极形态吗
[106:13] 我个人认为一定会是终极形态
[106:16] 它基于transform吗
[106:17] 不知道
[106:18] 不一定
[106:19] 这个说不好
[106:20] 最近看了一个DeepMinds创始人的访谈
[106:22] 然后他就讲AGI是三种独立体的结合体
[106:25] 包括大圆模型
[106:26] 图像模型和世界模型
[106:28] 需要把它们统一到一个更大的模型中
[106:30] 你认可他这个观点吗
[106:32] 他跟我们刚才说的是一个事对吧
[106:34] 其实说的是一件事情
[106:35] 就不同模态和
[106:36] 你不同的任务怎么把它
[106:39] 真正找到一个统一的建模的方式
[106:41] 原生的把它融合到一起
[106:43] 而不是用系统化的方法
[106:44] 如果这个实现了会是AGI吗
[106:46] 我觉得AGI就看到曙光了应该
[106:48] 再加上刚才我说的在线学习
[106:51] 可能他就真的看到曙光
[106:53] 你可以想象这样
[106:54] 首先第一你造出来一个脑子
[106:56] 这个脑子其实各种能力都有
[106:59] 语言能力
[107:00] 对图像的理解能力
[107:02] 然后对物理世界的这种判断能力
[107:05] 识别能力都有
[107:06] 然后再给它装上手脚
[107:08] 它能去将世界模型去解决这个问题
[107:10] 它能去预测这个世界有发生什么事情
[107:12] 然后跟世界进行交互
[107:13] 然后交互的结果再返回回来
[107:16] 变成用强化的信号
[107:17] 然后我又能立刻的
[107:18] 马上的接受这个强化学习的信号
[107:20] 在学习修改我的模型
[107:22] 这样闭环起来
[107:23] 这样的话可能就是那个谁说的
[107:26] 对
[107:27] 你要选择让人工智能在什么范围
[107:30] 什么时候开始授权
[107:32] 让他自己去探索这个世界
[107:34] 那个时候可能就进了
[107:36] 这个你觉得还有多远
[107:37] 我其实也说不好
[107:38] 有多远
[107:39] 好像我看了好几种说法
[107:40] 一个是说的
[107:42] 可能27年要开始有这个能力
[107:45] 达到我刚才说的那个状态
[107:47] 然后剩下就是等待
[107:48] 让他自己去学
[107:49] 学到什么程度
[107:50] 能不能学到比如说超过人
[107:52] 或者什么之类的
[107:53] 接近人或者超过人
[107:54] 接近人和超过人
[107:55] 其实就是我们说的
[107:56] 基本上AGI的这个目标就到了
[107:58] 这个就27年到现在还有两年时间
[108:03] 然后27年之后
[108:04] 可能还需要花几年时间
[108:05] 去调整
[108:06] 这个效率或者是学习的成果
[108:09] 怎么安全等等的那些事情
[108:11] 可能我理性的判断这件事情
[108:13] 可能需要比如说五年八年这样的时间
[108:16] 你们都会跟进吗
[108:17] 如果这个是AGI的真实方向
[108:19] 一定会
[108:20] 我们永远不会忘记
[108:21] 我们的目标就是AGI
[108:22] 你们马上上市了
[108:23] 我们来聊聊这个话题
[108:25] 因为我想了想支部有可能会成为
[108:27] 不仅是中国
[108:28] 它还是世界上
[108:29] 就是第一个IPO的大模型公司
[108:32] 你们动作比OpenAI快
[108:33] 为什么AGI到现在都还没有实现
[108:35] 你们这些都纷纷上市
[108:36] 确实这里面有好多的原因
[108:38] 首先第一个这件事情
[108:39] 我们一开始说的
[108:40] 实现AGI这事
[108:41] 我们从来不认为它是一件非常简单的事情
[108:44] 它也不是一个非常短期就能实现的一个目标
[108:47] 它可能是一个马拉松
[108:49] 是一个长跑
[108:50] 非常长的一个距离
[108:51] 所以你一定要坚持下去
[108:54] 在不同的阶段
[108:55] 你可能用不同的方式去度过这一段
[108:58] 可能比如说在马拉松起步的这个时候
[109:00] 你为了要摆脱大家比较拥挤的起步的阶段
[109:03] 你可能需要加一点速
[109:04] 跑到前头去
[109:05] 跑到第一集团去
[109:07] 现在都跑到了是吗
[109:08] 对
[109:09] 然后在中间有一段时间
[109:10] 大家都坚持不住的时候
[109:11] 你会要去补给站拿一些补给
[109:13] 然后把自己的体力保持住
[109:16] 不断的平衡自己的消耗和摄入能量之间的这种平衡
[109:20] 所以在不同的阶段
[109:21] 你会有不同的方式去运转你整个体系
[109:26] 所以上市这个事情对我们来讲
[109:28] 就自然而然的到了今天6年半
[109:31] 到了今天
[109:32] 在我们的第一天公司成立的规划里头
[109:34] 大概也就是在6年7年这个时间
[109:37] 我们就要去面临IPO的这个事
[109:39] 当时已经规划进去了
[109:40] 对我们当时就自己给自己做过一个模型
[109:43] 每年怎么增长100%到150%
[109:46] 然后到什么程度
[109:48] 那一年开始我们就来去进入到IPO的所谓三年业绩期的考核
[109:53] 到那个时间点
[109:54] 我们自然而然的就知道说
[109:55] 这个事我们要注意了
[109:56] 我们开始做这件事了
[109:58] 所以到了现在今年报IPO什么
[110:01] 也是很自然的就走了这条路
[110:04] 什么时候开始认真启动上市计划的
[110:06] 真正启动你要按比如说我们刚才说倒退三年业绩期
[110:09] 这个时间那就是二三年其实就开始了
[110:11] 这么早
[110:12] 二年二三年就开始了
[110:13] 所以就已经开始规划各种营收增长这些事情
[110:16] 我们要怎么去做我们的商业化
[110:18] 怎么去做你的收入包括成本投入怎么去控制
[110:22] 包括团队怎么发展
[110:24] 不仅是你们这一波公司的上市
[110:26] 你觉得对于AGI来说它会是一个什么样的路标
[110:28] 我觉得具备的意义还是非常大的
[110:30] 首先第一个就是说从资本市场的角度来说
[110:34] 资本市场都算是没有离开这个学校
[110:38] 还是在学习培养然后成长的阶段
[110:41] 到二级市场之后它是一个更商业化
[110:44] 更接近这个市场的这样的一个阶段
[110:47] 对吧很自然它是一个里程碑
[110:49] 整个行业来讲也是个里程碑
[110:51] 就是证明了一件事情说这件事情
[110:53] 它并不是一个金钟花水中月
[110:55] 它还是可以走到这样的一个阶段的
[110:57] 它是一个真的能走到一个产业级的这样的一个事情
[111:00] 有没有一部分原因是投资人也希望就是能够离场
[111:03] 能够落袋为安
[111:05] 我不排除有这方面的有人这么想这件事情
[111:09] 但我觉得像我们的很多投资人还是跟我们一样
[111:13] 就刚才说的是保持着同样的信念和同样的想法
[111:16] 大家一起走下去取得更大的成功
[111:19] 并不是说简单的上完市我们就退掉
[111:22] 然后落袋为安挣了钱就OK
[111:24] 其实也并不是那么简单
[111:26] 你们准备怎么用你们这一笔就是补给款
[111:29] 照顾书里都有
[111:30] 大家会把你们跟minimax放在一起来
[111:33] 讨论因为他们也在争夺第一股
[111:35] 你们时间是接近的
[111:37] 你们会是第一还是第二
[111:38] 这个就不知道了
[111:39] 这个就看交易所那边怎么安排
[111:42] 你有什么想对minimax CEO说的吗
[111:44] 我跟严老师说话其实最近稍微少一点
[111:48] 之前还挺多
[111:49] 最近为什么比较少
[111:50] 碰面的机会比较少
[111:51] 你有什么想对他说的吗
[111:52] 我觉得祝大家好运
[111:55] 你怎么看OpenAI的上市
[111:57] 听说他也在准备是吧
[111:59] 我觉得OpenAI可能是另外一个故事
[112:02] 就是说在美国一个大的环境底下
[112:05] 又是另外的一种逻辑
[112:06] 叫高风险高投入高回报三高
[112:10] 他们是转的是这种逻辑
[112:12] 你们呢
[112:13] 我觉得我们相对来说更符合中国的这种情况
[112:17] 追求的是在高风险
[112:20] 或者说叫高科技的领域里面的
[112:23] 追求稳定性和可控性
[112:26] 可预期的这种模式
[112:28] 因为我们这个访谈发生在上市之前
[112:29] 你现在的状态是什么样
[112:31] 说不好什么状态
[112:32] 其实我觉得当然很期待
[112:34] 就终于走到这一天了
[112:36] 很开心啊
[112:37] 我们6年多时间能发展到这一步
[112:40] 感觉到很庆幸就很幸运吧
[112:42] 能走到这一步
[112:43] 当然我心里也很明白的知道
[112:46] 就是说上市并不是终点
[112:48] 后面还有很多事情
[112:50] 很多路要去走
[112:52] 很多事要去做
[112:53] 也不会简单的停在这一步
[112:55] 我是个天平座的人
[112:57] 天生很平衡
[112:59] 问一个尖锐一点的问题
[113:00] 就是怎么应对上市后的技术投入
[113:03] 算力投入和二级市场的资本压力
[113:05] 就是上市之后会不会反而让你
[113:07] 变成一家平庸的公司
[113:08] 因为你们要就不敢投了吗
[113:10] 要给股东交代
[113:11] 我觉得不会
[113:12] 这也是我刚才说
[113:13] 我们说为什么我们希望
[113:15] 通过当然跟你的这种聊天
[113:18] 更多的这种途径
[113:20] 让大家知道智普到底是在想什么
[113:23] 是在做什么
[113:24] 大家理解了我们为什么要投这些事情
[113:26] 为什么要做这些事情
[113:27] 为什么有这么大的研发投入
[113:29] 其实大家就理解我们背后的这些事情
[113:31] 很多事情其实起源于人和人之间的
[113:34] 这种认知的差距
[113:36] 互相的不理解
[113:37] 所以你觉得被误解的是什么
[113:39] 我觉得很多
[113:40] 有一些人认为说
[113:41] 你看他们就是一个做项目之外包的
[113:44] 是吧
[113:46] 图记的公司
[113:47] 为了政府赚的
[113:49] 我觉得其实不是这样
[113:50] 其实里面有很多很深层的因素在里面
[113:54] 你看从表象上来看
[113:56] 中国的前十大互联网里
[113:59] 互联网企业里面有九个是我们的客户
[114:02] 其实都是我们很重要的客户
[114:04] 很大量的客户
[114:06] 然后我们有60%是企业客户
[114:11] 政府这块大概只占到20%
[114:13] 很少
[114:14] 所以其实我们是一个
[114:15] 你要说我们是一个2B的公司
[114:17] 这个可能我认
[114:19] 对
[114:20] 就是说那个并不是我们很
[114:23] 真正占大头的东西
[114:25] 大头的事
[114:26] 其实我们一直说我们是服务企业
[114:28] 因为是企业才是整个社会里面
[114:31] 生产力最集中的地方
[114:33] 转化对效率最高的地方
[114:35] 最主要的地方
[114:36] 而生产力变革级别的技术
[114:38] 你当然是要找到
[114:40] 这样的一些地方去落底
[114:42] 我觉得这个是一个很straight forward的
[114:44] 这样的一个逻辑
[114:45] 这是我们这些做工科
[114:47] 做理科出身的人
[114:49] 他容易想到了一个事情
[114:50] 我和一个AI1.0时代的创始人聊天
[114:53] 然后他有一个评价
[114:55] 我印象还蛮深的
[114:56] 他说现在大模型公司上市
[114:57] 就是在大逃生
[114:58] 在逃生
[114:59] 因为大家可能会觉得
[115:00] 26年这个bubble会破
[115:02] 这也是市场的一个观点
[115:03] 就是大家对26年的预期不好
[115:06] 所以大家觉得25年底
[115:07] 2016年初能上就快点上
[115:09] 这可能是一个窗口期
[115:10] 也有人会这么评价
[115:11] 你看
[115:12] 从两个方面
[115:13] 我可以大概对这个问题进行一个解释
[115:15] 首先第一
[115:16] 假设它是一个bubble
[115:18] 我们上市能救我们吗
[115:19] 或者说能救AI吗
[115:20] 能救投资人的钱包
[115:22] 那不是救我呀
[115:24] 对不对
[115:25] 所以这个事其实
[115:27] 跟它上不上市没什么关系
[115:29] 所以你混淆这两件事情混在一起
[115:31] 这么说
[115:32] 其实我是不太认同
[115:33] 逻辑上它没有必然关系
[115:34] 这是第一个
[115:35] 第二个
[115:36] 它是不是bubble这件事情
[115:38] 最近也讨论的比较多
[115:39] 我很习惯的
[115:40] 跟大家聊这种天的时候
[115:41] 就会反问一句
[115:43] 你怎么定义bubble
[115:44] 什么叫bubble
[115:45] 当然任何周期都有泡沫
[115:47] 就是当我们在开始讨论这个
[115:49] 肯定很担心的是
[115:50] 像以前那种周期里大崩盘的这种情况
[115:53] 它这个崩盘是因为什么呢
[115:54] 投资过热嘛
[115:55] 投资这些东西
[115:56] 难道
[115:57] 我们得不到相应的这种收益吗
[115:59] 好
[116:00] 最近的泡沫是什么
[116:01] 你第一期不清楚它的本质没关系
[116:03] 我们就类比
[116:04] 最近的泡沫是什么
[116:05] 互联网
[116:06] 对
[116:07] 所有人都会告诉你说
[116:08] 最近的泡沫就是互联网那波泡沫
[116:11] 但是你看互联网
[116:12] 就算互联网泡沫破了
[116:15] 它留下了什么
[116:16] 现在大家用的很多的东西
[116:18] 享受的很多东西
[116:19] 是泡沫的时代留下的东西
[116:21] 网络的基础设施
[116:22] 很多技术的革新
[116:24] 包括这些产品
[116:25] 很多东西的产品
[116:26] 都是那个年代留下的
[116:27] 你为什么要担心泡沫呢
[116:29] 担心自己刚好是被戳破的
[116:31] 说白了还是担心自己兜你的钱
[116:33] 投资人的钱包
[116:34] 对
[116:35] 其实说白了它是这个
[116:36] 就是说我能不能及时的收回我的
[116:38] 投资的收益
[116:39] 并不是真正担心说
[116:40] 我投资没有产生实际的东西
[116:43] 或者是产生实际的生产力
[116:45] 或者留下真正有价值的东西
[116:47] 对吧
[116:48] 其实你看本质上的分析分析
[116:49] 大家其实是因为这个
[116:51] 但好
[116:52] 你说到这个角度的时候
[116:53] 这个问题就容易解了
[116:54] 投资这个角度
[116:55] 你觉得美国够吗
[116:56] 你觉得中国够吗
[116:57] 都不够
[116:58] 这是你的认为对吧
[116:59] 如果投资都不够的话
[117:00] 那凭什么叫bubble呢
[117:01] 觉得不够的原因是因为离AGI还很远
[117:04] 那现在它不够
[117:05] 那它再回来
[117:06] 离AGI还很远
[117:07] 那我们要不要去追求AGI
[117:08] 它有可能不在现有的技术范式下
[117:10] 也没有可能
[117:11] 那我们如果不投资
[117:12] 它会自然发生吗
[117:13] 它不会
[117:14] 那不就完了吗
[117:15] 所以还得投资
[117:16] 对呀
[117:17] 你这是从历史的大势来讲
[117:18] 对呀
[117:19] 你这个历史大势趋势它就是这个样子
[117:21] 我问你的一个问题
[117:22] 所有的逻辑都是一环一环相扣的
[117:24] 你就回答这些问题你就知道了
[117:26] 所以你担心这个事情其实是没有意义的
[117:28] 它必然会
[117:29] 就是你刚才说的
[117:30] 必然某个时间段它必然会有bubble
[117:32] 会有泡沫
[117:33] 没问题
[117:34] 只是泡沫大小而已
[117:36] 那我就问你大小嘛
[117:37] 你说投资够吗
[117:38] 你说不够
[117:39] 其实很多人也认为不够
[117:41] 我不敢说美国那边够不够
[117:42] 反正中国肯定是不够的
[117:43] 你中国少很多
[117:44] 对呀
[117:45] 少非常多
[117:46] 是美国的几十分之一
[117:47] 我看过一个统计数字
[117:48] 大概二十多分之一吧
[117:49] 很小
[117:50] 投入不是很大
[117:51] 而且很多的这种投入
[117:53] 都投入了
[117:54] 投入到了什么基础设施
[117:56] 反正就撒胡椒面撒下去了
[117:58] 它并不是集中在
[117:59] 像美国那样集中在那几家脑袋上
[118:01] 这样这个情况也不太一样
[118:03] 所以你要说有bubble
[118:04] 我相信在资本市场角度来看
[118:06] 美国那个事情可能是有bubble
[118:08] 但对中国这事不存在
[118:10] 它是不够的
[118:11] 它是远远不够的
[118:12] 你看朱小虎
[118:13] 他之前一直说大模型六小龙
[118:16] 连上一代的AS小龙
[118:18] 可能最后都不如
[118:19] 虽然我们进入了第二代的AI这个范式
[118:21] 你们出来创也是为了第二代AI范式
[118:23] 那从一个
[118:24] 上市公司的角度
[118:25] 你觉得它跟第一代AI公司
[118:27] 有什么本质区别
[118:28] 我无意反驳他这个观点
[118:30] 但我觉得他这个结论下来有点早
[118:32] 因为上一代的AI小龙
[118:34] 其实还健在
[118:36] 你看才几年
[118:37] 你要从23年开始算
[118:38] 现在才三年
[118:39] 你要再往前推一点
[118:41] 你说从我们公司成立
[118:42] 19年开始算
[118:43] 也才六年多
[118:44] 这么早就盖棺定论吗
[118:46] 我觉得还太早
[118:47] 所以他说的是个预测
[118:48] 预测这个事情
[118:50] 你可以不评价
[118:51] 我们就等着时间来证明就完了
[118:53] 还是回到那个点
[118:54] 他们觉得2B的定制的商业模式不性感
[118:57] 我觉得不是说2B就一定是定制
[119:00] 或者说
[119:01] 下次再滚的也不好
[119:03] 对也不好
[119:04] 所以它这个东西
[119:06] 你不能摆脱实际的市场情况来说
[119:09] 这个事情
[119:10] 我知道很多东西
[119:12] 包括定价模式
[119:13] 或者说估值模式
[119:14] 很多东西是从资本市场的
[119:16] 很多东西是从海外过来的
[119:18] 从美国过来的
[119:19] 因为毕竟他们比较靠前
[119:21] 但是别忘了
[119:22] 这些东西都根植于它的文化
[119:23] 更重要
[119:24] 根植于它的历史
[119:25] 根植于它的经济
[119:26] 社会经济的状况
[119:28] 中国的事情很多时候不是按这个来的
[119:31] 硬套
[119:32] 可能并不一定是个好事情
[119:34] 所以还是走的是一个更符合中国
[119:36] 叙事的一个路线
[119:38] 也许
[119:39] 我们一直是认为说天底下的路
[119:41] 其实不止只有一条
[119:44] 很多时候
[119:46] 并不要用历史的很多的
[119:49] 既有的这种经验
[119:50] 或者说规则来框一些新的东西
[119:53] 这时候你的错失的一些机会
[119:56] 和一些事情都是因为这个
[119:58] 你看他们早期开始的时候
[120:00] 其实大家的判断也是一样的
[120:02] 很多人说
[120:03] 这不就是暴力吗
[120:05] 一点都不科学的所谓的优美
[120:08] 事实证明
[120:09] 当时的说这些预判的人
[120:11] 可能我不能说他错了
[120:13] 但至少他没预测对
[120:15] 所以这个没关系
[120:16] 说什么都会有
[120:17] 我们坚持我们所认为的
[120:20] 而且它背后是有一套逻辑的
[120:22] 支持我的逻辑判断
[120:24] 我的判断
[120:25] 我的决策
[120:26] 然后我坚持做我自己的事情
[120:28] 刚才我们其实
[120:29] 关于2C的问题没有聊完
[120:31] 你好像没有告诉我一个时间点
[120:33] 是你明确决定
[120:34] 2C不是我们的重点
[120:35] 这是有一个关键的决定的时间的吗
[120:37] 基本上Deep Seeker那一波出来之后
[120:40] 基本上我们就不再
[120:42] 花很多的精力去
[120:44] 资源去做推广
[120:46] 之前是退的
[120:47] 就是在Deep Seeker之前是退的
[120:49] 当然也非常克制
[120:50] 大家也很少看到我们的
[120:52] 比较不多
[120:53] 看到我们的东西没那么多
[120:54] 那个时候还是觉得有2C的可能性的
[120:56] 有一定的可能性
[120:57] 因为我们当时打的几个用户群体
[121:01] 其实也挺明确的
[121:03] 上班族 学生 程序员等等这些群体
[121:07] 给它一个好工具
[121:09] 并不是说创造什么情绪价值什么之类的
[121:13] 我们不会去打这种点
[121:14] 这也不是你们的基因对吧
[121:16] 对
[121:17] 这种娱乐性的产品
[121:18] 你怎么看到国内2C市场
[121:20] 2C战场 AI2C战场
[121:22] 请问Deep Seeker
[121:24] 2C这个事情可能目前来看
[121:26] 纯C就是一般用户大众用户
[121:29] 可能还真是互联网大厂的机会
[121:32] 因为这没办法
[121:34] 大量的平台还有流量
[121:37] 还有用户入口都在他们手里
[121:39] 他们比较容易把这些都切走
[121:41] 所以如果只是简单的一种
[121:44] 产品本身的价值不是很什么的话
[121:47] 没有什么独特性的话
[121:49] 很难复制的点的话
[121:50] 2C的战场基本上就是他们的
[121:52] 短期之内肯定就是这样
[121:53] 我听过一个评论就是在讲智普的
[121:56] 他们说因为智普其实一直不算是
[121:58] 市场上最火最明星的项目对吧
[122:00] 都不是流量关注度最高的一个项目
[122:03] 但是是技术延伸的项目
[122:05] 然后你们是有视野有技术
[122:07] 但是看起来会有点boring
[122:09] 非常的现实
[122:10] 你觉得评价中肯吗
[122:12] 他给我一个描述说
[122:13] 就像水泥一样
[122:14] 没有那么的有趣
[122:15] 但是稳定性好
[122:17] 这个评论对你们来说是中肯的吗
[122:19] 还算中肯吧
[122:21] 像大家评价清华的理工男一样
[122:24] 就是boring
[122:26] 就是很聪明
[122:28] 也很能干
[122:29] 正经用途让他干什么事情
[122:32] 他能干得很漂亮什么之类的
[122:33] 但是他就是没有太多的情绪价值
[122:35] Kimi相对你们来说还是更酷一点对吧
[122:38] 从外部观感来看
[122:40] 怎么说呢
[122:41] 他也是清华理工男
[122:42] 对
[122:43] 所以我就是
[122:44] 这就是我佩服直琳
[122:45] 当然佩服直琳的一点
[122:47] 她是很会抓住普通人的眼球
[122:50] 知道怎么去推广
[122:52] 怎么去理解普通人的这些需求和想法
[122:55] 在我们看来
[122:56] 我们可能在这方面做的没有那么的好
[123:00] 也跟我们的定位有关系
[123:01] 你们有反思过吗
[123:02] 你们有觉得更C一点吗
[123:04] 更新眼球一点
[123:05] 更酷一点吗
[123:06] 还是做过一些尝试
[123:08] 做过一些事情
[123:09] 想要做这些事情
[123:10] 一直在努力
[123:11] 其实我们在
[123:13] 比如说像开发者
[123:15] 像程序员
[123:16] 像这一类的人群里边
[123:18] 其实我们做过一些调查
[123:20] 大家对我们的口碑还是不错的
[123:22] 因为你坚持开源吗
[123:23] 对当然开源是会有一批了
[123:25] 当然包括我们的产品
[123:26] 包括我们的很多的优点
[123:28] 都是这帮人比较喜欢
[123:30] 他是工程师文化
[123:32] 这么总结应该可以
[123:33] 就清华其实还是很提倡工程师文化
[123:36] 我觉得你其实是
[123:37] 就是还没有很好的准备
[123:39] 就做了CEO
[123:40] 并且被推进了一个大浪之中
[123:42] 你这三年什么感觉
[123:44] 你怎么知道我没有做好准备
[123:46] 不过你说对了
[123:47] 其实这个东西
[123:49] 后来我们自己内部几个人
[123:51] 一起喝酒聊天的时候
[123:53] 也说了这个事情
[123:54] 其实你任何时候都是没有准备好的
[123:56] 很多时候是
[123:57] 你只要认准了这个方向
[123:59] 愿意去学习
[124:00] 愿意去不断的提升自己
[124:02] 愿意去做这件事情
[124:03] 也不用太害怕
[124:04] 就可以去做
[124:05] 我觉得清华给我们最大的一个好处
[124:07] 就是教会了我们学习的方法
[124:09] 学习的能力
[124:10] 而且有这种学习的欲望
[124:12] 什么事情都愿意去学习
[124:14] 我觉得这就挺好
[124:16] 当然不是说足够
[124:17] 这就挺好
[124:18] 这个过程中
[124:19] 最折磨你的是什么事
[124:20] 其实还是来自于
[124:21] 对这些事情很多事情的不熟悉
[124:23] 比如说我们开始大规模做商业化之后
[124:26] 说实话这里边
[124:28] 还是要面临很多的这种挑战
[124:31] 之前没有碰到过
[124:33] 其实也没有人能告诉你怎么去处理
[124:36] 因为我们做的这些事情也是比较新的
[124:39] 商业模式也比较新
[124:40] 用户也好
[124:41] 投资人也好
[124:42] 客户也好
[124:43] 对于我们的看法
[124:44] 其实也都非常的千奇百怪
[124:46] 你怎么样
[124:47] 让你的认知和对方的认知能够对齐
[124:52] 其实这个挺suffering
[124:54] 你要花很多精力去跟大家沟通去交流
[124:56] 去拉起认知
[124:58] 一遍又一遍的重复很多的话
[125:00] 客户交流是你的工作
[125:01] 对
[125:02] 很多客户其实我都会到一线去跟大家去讲
[125:04] 你刚才也说在治理上也遇到过很多困难
[125:07] 在成本控制上遇到过很多困难
[125:09] 这个困难比较大的时候是什么时候
[125:11] 当时我们刚出来创业的时候
[125:13] 张燕子算是见多识广
[125:15] 跟我们讲过一件事
[125:16] 我印象还比较深
[125:17] 就是说创业企业有几个坎
[125:20] 第一个坎是你50个人
[125:22] 一般的都能挺得过去
[125:24] 比较简单
[125:25] 你挣到钱就行
[125:26] 你只要有挣钱就行
[125:27] 亏不亏的不关键
[125:28] 第二个坎是200人
[125:30] 第三个坎可能是500
[125:32] 或者甚至更多一点
[125:33] 所以这几个坎其实都决定了你生死的
[125:37] 可能任何一个坎你过不去
[125:38] 你这个企业可能就完蛋了
[125:39] 但是我其实不是太理解张燕子为什么这么说
[125:44] 或者说到底这个坎是因为什么
[125:46] 当我们亲身经历完了之后
[125:48] 就回过头再去看这个事情
[125:49] 其实很有道理
[125:50] 但其实关键不在于说具体的数字是多少
[125:54] 是几十个人还是100个人还是200个人还是多少人
[125:57] 它其实代表的是企业发展的几个阶段
[125:59] 第一个阶段就几十个人
[126:01] 是说只要挣到钱就好
[126:02] 是什么
[126:03] 是你要跟团队的信心要建立起来
[126:07] 就是说你做这个事它是能持续下去的
[126:10] 别先散了
[126:11] 还没干的就是散了
[126:13] 这是第一件事
