[00:03] Hello 大家好,我是小骏
[00:04] 2026年除了嘉宾访谈
[26:59] 给这些他们的客户提供反馈
[27:03] 并且基于这些反馈
[27:05] 针对性的提出了
[27:07] 更多刺激了更多的数据的需求
[27:10] 又帮助
[27:11] 这些客户
[27:12] 提供了更多的这些数据的需求来帮助他们的算法去提升
[27:15] 这样的一个闭环
[27:16] 嗯
[27:17] 那在这个阶段呢其实
[27:20] 数据商是对这个客户的算法是
[27:23] 我觉得是很了如指掌的
[27:25] 因为其实真正的评价方
[27:27] 变成了数据商
[27:29] 对所以我觉得
[27:30] 这个其实就很像
[27:32] 学生和老师的关系
[27:33] 对吧比方说如果是一个
[27:35] 相反式的教育
[27:36] 那么可能老师对
[27:38] 学生可能并没有太多的了解
[27:40] 他只不过是一个填鸭式的一个教育
[27:43] 而对于一个更加高级的比方说大学的教授
[27:47] 或者是比方说物理奥赛班的这个
[27:50] 这个老师
[27:51] 与学生的关系那他们可能是
[27:53] 更加有针对性的
[27:55] 指导
[27:56] 我认为数据其实
[27:58] 在朝有针对性的指导
[28:00] 这个方向去演进
[28:01] 我们经常会在行业里听到几句话一个叫数据标注
[28:04] 一个是有多少
[28:05] 人工就有多少数据
[28:06] 能不能给大家形象化的解释一下这两句话背后所蕴含的
[28:11] 工作量啊
[28:12] 就是他的工作具体包含哪些事情他是一个怎么样的工作流程
[28:16] 我想说就是说
[28:17] 数据其实也在演变他可能从最早的数据标注
[28:22] 到现在的可能是更多的数据的采集
[28:26] 我在这我可能举一些例子
[28:28] 比如说从数据标注业来讲的话呢
[28:31] 比如说最早的
[28:33] 这个scale AI去提供这个自动
[28:35] 驾驶的这个数据
[28:36] 那他可能是拿到了客户的比方说
[28:40] 他的各种传感器的信息
[28:42] 那他可能做了更多的清洗的工作
[28:46] 更做了更多的切片的工作
[28:47] 在这个基础上他可能有自己的一套
[28:51] 工具链
[28:52] 那当然可能还更多的是一个人为主的一个流程
[28:56] 去基于这些工具链
[28:58] 基于他的一些规范
[28:59] 流程
[29:00] 比如说这里画个框这个是自行车那个是
[29:05] 这个行人
[29:06] 包括可能
[29:07] 更加这个
[29:08] 持续性的这些
[29:10] 就这些数据把他们
[29:12] 标注出来
[29:14] 然后可能经过层层的标注
[29:16] 再往后发展可能是
[29:17] 首先先是自动化的标注
[29:19] 其次是人在环的这个质检
[29:21] 这样最终把数据生产出来
[29:23] 这个可能是一个比较传统的自动驾驶的
[29:27] 算法标注
[29:28] 这样一个产业
[29:29] 他需要多少人力啊
[29:31] 他需要很大的一个人力
[29:33] 包括现在其实我觉得
[29:35] 自动驾驶的标注行业
[29:36] 其实还是
[29:38] 当然我觉得他从客户端已经有很多的自动化的算法了
[29:43] 但是其实咱们比方说去看
[29:45] 整个产业可能有很多的基地
[29:47] 可能
[29:49] 很多的这个省市
[29:50] 都有很多的标注基地
[29:51] 那每个基地可能就有这个成千上万人
[29:55] 在做这个标注行业
[29:56] 所以整个市场上我估计可能会有
[29:59] 我不知道我估计可能会有10万人
[30:01] 几十万人
[30:02] 在做
[30:03] 人工标注这件事情
[30:05] 这么多人啊
[30:06] 对
[30:07] 是很多的人
[30:08] 当然就是说这个我实话说我认为还是在上一代的这个数据
[30:12] 他呢更多的是基于一套规范
[30:15] 准则
[30:16] 让人去基于这套准则去提供标注信息
[30:19] 但是呢我认为下一代的数据
[30:22] 其实人在这里头提供的是经验的传授
[30:25] 我举一个例子比方说
[30:27] 大圆模型的这个数据
[30:30] 那无论是Mccord
[30:32] 还是Surge
[30:33] 这个可能是完全是
[30:35] RL的两个现在比较新兴的数据商
[30:38] 那么他们是为大圆模型提供后训练以及评测的数据
[30:43] 那包括比方说RLHF
[30:44] 就是
[30:45] 包括不断地去与这个模型去交互
[30:48] 给他们去提供反馈
[30:50] 以及他们去
[30:52] 出很多的题
[30:53] 又给一些答案来让这个
[30:56] 客户的这个算法一方面去评价他们
[30:58] 一方面让他们去用更好的RL的finding
[31:01] 去提升自己
[31:02] 那在这个时候其实
[31:05] 这些人都是
[31:07] 很有经验的人或者说很贵的人
[31:10] 你可以看他们的时薪
[31:11] 都是在100美金以上的时薪
[31:13] 那他们提供的更多的是一个原始的数据
[31:16] 他们提供的不是一个标注
[31:18] 并不是说
[31:19] 在已有的数据上他们在提供一层标注
[31:21] 而是说他们直接的去给
[31:24] 这个数据去提供反馈
[31:26] 或者说直接去生成新的数据
[31:28] 你能举个例子
[31:29] 举一个例子比如说
[31:31] 就是一个问题
[31:32] 你对AI的数据的看法
[31:34] 是怎么样的
[31:35] 对吧那么可能算法先生成了自己的看法
[31:38] 比如说可能GPT先生成了自己的看法
[31:41] 那么如果这里头有一个数据的专家
[31:44] 那么他可能就会根据
[31:46] 这个GPT的这个看法
[31:48] 给他提供新的反馈
[31:50] 对吧同时
[31:52] 他可能还会去出更多的题
[31:54] 更多的难题 老师的角色
[31:55] 哎没错他是一个老师的角色他会出更多的题
[31:58] 同时他可能还会提供更多答案
[32:01] 包括比如说
[32:02] 举一个例子像编程计划
[32:04] 你可能有十种方式
[32:07] 能够把这段程序给他编出来
[32:09] 那哪一个是好的哪一个是坏的
[32:11] 哪一个是模棱两可的
[32:13] 这些都要相应的给他
[32:15] 提炼出来
[32:16] 给他算法
[32:17] 所以这个时候就跟之前的数据就很不一样
[32:20] 之前的数据比如说
[32:22] 自动驾驶或者说
[32:24] 这个最传统的机器视觉的数据
[32:27] 可能你需要提供的都是
[32:29] 正确的信息
[32:31] 对吧就完美的正确的信息这是最好的
[32:34] 但是其实
[32:36] 在
[32:36] 现在的这个数据比方说大圆模型或者巨声
[32:40] 其实没有严格的正确
[32:41] 也没有严格的完美
[32:43] 每个人可能他的回答都是不一样的
[32:46] 对吧
[32:47] 但是呢
[32:47] 可能这些
[32:49] 不同人的这些的分布
[32:51] 这些多样性
[32:52] 以及他的
[32:53] 里头的这些逻辑的关系以及甚至是的一些
[32:57] 错误的数据
[32:58] 都会是极其有价值的
[33:00] 我举一个例子
[33:01] 就是我们服务巨声客户的这个数据
[33:03] 就是我们服务巨声客户的这个数据
[33:04] 就是我们服务巨声客户的这个数据
[33:05] 最早的时候可能包括我们的客户也是全球
[33:08] 最顶尖的巨声的大脑的公司
[33:11] 他们可能给我们的需求就是
[33:13] 你要提供
[33:14] 完全正确的
[33:16] 完美的基于仿真
[33:18] 这个机器人去执行一个长程的任务
[33:21] 比方说做一个pizza
[33:24] 从冰箱里头把这个饼拿出来然后往上面去
[33:28] 放各种各样的这个调料以及各种各样的水果呀这个蔬菜呀
[33:33] 肉
[33:33] cheese等等的最好把它放到烤箱里头去
[33:36] 按键
[33:37] 你要把它完美的
[33:39] 做出来
[33:40] 这一个长程的任务是一个有效的数据
[33:43] 但是后来
[33:44] 我们的客户包括我们
[33:45] 一块通过迭代发现
[33:48] 其实最有效的数据是
[33:50] 先失败再成功的数据比如说
[33:53] 我在里头我可能要放一片蘑菇
[33:55] 但是我拿出来蘑菇我切片了以后
[33:58] 我没有抓牢
[33:59] 这个蘑菇掉到桌子上了
[34:01] 我再把它捡起来
[34:02] 再放回到这个
[34:03] 这个披萨上
[34:05] 这个数据
[34:06] 我们管它可能叫负样本或者叫纠正的数据
[34:09] 这个数据往往是更有效的
[34:12] 所以其实
[34:13] 当模型的泛化能力提升了以后
[34:16] 它更可以从错误中去学习
[34:19] 这些认知回来
[34:20] 它更接近于人的学习过程
[34:22] 没错它更接近于人的学习过程
[34:24] 前段时间我们有一个播客聊过一个观点就是广秘说他们认真花时间研究了给Frontier Lab
[34:30] 硅谷那些Frontier Lab做数据标注的公司对待的提感是
[34:33] 如果模型数据分布里面没有这类数据
[34:36] 这类任务就是不成功的
[34:39] 只有压缩过这类数据可能才会成功
[34:42] 所以今天的模型还是一个巨大的压缩区
[34:45] 所以他提出说数据及模型
[34:47] 模型及应用
[34:47] 你认可这个观点吗
[34:49] 就是说所有的数据都应该是训练到模型里压缩过的
[34:53] 我认为就是说
[34:55] 在这儿其实广秘提到了一个
[34:57] 很好的一个
[34:59] 我觉得现在现阶段的一个问题
[35:01] 就是模型的泛化能力
[35:03] 还是不够的
[35:04] 怎么去定义泛化能力
[35:06] 我觉得就是英文叫zero shot
[35:09] 中文其实就是零样本的能力
[35:12] 零样本的学习的这个能力
[35:14] 就是我没有给你看过这个样本
[35:17] 没有见过
[35:17] 对没有见过
[35:18] 但是你能够把它做出来
[35:19] 对吧
[35:20] 比如说假如说你的这个机器人的训练里头
[35:23] 并没有见过做披萨的视频
[35:26] 但你可能见过比方说切菜的
[35:28] 你可能见过做汉堡的
[35:30] 但是给你做披萨的这个任务
[35:33] 你能不能给它做出来
[35:33] 这个是零样本的能力
[35:35] 现在我认为从巨深的角度来讲的话
[35:38] 零样本的能力还是比较欠缺的
[35:41] 那在这样一个情况下
[35:42] 确实你需要什么样的任务的执行率
[35:46] 你就需要去补充什么样任务的数据
[35:50] 在现阶段是我认为这个是合理的
[35:54] 但是我认为就是说
[35:55] 数据及模型
[35:58] 这个观点我认为在长期
[36:01] 我认为可能它不是一个
[36:03] 本质的一个观点
[36:05] 因为我认为本质上来讲
[36:07] 模型的架构还是需要去提升的
[36:10] 我认为一个模型如果不具备
[36:13] 架构上如果不具备
[36:15] 零样本放画的能力
[36:16] 那我认为这个模型
[36:18] 它不是一个真正通往
[36:20] 通用智能的一个模型
[36:22] 那我再举一个例子
[36:23] 其实人的算法也是不一样的
[36:27] 举一个例子
[36:28] 可能普通人的学习的算法
[36:31] 和马斯克的学习的算法
[36:33] 也是不一样的
[36:34] 马斯克的学习的方式
[36:36] 可能是更多的是从第一性原理出发
[36:39] 基于他可能比较广博的知识
[36:42] 以及基于他的这个实践
[36:45] 对吧
[36:45] 去迅速的去迁移新的知识出来
[36:48] 来帮助他去更好地理解这个事物
[36:52] 那我认为他的这个模型
[36:54] 可能会比普通人的模型
[36:55] 要更加的有效很多
[36:57] 对
[36:58] 那么在我看来呢
[36:59] 就是说智能其实现在
[37:01] 一方面呢
[37:02] 我认为肯定是
[37:03] 需要更多的有效的高质量的数据
[37:06] 但是另外一方面呢
[37:07] 我觉得还是在模型上
[37:09] 需要更多的提升
[37:11] 所以这里讲的是架构和算法的问题
[37:13] 没错
[37:13] 本质上还是他不够聪明
[37:14] 本质上还是他不够聪明
[37:16] 我认为就是泛化性
[37:17] 还是需要算法的架构来带来的
[37:21] 当然就是说
[37:22] 存在一个scaling out the moment
[37:24] 就是时间点
[37:25] 就是说可能你的数据量
[37:27] 必须得堆到一定很大的一个数据量
[37:29] 才能够看到它的泛化性的出现
[37:32] 就是足够聪明了
[37:33] 就足够聪明了
[37:34] 对
[37:34] 其实呢
[37:35] 我们现在也服务了可能
[37:37] 全世界最大的几个大模型的团队
[37:42] 那么通过我们跟他们的合作
[37:44] 我们其实是发现
[37:46] 在巨神这儿
[37:48] 我认为就是说
[37:49] ZeroShot的能力
[37:50] 就是零样本的这个能力
[37:52] 我认为已经逐步的开始出来了
[37:53] 对
[37:54] 所以我认为在这儿的话
[37:56] 其实我还是比较乐观的
[37:57] 在哪些场景会出现这种
[38:00] 零样本的趋势呀
[38:02] 对
[38:03] 我觉得可能倒不是场景
[38:04] 倒是团队
[38:06] 我大概说一下
[38:07] 我看到的一个不同点
[38:09] 可能比方说在六个月以前
[38:11] 我们的大模型的客户
[38:14] 和我们的机器人的客户
[38:16] 他们可能对于数据的需求
[38:20] 无论是从量
[38:21] 从他们的具体的定义角度来讲
[38:25] 都是比较相近的
[38:26] 但是呢
[38:27] 可能最近这六个月
[38:28] 可能发生了质的变化
[38:30] 那么我发现
[38:32] 大模型的客户
[38:34] 他们可能最关注的
[38:36] 现在就是零样本的能力
[38:38] 那他们怎么去
[38:40] 他们相信的是什么
[38:42] 他们相信的是scaling up
[38:43] 他们相信的是
[38:45] 用一个足够有效的算法
[38:47] 用足够多的高质量的数据
[38:51] 可能这个数据呢
[38:52] 更多是一个本体无关的
[38:54] 仿真以及人类数据
[38:56] 基于仿真的评测
[38:58] 大规模的评测
[39:00] 来帮助他们
[39:01] 去做一些的评测
[39:02] 去实现一个相对简单的本体
[39:05] 比如说机械臂
[39:07] 都不是这个
[39:09] 都不是轮式底盘的机器人
[39:11] 或者是这个
[39:13] 比方说这个足式的机器人
[39:15] 就是机械臂
[39:16] 加转是否可以实现
[39:18] 足够有效的
[39:20] 零样本的迁移的能力
[39:22] 这个是
[39:22] 大模型团队
[39:23] 大模型团队
[39:24] 大模型团队为什么要去做这个
[39:25] 硬件相关的事情
[39:27] 他们其实恰恰是因为
[39:29] 不想做硬件相关的事情
[39:30] 所以他们选择的是
[39:32] 最简单的机械臂
[39:33] OK
[39:33] 对
[39:34] 比如说你要是去做人形
[39:35] 或者要去做这个轮式
[39:37] 其实会复杂很多对吧
[39:38] 因为你要去有很大的维护的工作
[39:41] 且这个就是每一个本体
[39:44] 其实都有很大的一个挑事
[39:46] 对
[39:46] 但是呢
[39:47] 大模型团队用机械臂
[39:48] 用来做什么呀
[39:49] 其实现在最主要的这几个大模型团队
[39:53] 都在做巨声的VLA
[39:55] 大模型团队也在做VLA
[39:57] 大模型团队也在做VLA
[39:59] 不是只有巨声智能或者是自动驾驶团队
[40:00] 不是只有巨声智能或者是自动驾驶团队
[40:02] 在做VLA
[40:02] 对
[40:03] 这个其实是我觉得最关键的一个点
[40:06] 就是咱们去看
[40:07] 比如说D-Mind
[40:09] 就是谈解对吧
[40:11] 比如说这个英伟达
[40:13] 比如说这个OpenAI
[40:15] 他们做VLA想通往哪里
[40:16] 我认为他们肯定是最高优的
[40:20] 关注在通用的智能这一块
[40:23] 他们的底层逻辑就是要做巨声的大脑
[40:26] 那这个首先一定要有泛化性
