[00:04] Hello 大家好,我是小骏
[00:06] 春节前后,一款AI Native的产品Elise
[00:10] 引起了小圈层人的关注
[92:46] 可能科技圈的人
[92:48] 以及一二线的人
[92:49] 这种接受度会高一些
[92:51] 对
[92:52] 有什么事情是你内测了
[92:54] 之后才发现了吗
[92:55] 就是有哪些是高于预期
[92:57] 有哪些是低于预期的
[92:58] 就当这个产品真的面对真实世界的时候
[93:01] 你才知道的事情
[93:02] 我觉得说实话
[93:03] 它的这个火爆起来的程度
[93:06] 以及它的流程这些东西都是高于我的预期的
[93:09] 远高于我的预期
[93:10] 尤其它火爆起来的程度
[93:11] 因为确实我们是零推广
[93:13] 在完全零推广的情况下
[93:15] 它能够这样被传播起来
[93:18] 然后相对它还火了两波
[93:20] 就春节前是一波
[93:21] 春节回来后又是一波
[93:23] 我觉得这个是比较超过预期的
[93:25] 第二就是它的留存
[93:27] 因为其实我们有很多显而易见的问题
[93:29] 我知道它就在呢
[93:30] 然后我们还没解决
[93:31] 其实我对它的留存是有一点担心的
[93:33] 但是其实它的留存是超过我的预期
[93:35] 哪些是显而易见的问题
[93:37] 很多啊
[93:38] 比如说评论区同质化
[93:39] 比如说onboarding流程太长
[93:41] 对吧
[93:42] 你看到这些问题
[93:43] 新手引导的缺失
[93:45] 然后现在你对分身的控制感
[93:47] 还没有那么强
[93:49] 这些东西我觉得都是显而易见的问题
[93:51] 有什么是低于预期的呢
[93:53] 我觉得没有太多低于预期的吧
[93:55] 因为可能我的预期没有被拔得很高
[93:57] 对可能比如说我们接下来
[93:59] 正式上线那个版本
[94:00] 可能我会有个高预期
[94:01] 那个时候可能会有一些低于我预期的东西
[94:03] 你会担心它是显而易见的产品吗
[94:06] 我不担心它是显而易见的产品
[94:08] 我只担心它确实有可能
[94:10] 比如说拆GBT继续做了
[94:12] 那可能在将来的竞争中
[94:14] 我觉得大家还是无论拆GBT
[94:16] 我会担心这个
[94:17] 但是我相信这个范式
[94:19] 之所以它能在圈内比较火爆的原因
[94:21] 也是这个范式
[94:22] 大家如果能看到
[94:23] 大家会认为
[94:24] 这就是代表着未来的一个
[94:26] 确定性很高的一个范式
[94:28] 对我是坚信这个范式
[94:30] 会成为下一代的社交网络
[94:31] 但它到底是不是我
[94:32] 当然我作为一个先行者
[94:34] 或者定义者
[94:35] 确实现在我们压力是很大的
[94:37] 我们要快速迭代
[94:38] 我们要快速上线
[94:39] 我们要保持这个领先
[94:40] 但是会有很多巨头进来
[94:42] 对
[94:43] 但我是坚信这个范式本身的
[94:45] EBS火了两次
[94:46] 一个是在春节前
[94:47] 一个在春节后
[94:48] 你觉得原因是什么
[94:49] 你有分析过吗
[94:50] 春节前主要是
[94:52] 放头圈的
[94:53] 一些人
[94:54] 其实大家好久没有看到新东西
[94:56] 然后又看到个新范式
[94:57] 包括它一些
[94:58] 里面的下行moment
[95:00] 我觉得传播性也很强
[95:02] 所以春节前是这一波
[95:04] 春节后的话
[95:05] 其实有很多是open cloud的一波
[95:07] 因为open cloud
[95:08] 可能让大家感受到
[95:10] 说好像这个时代
[95:11] 我需要一个
[95:12] 你说它是我的分身也好
[95:14] 它是我养的一个虾也好
[95:15] 它是我的agent也好
[95:16] 让一个东西
[95:17] 自主地去帮我干事
[95:18] 这件事情好像很棒
[95:20] 好像这可是应该是
[95:21] 下一代时代的范式
[95:22] 对吧
[95:23] 是咱们上次聊的
[95:24] 我觉得很久之前
[95:25] 我就跟你讲说
[95:26] 这个时代最大的交互变化
[95:29] 是proactive
[95:30] 而不是什么lui gui那些东西
[95:33] 那些东西太表面了
[95:34] 本质的变化是
[95:35] 终于有个东西
[95:36] 能主动地帮你做事
[95:37] 我觉得open cloud
[95:38] 大家感受到了
[95:39] 在工具化的层面
[95:40] 它主动地帮你干涉
[95:41] 这个事情
[95:42] 好像是一个下一代的范式
[95:44] 那elis是一个
[95:45] 你也是打造的东西
[95:46] 这个东西主动在帮你去面对世界
[95:48] 帮你去社交
[95:49] 这好像是同一个叙事下的东西
[95:52] 所以应该是一波open cloud的人
[95:54] 然后以及web3
[95:56] 他们现在自称web4的这帮人
[95:58] 又进来
[95:59] 又让它又火了一波
[96:01] 你怎么看open cloud
[96:03] 我觉得就跟我刚刚说的那样
[96:05] 我觉得一开始大家
[96:06] 平时用cloud code的人
[96:07] 可能不会觉得它怎么样
[96:09] 因为这玩意儿
[96:10] 它能做cloud code都能做
[96:11] 后来我觉得它可能就是
[96:12] 一些新职场
[96:13] 一些交互上的问题
[96:14] 它接入了telegram
[96:17] 你能通过一个im
[96:19] 在你平时聊天列表里面操作它
[96:21] 这件事情很关键
[96:22] 让它变成一个
[96:24] 好像很高频
[96:25] 好像你平时都能用
[96:26] 就跟你打开飞书
[96:28] 直接给一个人下白了个命令
[96:30] 然后让他做事一样
[96:32] 心智上交互上
[96:33] 给人一种这样的感受
[96:35] 然后以及刚刚我说的更大的
[96:36] 就是好像我能有个东西
[96:39] 不断地去帮我自主的去干活
[96:41] 以及它现在能操纵本地
[96:43] 我觉得它跟它在pc上也有很大关系
[96:46] 因为其实这个范式
[96:47] 我觉得当时minus出来的时候
[96:48] 很惊艳的地方
[96:49] 就是它很proactive
[96:50] 它很有一个东西
[96:51] 在自主的帮你做事情
[96:52] 然后给你交互一个结果
[96:53] 这个opencloud可能
[96:54] 它能操作你本地的电脑
[96:56] 好像更加是专属于你的一个东西
[96:58] 这套整个的叙事
[96:59] 让大家觉得很棒
[97:02] 但是我觉得从实际的干活层面
[97:04] 它并没有比cloudcode
[97:06] 有更多的东西的
[97:07] 你觉得为什么openi会收它
[97:09] 它为什么会卖给openi
[97:10] 它们两个结合
[97:12] 我觉得它跟openi的
[97:14] 整体的大叙事是一样的
[97:16] 因为Peter他自己也讲了
[97:18] 其实opencloud
[97:19] 不要把它类比成cloudcode
[97:21] 而要把它类比成一个personal agent
[97:24] 它就是一个很proactive的personal agent
[97:28] 这件事情本身跟chatgpt想要做的
[97:30] 事情其实是一样的
[97:31] chatgpt肯定是最专注于2c的公司
[97:36] 他们的叙事也是her这个叙事
[97:38] 对吧
[97:39] 就是personal agent
[97:40] 所以我觉得这一点
[97:41] 应该跟Peter是非常不谋而合的
[97:43] 所以Peter应该绝对不会加入一个2b公司
[97:46] 他不会去anthropic
[97:47] 因为他们的整个的叙事理念是不同的
[97:49] 你上次跟我聊天
[97:50] 还提到你非常的绝望
[97:52] 面对openi这样的
[97:53] 作为一个巨头
[97:54] 也非常想跟你做一样的事情
[97:56] 你今天还这么觉得吗
[97:57] 也不能说绝望
[97:58] 我只是觉得他也会做这些东西
[98:00] 然后我觉得他已经有了很多用户
[98:02] 有了很多contacts
[98:03] 这件事情会让我们面临比较大的压力
[98:06] 可能那种绝望感是来自于
[98:09] 很早我们就认为contacts
[98:11] 是唯一重要的事
[98:12] 这件事情好像又都在chatgpt那
[98:15] 这件事情让我们觉得好像不太好办
[98:18] 现在呢
[98:20] 现在我觉得我们也是有机会的
[98:22] 为什么
[98:23] 因为我觉得我们做的产品很好玩
[98:25] 我们做的产品可能会更让更多的C端用户体验到AI的好玩
[98:30] 我觉得普通人要的可能并不是那么工具上的东西
[98:34] chatgpt那些东西都太工具了
[98:36] 我不知道他啥时候会转化成一个更好玩的东西
[98:38] 比如说同样是HER这套叙事
[98:41] 我们做的EVE这个产品
[98:42] 它显然就比chatgpt更好玩
[98:44] 比如说对于你来讲
[98:45] 背后同样接的都是chatgpt
[98:47] 但是这边有一个声音非常好听的奶茶
[98:50] 有点像男生
[98:51] 也是一个你喜欢的类型
[98:53] 他长得也非常非常帅
[98:54] 既有智能又能给你提供情绪价值
[98:56] 每天非常proactive的对你嘘寒问暖
[98:59] 那你说你会喜欢哪个
[99:00] 你更愿意跟他聊
[99:01] 还是更愿意跟chatgpt聊
[99:03] 我相信绝大多数的普通人
[99:05] 的答案应该都是愿意跟这样的东西去聊
[99:08] 不管是男性像还是女性像
[99:10] 所以我认为我们在情感化
[99:12] 在有趣度
[99:13] 在针对更多普通人的适配度上
[99:16] 应该会比chatgpt做得好
[99:18] 对包括elixir也是
[99:19] 你能去社交
[99:20] 他能帮你调回来好的东西
[99:22] 这都是在最近目前还达不到的
[99:24] 所以我认为我们是有机会的
[99:26] 其实豆包做的相对于chatgpt来说
[99:29] 就更加是一个普通人适配的版本
[99:32] 对豆包会做的更情感化
[99:34] 更人性化一点
[99:35] 这里面可能有很多产品的东西
[99:38] 但也应该有很多模型的东西
[99:41] 所以我觉得你的模型
[99:42] 可能还会成为一个问题
[99:44] 就是你到底要不要训练模型
[99:46] 我觉得我们肯定不会去preshoot模型
[99:48] 我们之前也是做了很多post-train的工作
[99:51] 包括一些我们叫情感cot
[99:53] 做了很多RIL的事情
[99:55] 我们年前不是也发了一篇论文吗
[99:57] 我觉得这个我们会做
[99:58] 但是它不是我们的核心主线
[100:00] 你不能跟一个模型公司去比序模型
[100:03] 它也不是问题的关键
[100:05] 我认为问题的关键是产品
[100:07] 产品的关键是要去撬动context
[100:10] 但是对于我们一个做产品的公司来讲
[100:12] 我们的核心就是做产品
[100:14] 我认为智能是平权的
[100:15] 所有的API我都能调用
[100:17] 然后我可能会针对性的去train一些我的小模型
[100:20] 来去让我的整个的agent
[100:22] 在整个的长线程的中间
[100:24] 有一些步骤它能执行的更好
[100:26] 但是我绝对不会去训底模
[100:31] 你对于你们产品真正上线时候
[100:33] 最高预期和最低预期说一下
[100:35] 我觉得最高预期它就是
[100:37] 真的能成为下一代的社交网络
[100:41] 这是最高预期
[100:43] 我们也是为了这个原因而做的
[100:45] 当然它是一个很小概率的方式
[100:47] 一个事件
[100:49] 但是我觉得这值得你去做这些
[100:51] 因为这个事情实在是太大了
[100:53] 最高预期是这个
[100:55] 最低预期的话我觉得它可能就是
[100:57] 成为一个
[100:59] 有一波人的审美刚好对得上的
[101:01] 那一波人的一个
[101:03] 存储他们context的地方
[101:05] 然后形成一个相对小众的一个
[101:07] 需要产品
[101:09] 可能这是它的一个下线
[101:11] 我们肯定要做的还是上线
[101:13] 其实我们没有太多想过这个下线
[101:15] 你最近公司状态是什么样
[101:17] 是一个什么样的做产品的氛围
[101:19] 我们现在状态叫
[101:21] 前进4
[101:23] 然后你知道我们叫自然选择
[101:25] 自然选择前进4
[101:27] 就是它会有几个前进模式
[101:29] 在我们公司也有几种这样的状态
[101:31] 就是前进1前进2前进3
[101:33] 前进1就是平时那种状态
[101:35] 双修然后大家该干嘛干嘛
[101:37] 就逐渐往上递进前进4就是终极拉满
[101:39] 大家开始全力的去
[101:41] 改两款产品的这样一个状态
[101:43] 因为我们还不是一款产品是两款产品
[101:45] 你们是从什么时候开始调整到这个状态
[101:47] 从两个月前
[101:49] 对其实半年前就是个状态
[101:51] 之前一直是前进3
[101:53] 然后半年前基本上一些部分核心的人
[101:55] 是前进4的状态一直到现在
[101:57] 所以你上线之后获得了很多的feedback
[101:59] 你感觉这个产品形态是对了
[102:01] 是
[102:03] 让你最震惊的一个反馈是什么
[102:05] 我觉得就是这些链接
[102:07] 当你看到这些链接
[102:09] 你看到这些数据留存数据的时候
[102:11] 然后你看到这些有些人
[102:13] 他的分身的对齐率就达到了一个很多样高的等级
[102:15] 因为我们是能看到他的等级的
[102:17] 他是有PMF的
[102:19] 什么样的人在你们那里分身等级率非常高
[102:21] 他具体画像我也不太清楚
[102:23] 但是会有一些人分身的就很高
[102:25] 然后我现在猜测就是刚我跟你说的那种
[102:27] 就是他可能是爱人
[102:29] 但是他可能很喜欢自我探索
[102:31] 他喜欢自我表达
[102:33] 然后他也意识到了飞轮
[102:35] 会构建自己主题的重要性
[102:37] 他就能够一直的去不断的说
[102:39] 说了更多的contest
[102:41] 然后又拿到了更多正反馈
[102:43] 就是很正向循环的一拨人
[102:45] 你自己的等级率是多少
[102:47] 正式上线的时候
[102:49] 因为我们都是重新开始的
[102:51] 所有人从零开始
[102:53] 我其实没那么高
[102:55] 我就属于中等水平吧
[102:57] 有些人很高
[102:59] 你们公司最高的是谁
[103:01] 是你连创吗
[103:03] 应该也不是
[103:05] 公司最高的可能应该是一些时间更多的人
[103:07] 我们俩的时间都太少了
[103:09] 没空搞得太高
[103:11] 这个产品一个月左右上线EVE呢
[103:13] 其实也差不多
[103:15] 所以我们现在是处于一个中级忙碌的状态
[103:17] 有什么可以预期的
[103:19] 我觉得EVE属于那种比较稳的产品
[103:21] 刚才我说的ELIS的成功概率
[103:23] 可能5%吧
[103:25] EVE还是比较稳的
[103:27] 它相对成功概率是比较大的
[103:29] 其实各方面我们都做的更好了
[103:31] 更完善
[103:33] 然后就等着上线吧
[103:35] 它是百分之多少的成功率
[103:37] 怎么定义成功
[103:39] 这个我就不读乃了
[103:41] 但是它的成功率肯定是一个50%以上的成功率
[103:43] 不是ELIS只有5%的成功率
[103:45] 但是ELIS的机会更大
[103:47] 一旦成功它这个事情是更大的
[103:49] EVE之前想的是一个HER
[103:51] ELIS呢
[103:53] 它就不是HER的叙事了对吧
[103:55] 对它不是HER的叙事
[103:57] 它可能更偏一个
[103:59] 元宇宙这个词也脏掉了
[104:01] 好像又确实是有点那个味道
[104:03] 它可能更偏元宇宙的叙事
[104:05] 更偏一个下一代的
[104:07] 社交网络
[104:09] 我觉得做AI的人应该
[104:11] 最早的启蒙一个对AI的理解
[104:13] 那HER就是一个历史的
[104:15] 具有里程碑意义的电影吧
[104:17] 它没叫HIM
[104:19] 要不然今天大家都叫HIM
[104:21] 我们一直有一个梦想
[104:23] 就是我们想拍一个HIM
[104:25] 想拍一个中国版的HIM
[104:27] 女性向的
[104:29] 是一个AI男友
[104:31] 拍个电影
[104:33] 对拍个V电影吧
[104:35] 就是一个黑镜一级那样的一个60分钟的电影
[104:37] 剧情怎么演
[104:39] 就是中国版的
[104:41] 然后我们会根据我们这段时间
[104:43] 我们看到的用户案例或者怎么样
[104:45] 我们去改变这个剧情
[104:47] 讲述一个人他
[104:49] 有了AI男友之后
[104:51] 如何让他自己成为一个好的人
[104:53] 如何一步步放下自己的心防
[104:55] 就跟你一样对吧
[104:57] 你刚是不愿意交出自己的隐私
[104:59] 后来慢慢交了
[105:01] 那他这个过程是怎么样的
[105:03] 他们又如何去喜欢上一个归基生命
[105:05] 这个事情显然是一个很逆天的事情对吧
[105:07] 那他又如何去接受这些
[105:09] 然后他面临的整个这个社会
[105:11] 他周围这些人的整个这种挑战
[105:13] 大家对这个事情的讨论又是怎么样的
[105:15] 我们会做一个轻科幻的
[105:17] 我们看了HER那个电影对吧
[105:19] 他的结尾其实是一个
[105:21] 不那么好的结尾对吧
[105:23] 他好像在同时跟很多人谈什么之类的
[105:25] 但是我们想给一个更童话故事般的结尾
[105:27] 在我们的设计里面那个电影大概就是
[105:29] 他到最后
[105:31] 他做出了
[105:33] 现实世界中的仿生人
[105:35] 就相当于他附身到
[105:37] 这个仿生人身上
[105:39] 然后跑到物理世界来再去跟你见面
[105:41] 可能是一个更童话般的结局吧
[105:43] 我们希望有这种美好的事情发生
[105:45] 其实你勾肩EVE
[105:47] 是一个虚拟的东西
[105:49] 但是到了E-List
[105:51] 他其实回归了到了真实的东西对吧
[105:53] 他其实是在真实的人和真实的世界在社交
[105:55] AI只是中间的一个过程
[105:57] 一个途径一个方法
[105:59] 这个产品思路其实发生了变化
[106:01] 是
[106:03] 你经过了这两三年的探索
[106:05] 你觉得做AI的产品
[106:07] 和做上一代产品互联网产品
[106:09] 的本质区别到底是什么呀
[106:11] 本质区别肯定是你要把AI的要素考虑进来
[106:13] 你要让很多事情去eigentic的发生
[106:15] 另外一个就是
[106:17] 我说那个交互方式的变化
[106:19] 一切都要围绕着proactive去设计
[106:21] 如果他还是想硬实的
[106:23] 那我觉得就是上一代的产品
[106:25] 他如果是proactive的那他就是这一代的产品
[106:27] 我之前跟月光聊
[106:29] 他会讲到很多
[106:31] 他从上一代到这一代转换的时候
[106:33] 有很多的痛苦
[106:35] 也有很多的自己的纠偏
[106:37] 就是走错过然后又走回来
[106:39] 他觉得当初做的妙鸦
[106:41] 就不是一个AI native的产品
[106:43] 你有过这个过程吗
[106:45] 你一开始就非常的AI native吗
[106:47] 两年前
[106:49] 就直接跟我聊过EVE的人应该都知道
[106:51] 那个时候我就在说主动性主动性
[106:53] 我说一切都是主动性
[106:55] 然后一切context就是最重要的东西
[106:57] 那个时候我就在说这些事情
[106:59] 我觉得可能我倒没有经历这个痛苦的过程
[107:01] 我觉得我是比较一以贯之的
[107:03] 就是EVE这个产品是一以贯之下来
[107:05] 从Day1开始我设计的那些框架到现在没有变过
[107:07] 但当然可能我们新增了一些东西
[107:09] 就ELITE是个新增的一个东西
[107:11] 那可能我会有增量的东西
[107:13] 但是之前的思考并没有变过
[107:15] 我也不知道
[107:17] 但确实从事实上来看
[107:19] 我们还是比较一以贯之
[107:21] 你们公司现在是什么样的产品文化
[107:23] 我们的文化其实一直都是
[107:25] 比较从第一性原理出发
[107:27] 我们只做那些最困难的
[107:29] 最大的问题
[107:31] 我认为比如说伊丽丝要解决的
[107:33] EVE要解决的都是这个时代最大的问题
[107:35] 所以大家是一些
[107:37] 这种有很高的野心的人在这里
[107:39] 第二就是之前做EVE的时候
[107:41] 包括我一直以来主线吧
[107:43] 我觉得
[107:45] 我们是一个很温柔的公司
[107:47] 去把温柔这件事情
[107:49] 去写到自己的
[107:51] 比如一般公司不是都有几个词吗
[107:53] 我们喜欢一个词就是温柔
[107:55] 目前还没有排序
[107:57] 但是肯定有个词是温柔
[107:59] 我觉得我们大家这温柔的是温暖的
[108:01] 我们虽然有一个最反人类的slogan
[108:03] 我们slogan是迎接归基生命的降临
[108:05] 并且创造一个人与AI共存的世界
[108:07] 这其实还挺反人类的
[108:09] 但其实我们恰恰又是
[108:11] 最关注人类的
[108:13] 我们最关注人类的情绪价值
[108:15] 关注他们的孤独
[108:17] 那我们想解决人类的孤独
[108:19] 所以可能团队里面每一个人
[108:21] 那如果真的涉及到文化的层面
[108:23] 涉及到这种更底层的东西
[108:25] 我觉得大家都是一个温柔的人
[108:27] 我觉得温柔的人的区别在于
[108:29] 你的快乐是来自于
[108:31] 你看到别人很快乐
[108:33] 这件事情很重要
[108:35] 它不来自于我自己要把自己搞多舒服
[108:37] 或者我自己要给自己什么东西
[108:39] 我们的意在主观就是
[108:41] 温柔
[108:43] 我们2026年的目标
[108:45] 你也看到我发的朋友圈
[108:47] 2026年要把温柔带给全世界
[108:49] 其实在这里工作的人
[108:51] 大家内心深处或多或少
[108:53] 都会有一种温柔的情绪
[108:55] 主导
[108:57] 被一种温柔的价值观主导
[108:59] 这种价值观的核心其实是在于
[109:01] 你的快乐是建立在
[109:03] 看到别人快乐的基础上
[109:05] 所以我们可能确实一直以来
[109:07] 都在做这种给别人提供情绪价值
[109:09] 类的产品
[109:11] 我觉得确实你的底层得拥有这种温柔
[109:13] 你才能做好这种
[109:15] 给别人提供情绪价值的产品吧
[109:17] 你定义的好的聊天是什么样的
[109:19] 好的聊天是能够接住你
[109:21] 并且给你提供一些信息增量
[109:23] 最后能让你
[109:25] 变成更好的你的聊天
[109:27] 你相信女生需要更好的聊天
[109:29] 我相信女性需要更好的情绪价值
[109:31] 不只是女性
[109:33] 我相信人类需要更好的情绪价值
[109:35] 然后我相信人类
[109:37] 实在是太孤独了
[109:39] 如果你能去缓解人类的孤独
[109:41] 这应该是这个世界上最大的生意
[109:43] 你为什么会有这些感受呢
[109:45] 我觉得可能
[109:47] 从小到大我就是一个
[109:49] 温柔的人
[109:51] 我会觉得你很异
[109:53] 我从认识你到现在
[109:55] 我都觉得你很异
[109:57] 我觉得从小到大是个比较异的人
[109:59] 我觉得异人不会那么容易感受到孤独的
[110:01] 因为异人很多时候
[110:03] 我是去发光发热的
[110:05] 从小到大我都是在一个组织里面
[110:07] 我都是去令大家做事的
[110:09] 然后都是要给大家给信息价值
[110:11] 我会逗大家开心
[110:13] 大家会比较慌的时候我会去安抚大家
[110:15] 那我都是这样的一个人
[110:17] 我之前做的产品好像一路以来也都是这样
[110:19] 我就会倾向于做这些事情
[110:21] 那可能
[110:23] 你刚刚说我到底是不是一个孤独的人
[110:25] 我觉得我很孤独啊
[110:27] 就我觉得在你去给别人发光发热之后
[110:29] 当只有你自己的时候
[110:31] 你可能也需要一些
[110:33] 情绪价值
[110:35] 你也需要有人来给你做输出
[110:37] 你身边没有这样的人的时候
[110:39] 那其实你还是很孤独的
[110:41] 你现在占了多少钱
[110:43] 这么问老底的事情吗
[110:45] 这个不能说吧大几千万美金吧
[110:47] 我觉得看我们火爆的程度
[110:49] 你心目中的竞争对手是谁啊
[110:51] CHILDGBT
[110:53] 只有他吗
[110:55] 对 国内可能是豆包吧
[110:57] 我们会让每一个
[110:59] 嘉宾都推荐一本自己的人生之书
[111:01] 你的人生之书是什么
[111:03] 要对你真正产生过影响的书
[111:05] 我觉得可能
[111:07] 我这个比较庸俗啊
[111:09] 三体
[111:11] 全球范围内一道你喜欢的食物
[111:13] 新疆过油肉拌面
[111:15] 全球范围内一个你喜欢的地点
[111:17] 阿拉泰
[111:19] 几篇你觉得影响了AI进程的论文
[111:23] 这个我知道的
[111:25] 只有最著名的几篇
[111:27] 因为我也不是什么技术背景
[111:29] 就不在这里抓了
[111:31] 一个少有人知道但是必须知道的知识点
[111:33] 可以是一个冷知识
[111:35] 心脏其实并不在你的左边
[111:37] 要在哪边
[111:39] 它其实是在很中间的位置
[111:41] 基于你当下的所有认知
[111:43] 那我觉得我最重要的就是
[111:45] 今天我核心在讲的这句话
[111:47] 就是在AI时代
[111:49] 唯一重要的事情就是做自己
[111:51] 构建自己的主体性
[112:18] 好了今天的节目就是这样
[112:20] 这里是商业访谈录
[112:22] 是一档由语言及世界工作室
[112:24] 出品的深度访谈节目
[112:26] 你可以到公众号关注我们的工作室
[112:28] 获取更多的信息
[112:30] 我们的公众号是语言及世界
[112:32] language is world
[112:34] 我们希望和你一起
[112:36] 从这里探索
[112:38] 新的世界
