[00:06] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:10] 这是一档由语言级世界工作室出品的深度访谈节目
[21:33] 但是那时候大家还觉得Google土豪太厉害了
[21:36] 这个做出一个很好的demonstration
[21:37] 但是你要垂直领域还得看我们呀
[21:40] 但是GP3出来之后就彻底就把我们这条心给
[21:42] 给N死了你知道吧
[21:44] 所以当时我的第一反应就是
[21:46] 赶紧卖掉公司
[21:47] 卖了吗
[21:48] 卖了
[21:48] 卖谁了
[21:50] 变现了是吧其实
[21:52] 你好先进啊我听下来
[21:54] 就是你从一一年做的事情感觉和现在大家做的事情差不多
[21:58] 我觉得就是顺着做了一遍
[22:00] 我觉得不能这么说
[22:01] 就是你应该说大家在每一个阶段遇见的问题是类似的
[22:04] 但是你每一个阶段其实都未能解决未来大家再次遇到的时候的问题
[22:08] 比如我们当时说的long context是从512个token到16k
[22:12] 可能是指的比如说200k到两个million
[22:15] 对吧所以就是我只是说历史的话它会押韵
[22:18] 那肯定不会重复这个东西
[22:20] 你当时做这些你的目标是什么呀
[22:23] 因为我感觉一直在顺着这个技术往上爬
[22:25] 但是你的目标是什么呢
[22:26] 对我觉得这是一个很好的问题
[22:27] 也是上一次创业中我觉得我没有想通那个事
[22:30] 就是可能那个时候还是年轻
[22:32] 包括现在我看到很多跟那时候我一样年轻创业者
[22:34] 大家我觉得优点是什么
[22:36] 就是非常的就是遵循自己的本心
[22:39] 比如你喜欢什么事你就先把这个事做下去
[22:42] 当然你可以
[22:42] 你可以好点说就是如果你看中了一个技术问题
[22:45] 且这个技术问题真的别人没解决的话
[22:47] 那它往往可能会是符合第一性原理的
[22:49] 就是说它是一个很重要的待解决的一个问题
[22:52] 对所以当时的话我们预见
[22:54] 如果你现在切到产品侧可能会有几个问题
[22:56] 第一点就是我们会觉得
[22:57] 应该做一款很成功的搜索引擎来替换掉Google
[23:01] 但实际上首先我们低估了搜索引擎本身这件事
[23:04] 这个其实当时很多人不知道
[23:05] 就是Maggie这个项目我们没有使用任何第三方的搜索
[23:08] 我们从爬虫到索引引擎全是自己去建的
[23:12] 自己手写的
[23:13] 对我也觉得那是我工程能力的巅峰
[23:14] 对然后我们其实低估了一件事
[23:17] 就是说你光我技术心理解决不了一些非技术问题
[23:20] 比如说现在我都不太看好你再做一个新的搜索引擎
[23:24] 因为比如很多的数据源跟Google已经形成了一种
[23:26] 就是它们之间也是一个互利互惠的一个
[23:28] 一个可循环的一个关系
[23:30] 你在一个搅局者入场的话
[23:31] 其实你无法重复Google过去20年来积累的这些数据源的这个事
[23:35] 对所以当时我们就觉得
[23:37] 产品一方面是我们的技术和非技术原因没做好
[23:40] 另外一点我们当时很期望
[23:42] 发射
[23:42] 升了就是说有一个新一代的可穿戴式设备
[23:45] 或者全新的人机界面的出现
[23:46] 这个东西可能到今天为止也许可穿戴没有充分的落地
[23:50] 对同时新的人机界面也许是直到XGBT才真的落地
[23:54] 所以就是我觉得产品层面的错误
[23:56] 一个是技术一个是可能确实是早了
[23:58] 但是就是创业就是这样你早一步就先烈
[24:01] 对吧
[24:01] 所以不对早一步是先驱
[24:03] 早十步就是先烈
[24:05] 所以当时我们就先烈了
[24:06] 然后第三个我们就当时商业上也没有想得特别清楚
[24:09] 对所以一开始想的是做一款就完全to see
[24:11] 把这个做大
[24:12] 但后来其实因为做了很多年技术不断迭代嘛
[24:14] 你会慌所以又想能不能直接做一些土壁
[24:17] 但明显团队的基金不是这样的
[24:19] 对所以我觉得那一段创业经历其实让我学到了很多
[24:22] 当然特别爽
[24:23] 然后特别爽就是因为那是一个
[24:26] 就是我觉得很多创业者梦寐以求的一个状态就是
[24:29] 我就想把我人生的夙愿给做完
[24:33] 夙愿是啥
[24:34] 人生的夙愿
[24:35] 你人生的夙愿是啥
[24:36] 就是我想自己从头基于一切都是自己写的
[24:39] 自己写的infra自己做的模型
[24:41] 去解决一个别人没有解决好的问题
[24:44] 可是Google这个事已经解决好了
[24:45] Google没有解决好
[24:46] 你觉得他哪里没有解决好
[24:48] 他是这样
[24:48] 首先Google是通过收购Freebase对吧
[24:51] 他其实获得这个之后
[24:52] 他只获得很好的一个社区
[24:53] 然后他当时有一个并行的项目
[24:55] 叫knowledge vault还是什么东西
[24:56] 然后我们跟他们做过head to head的对比
[24:59] 就是头对头的对比
[25:00] 我们当时在最高知性度下的准确度能达到89%点几
[25:04] 所以我们的准确度是比他高的
[25:05] 同时我们不仅支持中文
[25:07] 还支持别的一些语言
[25:08] 包括就反向写的阿拉伯语
[25:10] 这个现在可能大家不觉得是什么
[25:11] 但当年这还是比较厉害的一个事
[25:13] 然后同时我们还自己去演练了这个像那个向量搜
[25:15] 四向量搜索
[25:16] 那个现在可能也是比较常态了
[25:18] 我们当时为了解决这个scale的问题
[25:20] 我记得是跟英特尔合作
[25:22] 找了一个新的方案
[25:22] 他们当时有一套技术叫做PMEM就持久化内存
[25:26] 我们自己写了一套向量索引基于那hnsw算法
[25:29] 然后去搭建了整套这个东西
[25:30] 就是我把我这辈子想试的技术
[25:33] 都以合理的方式花投资人的钱给搞定了
[25:36] 对所以我觉得在那个项目做完的那一刻
[25:38] 我的人生就圆满了你知道吗
[25:39] 所以就在后来像包括现在做manus这些事
[25:42] 我心里已经没有什么就是那种
[25:44] 就是我要证明自己或者我要做什么
[25:46] 这个才能死而无憾
[25:47] 我早就无憾了
[25:48] 所以现在我就可以一个很轻松的一个状态来做很多事
[25:50] 哦所以你还去工作了
[25:52] 对我工作了一年半
[25:53] 哦那段工作经历其实非常开心
[25:56] 哦非常开心为什么
[25:57] 就是是个大公司吗
[25:58] 呃当时还是一个独角兽状态
[26:00] 然后就相当于在临上市前的一年多
[26:02] 但是当时又刚好赶上了gpt
[26:04] 就是当时我是因为gpt3的出现
[26:06] 我意识到危险嘛
[26:07] 所以
[26:08] 相当于我是在xgpt出来之前
[26:09] 一直干到了xgpt出来之后那一段
[26:11] 相当于我在那家公司从零的做起了那lm的业务
[26:14] 对所以那段期间怎么说呢
[26:16] 这个公司的一个工作模式
[26:18] 当时很多人不喜欢
[26:19] 就说好像所有的这个research
[26:21] 或者算法岗位
[26:22] 大家都在公司内部打榜
[26:23] 因为那是一家2b的公司
[26:24] 就b2b做ai2b
[26:26] 那ai2b的一个经典的问题
[26:28] 就是说你如何去量化用户的收益
[26:30] 嗯你除了一些
[26:31] 比如说这个最终的这个最终的经营指标以外
[26:33] 你其实也需要一些过程指标
[26:35] 那当时的话
[26:36] 有一个部分团队的任务是说
[26:38] 我把所有用户的需求转化为可量化的benchmark
[26:41] 那这个呢就是research和这个算法岗
[26:43] 最喜欢的事情就是打榜
[26:45] 所以那时候我的主要工作就是打榜
[26:48] 对然后打榜又很开心
[26:49] 因为当时公司内部的一个激励方案很有趣
[26:51] 就是公司内部有个类似于cargo
[26:53] 那样的一个榜单系统
[26:54] 嗯然后呢你赢的越多
[26:56] 你的奖品是什么呢
[26:58] 你能获得更多的显卡
[27:00] 所以你会进入一种强者横强的状态
[27:02] 然后就是所以我当时一个人能囤好几十张卡
[27:04] 然后我一堆卡的资源闲置
[27:06] 但是我就可以去捣鼓很多
[27:07] 这个
[27:08] 我想试的东西
[27:09] 因为总有客户会需要嘛对吧
[27:11] 所以我可以做很多的实验
[27:12] 然后同时我的算力又是最充裕的
[27:13] 我能skill up
[27:14] 所以我在那一年半里头
[27:16] 我一直霸王在第一名
[27:17] 所以我觉得那段经历特别开心的
[27:18] 你以前上学的时候好像没有这个劲头是吗
[27:21] 你以前上学的时候是那种特别喜欢
[27:23] 比分数的学霸这种类型吗
[27:25] 好像不是吧
[27:26] 不是因为我好多课我都没上
[27:27] 所以我特别感谢我的高中
[27:29] 当时在北大附中读书
[27:30] 然后我觉得我特别幸运
[27:32] 就遇见了一群超级开明的老师
[27:34] 就是开明到什么程度
[27:36] 就是有了课不想上老师说
[27:37] 那你就不上了
[27:38] 后来学校还给了我一个
[27:40] 也不知道一个小顾问
[27:41] 我们有一个计算机社团
[27:42] 就相当于我在学校里头有一个
[27:43] 不上课都可以去的办公室
[27:45] 有空调有电脑
[27:46] 让我好好的捣鼓我喜欢的东西
[27:48] 所以我觉得太幸运
[27:49] 你第二段创业终止的那一刻
[27:51] 你在做什么呀
[27:52] 你在想什么呀
[27:53] 我当时的想法是这样就是
[27:55] 我知道有一个新技术出现可能要杀死我
[27:58] 那这时候我的选择是什么呢
[28:00] 当然是选择加入了对吧
[28:01] 然后但当时的想法是这样
[28:03] 就是我刚刚经历上一次创业的一个创伤
[28:05] 就是你自己要做垂直整合真的很痛苦
[28:08] 就是每天醒了之后我我常说一个比喻
[28:10] 就是每天醒了之后你都感觉海水在上涨
[28:12] 但是你不知道会涨到什么程度
[28:14] 也许你第二天醒的时候就已经到
[28:15] 到鼻子这了
[28:16] 就很恐怖的一感觉
[28:17] 所以当时我想法还是我喜欢创业的
[28:19] 但是呢我不想做垂直整合了
[28:22] 所以当时会有一个比较天然的想法
[28:24] 就那时候大家会把创业
[28:26] AI创业分为几个layer的几个层
[28:28] 比如说那时候有模型层
[28:30] 有那时候好像叫
[28:32] infra
[28:33] 层
[28:33] 就基础设施层以及应用层
[28:35] 然后当时我就想OK
[28:36] 那我面前其实也就三条路嘛
[28:38] 那时候其实到了二二年底二三年初
[28:40] 大家看到拆GPT之后
[28:41] 其实国内很多就是机总模型公司
[28:43] 已经开始动起来了
[28:44] 当然我也跟所有人都聊过
[28:46] 但是呢没人能说服我就是
[28:48] 这个东西到底该怎么办
[28:49] 因为我觉得这个我不再
[28:51] 不太再想体验这种特别
[28:53] 难受的那个状态
[28:54] 所以我的更多的目光是看向了这个
[28:56] 就是所谓的基础设施层跟应用层
[28:58] 但这时候其实也有一个问题
[28:59] 就是大家当时一直在说这个事
[29:01] 但是没人知道真正的
[29:03] AI应用改长什么样
[29:04] 尤其你想二十三年年中的时候
[29:07] 真正有PMF或者说有一定声量的产品
[29:09] 可能就两个
[29:10] 一个拆GPT一个character.ai
[29:13] 对然后character.ai这种东西
[29:15] 我非常清晰我不懂这个东西
[29:17] 因为我用了以后我自己用不进去
[29:19] 那我就知道你不是爱用户
[29:20] 不是对我不是爱用户
[29:21] 那我肯定做不好这样的产品
[29:23] 而拆GPT
[29:24] 这其实是一个天时地利人和这个状态
[29:25] 就是我至今也觉得就是拆GPT
[29:27] 其实出来一瞬间拆Bot的
[29:29] 的这个赛场就已经结束了
[29:31] 所以我明白我想做应用或者做
[29:33] 应用或者做应用
[29:33] 那种infra层的东西
[29:33] 但我没想好我要做什么
[29:35] 对所以呢我就看一些机会
[29:37] 同时的话也就去
[29:39] 去怎么看个相关的项目
[29:41] 然后在正隔了一段时间对吧
[29:42] 对在正隔待了一段时间
[29:43] 然后就是也算是就是
[29:46] 跟更年轻的创业者一起交流
[29:48] 就把我过去的这个比如说悲惨经历
[29:50] 跟教训可以提前告诉大家
[29:52] 对所以今天这节目
[29:53] 我也想跟大家分享一下悲惨经历
[29:54] 对然后再到后来的话其实也是
[29:57] 当时认识了小红
[29:58] 就我们现在Manas的CEO
[29:59] 然后他是怎么说服我加入
[30:01] 或者说为什么
[30:02] 我要从
[30:03] 第二段创业之后去开始这个事
[30:04] 你中间隔了多久
[30:05] 当时就那一年半的时间嘛
[30:07] 在正隔一年半
[30:08] 对在正隔一年半时间对
[30:09] 然后然后那段时间你就明确
[30:11] 不想做大模型
[30:12] 不想去任何的一个大模型公司
[30:14] 我几乎跟所有的大模型公司聊过
[30:16] 你有喜欢的吗
[30:19] Google
[30:23] 海内外都聊了是吧
[30:24] 海外聊的是
[30:25] 当时海外没几家海外基本都聊了
[30:27] 然后国内的话也都聊了
[30:28] 包括当时那个为什么是Google
[30:30] 你不是要干掉人家的吗
[30:32] 就是你
[30:32] 没干掉他你才会格外尊敬他
[30:36] 然后当时我的那个想法就是
[30:38] 我想找一款AI产品不是我自己去主导
[30:42] 而是一个很空的画布
[30:45] 就大概是这样的一个感觉
[30:46] 就是因为对
[30:47] 其实上一次创业到最后
[30:49] 我其实还学会了一个很重要的事
[30:50] 就是我意识到
[30:51] 我根本不是做CEO的那块料
[30:53] 就是我既不喜欢商业化
[30:56] 我也很讨厌怪人
[30:58] 对所以我觉得这是
[31:00] 交了一个学费
[31:00] 就是我知道我不该做CEO
[31:02] 我应该找一个比我适合做CEO的人
[31:05] 那你觉得你是哪些方面不适合做CEO呢
[31:07] 我觉得完全就是一个情绪上就很抵触
[31:10] 情绪上就很抵触
[31:11] 为什么呀
[31:12] CEO有哪些比较烦你的人性
[31:13] 首先有一点就是说
[31:15] 我与其跟电脑打交道
[31:17] 我很喜欢跟电脑打交道
[31:19] 但我觉得人太复杂了
[31:20] 就是你的组织在随着变大的时候
[31:22] 其实你都发现你这个复杂度
[31:24] 其实是指数级增长的
[31:25] 我觉得我不是那块料
[31:26] 我搞不定太多就是人与人之间的
[31:28] 更微妙的这些事情
[31:29] 你看起来比小红料低很多
[31:32] 其实我们公司除了张涛以外全都是爱人
