[00:01] 为什么你做这件事情比大部分人都早
[116:05] 你觉得pre-training是为强化学习做铺垫
[116:07] 还是为agent做铺垫
[116:12] agent是我们想实现的事情
[116:13] 对吧
[116:14] 然后pre-training和RL
[116:17] 都是实现这个东西
[116:19] 需要的技术的一部分
[116:20] 但当然你也可以说
[116:22] 就是pre-training为RL做的铺垫
[116:23] 因为如果没有pre-training
[116:25] 你很难在这些基于文字的环境里面去做RL
[116:30] 我觉得这是一个很很long trivial的事情
[116:33] 对
[116:34] 因为传统上RL的人并不care about prior
[116:38] 他并不care about pre-training或者鲜艳知识
[116:41] 就是他认为我有一个环境
[116:43] 我有reward
[116:45] it's a matter of time
[116:47] it's a matter of samples
[116:49] that I can solve the environment
[116:50] 就是说我可以理论上证明
[116:53] 就即使是一个比如互联网
[116:55] 即使我没有pre-training
[116:57] 我只要有足够多的sample
[116:59] 我还是可以去用暴力解决这个问题
[117:02] 就只要你把reward定义足够好
[117:04] 并且我的training和test reward是same distribution
[117:08] 但可能就是说这个的sample量
[117:10] 或者他可能需要学比如10的三二次方年
[117:14] 可能他永远学不会
[117:16] 就在宇宙年龄的意义上来说
[117:19] 对吧
[117:20] 从这个事情上来说
[117:21] 我觉得pre-training
[117:22] 它为了这些基于语言的rl
[117:25] 去奠定了基础
[117:26] 没有这个事情你留下来说你还是可以做
[117:27] 但是实际上你做不了
[117:29] 你觉得科技公司应该重新开启
[117:33] pre-training的趋势吗
[117:34] 这是上一次广密的播客里面的一个很重要的观点
[117:37] 就是一个非共识应该重新重视pre-training
[117:40] 这里面有一个cost和value的取舍
[117:42] 对吧
[117:43] 这个事情之所以现在做的人很少
[117:45] 是因为它的cost非常大
[117:48] 但它好像带来的additional value并没有那么大
[117:50] 因为我可以用这开源模型或者API
[117:53] 我好像并没有一个
[117:56] 就好像是一个一边倒的局势
[117:57] 对吧
[117:58] 就是我cost也非常大
[117:59] 但我又没有什么特别大的价值的新增
[118:02] 因为你做完pre-training
[118:03] 你还要去做post-training
[118:04] 你还要去做很多事情
[118:05] 你才能把这个pre-training价值体现出来
[118:08] 但是我觉得如果有一天
[118:12] 就像我说的
[118:13] 就是说这个世界有很多不同的super app
[118:16] 有很多不同的交互方式
[118:19] 它需要不完全不同的模型
[118:20] 能力或者不同的模型
[118:23] 然后这些东西的价值
[118:24] 足够justify pre-training的cost
[118:27] 我觉得它就会合理
[118:31] 我觉得是一个value和cost的关系
[118:33] 顺义你刚才提到分久必合
[118:35] 合久必分
[118:36] 你感觉pre-training跟R未来的关系会是怎么样
[118:39] 就是会不会更多的鲜艳知识
[118:41] 会放到pre-training里头
[118:44] 我的一个不成熟的想法是
[118:48] 可能会有不同的
[118:50] 应用需要不同形态的agent
[118:53] 让它可能构造的方式是不一样
[118:55] 对吧
[118:55] 就是说比如说假设我只要下围棋
[118:58] 那我就直接做alpha go就行了
[119:00] 我不需要pre-training
[119:00] 我不需要做任何事情
[119:02] 如果我有个非常垂直的垂类
[119:04] 这个东西价值足够大
[119:06] 然后我有很多数据
[119:07] 我可以形成闭环
[119:09] 那我也许就主要是rl的
[119:11] 主要基于rl的一个东西就可以work了
[119:14] 从某种程度上来说
[119:15] 我觉得像google的ads或者tiktok的推荐
[119:19] 从某种程度上来说
[119:20] 有点像类似于这样一个系统
[119:21] 对吧
[119:21] 结果找到一个足够封闭的环境
[119:24] 我就是做类似于rl的事情
[119:25] 我就可以带来足够多价值
[119:27] 这个事情是合理的
[119:29] 但可能这个世界上很多常委的事情
[119:32] 它需要进行alization
[119:34] 它需要去搭建一个像人一样的东西
[119:35] 就是说你虽然不是什么都知道
[119:37] 但是你可以学
[119:39] 你可以通过在线学习
[119:40] 你可以去进入一个新的公司
[119:42] 然后适应这个环境
[119:43] 去做一些新的事情
[119:45] 在这个地方
[119:46] 可能pre-training的重要性会更高
[119:49] 因为你需要更多的发展
[119:50] 幻化性
[119:52] 所以我觉得可能基于不同的应用
[119:54] 会有不同的技术路线
[119:56] 但是我觉得技术路线毕竟是个工具
[119:58] 你只要你的value大于你的cost
[120:01] 我觉得技术的选择是flexible
[120:03] 没有说一定会哪种技术路线会胜出
[120:05] 我觉得只要经济上还合理
[120:07] 它就是有可能性
[120:09] 如果你是一个全球超大互联网
[120:12] 或科技公司的CEO
[120:14] 而今天这个公司还没有自己的模型
[120:18] 没有好的research的文化
[120:20] 甚至没有好的AI战略
[120:23] 你作为CEO你会怎么做
[120:27] 我觉得我会首先我肯定会学习
[120:29] 对吧
[120:29] 就是说我会想学习这个事情到底是什么
[120:32] 因为如果你作为CEO你不懂这个事情
[120:34] 那所有事情都很难
[120:36] 我觉得很多时候一个公司它的bottom line
[120:39] 就是说CEO对这个事情的理解程度
[120:41] 如果你不理解这个
[120:42] 然后你说我去招一些很好的人
[120:44] 我去做些事情
[120:45] 你可能会被他们忽悠的
[120:46] 我觉得首先你自己要学习
[120:49] 然后我会去找一些很好的人我去做些事情那你可能会被他们忽悠的就是我觉得首先你自己要学习
[120:49] 然后我觉得还是要从创造新的价值来思考问题
[120:55] 因为毕竟你不是技术专家
[120:59] 你是一个公司的CEO
[121:01] 然后你有一些场景
[121:02] 你有些资源
[121:02] 你有一些优势
[121:04] 然后我觉得从第一行业界上来说
[121:07] 就是一个新的技术产生了
[121:11] 那你需要思考的是怎么用这些新的技术和你现在的资源去创造新的价值
[121:17] 当然你可以试图去做一个
[121:19] 和现在的业务完全不一样
[121:21] 然后价值非常大的东西
[121:22] 比如拆GPT
[121:23] 但是可能对大多数
[121:25] 即使是很有钱
[121:26] 很厉害的公司来说
[121:27] 这事情并不make sense
[121:29] 首先自己要学习这个技术
[121:31] 然后第二是我觉得
[121:34] 你要去思考
[121:35] 就是能创造什么新的价值
[121:37] 对
[121:38] 如果你成为了博克希尔的CEO
[121:41] 未来要拿出500亿美金
[121:44] allocate到AGI这个行业
[121:47] 你会怎么去allocate这笔钱
[121:49] 既能体现回报
[121:50] 也能体现对人类的贡献
[121:54] 这是个很好的问题
[121:56] 然后这取决于你有多少精力
[122:01] 或者有多少的资源分配的颗粒度
[122:05] 对吧
[122:06] 当然我觉得现在像OpenAI
[122:08] 就这些模型层的公司是会有价值的
[122:12] 我觉得是会有更大价值的
[122:14] 大概率来说
[122:15] 我觉得其实还有一类
[122:19] 很有价值的事情
[122:20] 是能够积累user context
[122:25] 或者能构建特殊的environment
[122:27] 这样的一个公司
[122:29] 就因为最终我觉得AI或者AGI是个系统的话
[122:33] 它需要有intelligence
[122:34] 它需要有环境
[122:36] 它还是需要有user的context
[122:38] 或者对user的understanding
[122:40] 现在可能我觉得有很多user data
[122:44] 或者有很多user context的公司
[122:45] 就有点像发明车之前的煤炭
[122:49] 可能当时煤矿发明汽车之前的石油公司
[122:57] 对吧
[122:57] 就是当时可能也许也有一些小的应用
[122:59] 或者怎么样
[123:01] 但是我觉得现在大家对于这个东西的应用
[123:03] 还没有足够大
[123:05] 可能会有一些机会
[123:07] 对
[123:08] 然后从这种程度上来说
[123:10] 我觉得微信或者就像这些大的平台
[123:14] 它还是一个很好的一手难攻的好的平台
[123:16] 对吧
[123:16] 因为它积攒大量的context
[123:19] 然后如果intelligence它是一个可以逐渐民主化
[123:24] 逐渐变得便宜
[123:24] 逐渐变得普及的一个东西的话
[123:27] 拥有这样的平台
[123:28] 拥有这样的一个environment
[123:29] 拥有这样一个context
[123:31] 可能会是一个很强的壁垒
[123:32] 所以它可能还是一个很好的投资
[123:34] 我觉得
[123:36] 今天顺宇当了很多公司的CEO
[123:39] 我再问一个
[123:40] 如果你是微信的老板
[123:42] 你会怎么在微信里做agent
[123:44] 我觉得我可能会不急
[123:46] 我可能先观望观望
[123:49] 就是我好像没有理由要急
[123:51] 然后我会观察
[123:54] 我会学习
[123:55] 对吧
[123:55] 我会学习AI
[123:56] 然后我会观察
[123:58] 就是有没有什么新的交互方式
[124:00] 很有意思
[124:01] 但是我觉得我不会急着去做很多事情
[124:05] 因为我有个一手难攻的地方
[124:08] 我为什么要急着进攻
[124:10] 可能比较危险的事情
[124:11] 是一个颠覆性的创新
[124:13] 对吧
[124:13] 就可能我觉得真正危险
[124:15] 不是说一个类似于微信的东西
[124:17] 打败了微信
[124:17] 而是一个
[124:18] 很不一样的东西
[124:19] 打败了微信
[124:20] 就像微信打败了QQ一样
[124:23] 就QQ可能当时担心的
[124:24] 并不是一个类似QQ的东西
[124:25] 打败了QQ
[124:26] 而是一个很不一样的产品
[124:29] 去打败了这个东西
[124:30] 我觉得可能
[124:32] 我觉得需要对颠覆性的创新
[124:35] 有所警惕
[124:36] 对
[124:36] 但如果是这些incremental的创新
[124:39] 就是这种小的创新
[124:41] 我觉得你早做晚做
[124:42] 可能区别没有那么大
[124:43] 就也不用太担心
[124:46] 因为所有人都说微信卡位好
[124:48] 但今天微信还没有很激进的投入
[124:52] 如果未来multiagent这些
[124:54] long term memory这些问题解决了
[124:56] 但agent系统不长在微信上
[125:00] 那是比较恐怖的
[125:02] 其实原有的网络不一定有价值
[125:04] 我觉得这取决于人类的网络
[125:08] 会变成什么样
[125:09] 对吧
[125:09] 就是说你会有更多的agent朋友
[125:11] 还是有更多的人类朋友
[125:13] 或者你有更多的agent的职业上的交互
[125:18] 还是有更多的人类朋友
[125:18] 或者有更多人类的职业上的交互
[125:19] 因为微信上你既有朋友
[125:20] 也有比如我要买个东西
[125:22] 或者我要咨询一个东西
[125:23] 或者我要对吧
[125:25] 律师或者对吧
[125:26] 就这些基于职业的交互
[125:29] 我觉得这个取决于
[125:29] 就是说人类的网络会变成什么样
[125:33] 但我觉得总会有一个这样的网络
[125:35] 然后基于这个网络
[125:36] 肯定会需要有基础设施
[125:37] 需要有平台
[125:40] 怎么保证agent实现之后的安全问题
[125:43] 因为微信过去还是一个比较负责任
[125:45] 比较安全的
[125:46] 如果未来
[125:47] power很强了
[125:49] 很多坏人来做坏事了
[125:50] 甚至颠覆人类了
[125:54] 安全问题你觉得长期会怎么解决
[125:57] 要有ai宪法
[125:59] 我觉得安全是一个很复杂的问题
[126:01] 就是当每个人说安全的时候
[126:03] 其实他可能想的事情也不一样
[126:05] 我的看法是这样的
[126:07] 就是说
[126:08] 我就现在大家对安全的主要分歧
[126:09] 就是说
[126:11] 像商业公司一样
[126:12] 正常的
[126:13] 就是重视安全
[126:16] 是不是足够的
[126:17] 还是说
[126:17] 你
[126:17] 选择安全的方式
[126:17] 选择安全的方式
[126:17] 选择安全的方式
[126:17] 就需要有更大的安全的责任
[126:20] 对吧
[126:21] 因为比如对差GP来说
[126:22] 如果他不安全
[126:23] 他把你的东西删了
[126:24] 或者他
[126:26] 他这个产品就失败了
[126:27] 他没有商业价值
[126:28] 所以就即使为了商业价值
[126:30] 他也会去重视很多安全
[126:33] 对吧
[126:34] 每个产品都是这样的
[126:36] 他会基于自己的产品和商业
[126:38] 他自然而然会重视安全
[126:39] 因为一个东西如果不安全
[126:41] 他根本就不是个好产品
[126:42] 人们不会用他
[126:43] 他没有价值
[126:45] 但我觉得现在主要的
[126:46] 大家对这个东西分歧是
[126:47] 你需不需要产品以外的
[126:52] 或者说更意识形态上的这种安全
[126:55] 或者说
[126:56] 对
[126:57] 但这个事情我觉得大家还没有
[126:58] 完全的定义清楚
[127:02] 然后我觉得前者是容易解决了
[127:06] 如果你有一个好的应用
[127:07] 然后你有一个
[127:09] 你总是会有办法去解决安全问题的
[127:11] 我相信
[127:12] 因为一旦一个东西有足大价值
[127:14] 总会有人需要解决这安全问题
[127:17] 因为
[127:17] 我觉得如果解决这个安全问题
[127:19] 是带来价值的一个必要条件
[127:21] 然后这东西价值有足够大
[127:22] 我觉得它总是会被解决了
[127:24] 但我觉得至于第二者
[127:25] 我觉得会有很大的不确定性
[127:26] 我觉得我很难评价
[127:28] 对
[127:28] 你个人会担心AGI实现之后的安全问题吗
[127:34] 我会担心
[127:35] 但是我觉得现在可能最大的问题是
[127:39] AGI还没有实现
[127:40] 或者说我们还没有创造足够的价值
[127:44] 我觉得一个东西
[127:46] 如果还没有创造足够的价值
[127:47] 就担心它是不是太厉害
[127:52] 或者太强大
[127:53] 或者太普及了
[127:54] 我觉得好像不是特别make sense
[127:58] 如果我们还没有想清楚
[127:59] 对怎么把这个东西变得有价值
[128:04] 我们把它变得很安全
[128:05] 好像没有意义
[128:06] 因为它如果没有价值
[128:07] 它很安全
[128:08] 似乎也没有意义
[128:10] 从机器原理的角度来说
[128:12] 模型到底会不会产生意识
[128:15] 我觉得意识是一个
[128:17] 没有被很好定义的东西
[128:20] 但是我觉得也许当你能够处理足够复杂的context
[128:29] 并且你有足够大的autonomous
[128:31] 或者decision making的power
[128:33] 那客观上你可能就产生意识了
[128:36] 对吧
[128:37] 就之所以我们认为我们有意识
[128:39] 是因为我们在一个自己认为很高的频率
[128:43] 在处理信息
[128:44] 在不停的处理信息
[128:46] 做决策
[128:47] 然后脑子里面闪过各种各样的想法
[128:49] 然后我可以选择做很多不同的事情
[128:52] 让它会有不同的后果
[128:54] 那是不是客观上来说
[128:55] 如果一个系统能做到这些
[128:57] 它就可以被定义为有意识了
[129:00] 我觉得这个事情还没有被很好的定义
[129:02] 对
[129:02] 你说现在要定义任务定义问题
[129:04] 你现在思考的比较多的几个非常重要的问题是什么
[129:08] 我其实对很多问题都很感兴趣
[129:10] 但是我不可能做所有问题
[129:13] 但我会试图和很多有意思的人聊天
[129:16] 然后试图去理解
[129:17] 有什么事情在发生
[129:20] 你最近思考比较多的问题有什么
[129:23] 你最近有什么顿悟时刻吗
[129:24] 比如说过去一年
[129:25] 我觉得一个insight
[129:28] 就是说
[129:29] 可能这个世界会有很多
[129:31] 就是这个技术可能是比
[129:33] 现在的产品形态更通用的
[129:35] 就是可能会有更多superapp出现
[129:37] 我觉得这个事情是有机会的
[129:39] 我觉得还有很多小的顿悟
[129:41] 但是我觉得大的顿悟可能就是说
[129:43] 这个世界可能会有更多
[129:46] 交互方式上的
[129:47] 创新 带来新的superapp
[129:50] 这个世界研究的边界可能不是一个一家机构定义的
[129:54] 而是可能不同的superapp共同定义的
[129:58] 你的文章真的是基于deep research
[130:00] 基于你的演讲稿写的吗
[130:02] 是的 但是我
[130:04] 我就是那个introduction我基本上就是改的比较小
[130:09] 但是可能后面有些段落
[130:11] 我基本上就善照从显了
[130:13] 对 因为我觉得这个东西它解决的问题是一个initial
[130:16] ization的问题
[130:17] 就是说它给了你一个初始化
[130:21] 然后这个初始化如果能够让你进入一个心流
[130:24] 那你其实自己重新写一遍也不是很难的
[130:26] 但是我觉得重要的是它能初始化你的mind flow
[130:31] 初始化你的心流
[130:32] 但如果你能进入一个心流
[130:33] 你其实重新写和改没有区别
[130:36] 或者可能重新写会更快
[130:39] 你重新写了多久
[130:40] 可能两个小时吧
[130:43] 你作为AI researcher其实在博士期间的很多工作
[130:45] 就已经获得了很多的关注力了吗
[130:46] 你觉得为什么
[130:47] 你觉得你做对了什么呢
[130:49] 我想做的事情就是两条线
[130:52] 就是说一个是简单通用的方法
[130:56] 另一个是跟不同的有实际价值的任务
[131:02] 然后这些任务往往就是如何在真实的数字的世界创造新的价值
[131:06] 因为传统的任务要不然就是在虚假的数字世界
[131:10] 比如游戏或者考试里面创造任务
[131:13] 或者是在物理世界创造价值
[131:16] 我觉得可能真实的数字世界
[131:19] 比如电脑或者coding或者web是一个处女地
[131:23] 就是一个巨大的宝藏
[131:25] 然后我恰好挖掘了一些东西
[131:28] 然后gpd3的产生或者这些模型的产生
[131:32] 推理的产生
[131:33] 又有一个机会就是能做一些简单通用的方法
[131:37] 但是我觉得也是有一些时代的原因
[131:44] 恰好有这样的一些机会
[131:45] 然后
[131:46] 恰好
[131:46] 这些东西我觉得是对AI最重要的事情
[131:48] 就是一方面是简单通用的方法
[131:50] 一方面是更好的任务环境
[131:53] 然后我觉得需要
[131:54] 然后我觉得需要就是想的足够大胆或者通用
[132:00] 对
[132:00] 就是如果你在做个上限很低的任务
[132:04] 那你就算把它解决了
[132:06] 又能怎么样
[132:07] 就我觉得需要做一些现在开始很难的任务
[132:11] 并且我觉得可能另一个很重要的点是要去看很多东西的交界处
[132:16] 就是说如果你只做R
[132:17] 或者只做强化学习
[132:19] 或者只做自然语言处理
[132:20] 或者你只做一个学科的内部的东西
[132:25] 那我觉得可能会很难
[132:29] 我觉得react之所以当时能做出来
[132:32] 是因为我们当时选了一些自然语言处理的task
[132:35] 我们也选了一些游戏的任务
[132:39] 你需要把自然语言处理和强化学习的边界给打通
[132:44] 但我觉得可能很多人他会
[132:46] 陷入一个社区
[132:47] 或者陷入一个学科内部
[132:49] 这样的话就会更难去做一些跟通用的东西
[132:53] react当时在做的过程中有积累什么能耗吗
[132:56] 有遇到什么坎吗
[132:57] 我觉得最难的是寻找任务
[133:00] 我觉得所有我做的任务
[133:05] 就方法性的
[133:06] 我做的所有方法
[133:07] 其实我觉得最难的事情都是找任务
[133:09] 因为我觉得很显然
[133:12] 就是说有一天这样的一个事情会变得非常有价值
[133:15] 对吧
[133:16] 就是一个智能体
[133:18] 既能够推理又可以做动作
[133:20] 但我觉得真正难的点是
[133:22] 在当时的环境下
[133:24] 比如说你当时只有一个gpt3或者一个pum
[133:27] 然后你又没有你怎么去找一些他任务
[133:33] 能够去证明这个东西有promising的initial signal
[133:36] 能有好的价值
[133:38] 然后这个东西我觉得其实试了很久
[133:41] 包括我觉得做tree of thought最难的一点也是
[133:44] 你怎么去把
[133:46] 这样的一个belief
[133:47] 寻找一个任务或者寻找一个环境去
[133:50] 通过实验结果表达出来
[133:52] 你现在能定义的最激进的一个任务可能会是什么样
[133:58] 我先我前面一个
[134:00] 这个问题我可以先补充一点
[134:02] 就是因为我觉得我的经历可能比较特殊
[134:04] 因为大多数好的方法提升提出是因为它有一个特定的任务
[134:10] 然后这个特定的任务恰好激发出来一个非常通用的方法
[134:15] 比如说
[134:16] PPO可能一开始是做一个特定的事情
[134:20] 或者transformer一开始是做一个特定的事情
[134:23] 比如我觉得attention那一类工作其实是受翻译这件事情的影响很深的
[134:29] 如果当时那个时间点你恰好在做翻译
[134:33] 然后你就很有可能就做出来伟大的东西
[134:37] 因为恰好那个时候如果注意机制最适合研究它的任务
[134:42] 就是一个翻译一样的事情
[134:44] 因为它需要自然的对这个
[134:46] 序列的不同地方进行进行关注
[134:48] 然后这个关注可能不是现行的
[134:50] 然后它需要一个类似transformer这样的一个方法
[134:53] 所以大多数时候人们发现伟大的方法是因为
[134:56] 你有一个任务
[134:58] 你要解决它
[134:59] 然后恰好这个事情足够通用
[135:01] 但我觉得就我的经历比较特殊
[135:04] 是因为很多时候我是先脑子里面想到一个东西
[135:08] 我觉得它很通用很好
[135:09] 但是我需要去找一些任务去证明它很通用很好
[135:13] 或者未来会很有价值
[135:14] 它可能现在还没有一个任务去证明它很通用很好或者未来会很有价值
[135:14] 它可能现在还没有一个任务去证明它很通用很好
[135:15] 它可能现在还没有足够多价值
[135:16] 但是你需要现在先找一些简单的任务去证明它有价值
[135:21] 我觉得这个事情是很难的
[135:23] 就像创业需要有这个product market fit一样
[135:26] 就是作业设施需要一个这个method task fit
[135:30] 这个事情是最难的
[135:31] 你得先感想
[135:32] 那你最激进的想定一个任务会是什么样的
[135:36] 通用任务
[135:38] 我觉得现在这个时代可能再激进也不叫激进
[135:42] 就是我觉得anything is possible
[135:44] 我
[135:45] 我
[135:45] 我
[135:45] ,毕业前我可能想的比较多的事情是怎么去创造一个爱因斯坦
[135:50] 或者怎么去创造一个科学家
[135:53] 因为我觉得当时我还是一个比较学术权的一个人
[135:59] 对吧
[135:59] 就是说你在普林斯顿
[136:01] 你自然你的偶像是冯诺伊曼是爱因斯坦
[136:04] 那很自然
[136:04] 我觉得你能想到的就是说最有意思的task
[136:08] 就是说我能不能发现下一个相对论
[136:10] 我能不能发现下一个伟大的科学理论
[136:12] 我觉得这个事情毫无疑问能够标志
[136:15] 就准备AGI或者ASI实现了
[136:17] 对吧
[136:18] 如果AI发现了大一统一了
[136:21] 我觉得到了硅谷
[136:23] 到了加州之后
[136:24] 进入了公司之后
[136:26] 我觉得人类的组织也是很有意思的事情
[136:29] 然后我觉得如果能够创造一家新的公司
[136:33] 能够创造一个1 trillion dollar的基于Agen的公司
[136:37] 我觉得是很有意思的事情
[136:39] 创造经济价值也很难
[136:42] 它和发明相对论是不一样的难
[136:45] 为什么是人类的组织也很有意思
[136:47] 而不是人类的产品很有意思
[136:49] 产品当然很有意思
[136:51] 但是很有意思的是
[136:53] 很多组织的方式能够
[136:56] 它就像一个general method
[136:58] 像一个通用方法一样
[136:59] 它能够去帮助创造很多不一样的伟大的东西
[137:04] 对吧
[137:04] 就是说比如股份制
[137:06] 或者这样的一些机制设计
[137:07] 或者一些组织架构
[137:08] 它就像一个非常通用的AI方法一样
[137:11] 就是它导致了很多不一样的伟大的东西
[137:15] 出现
[137:16] 对吧
[137:16] 我觉得这个事情本身也很有意思
[137:18] 为什么在我们刚才说的
[137:19] 那个OpenAI的五个分级的最后
[137:21] 它是组织者
[137:22] 我其实一开始我是认为
[137:26] innovator和organization是一个
[137:29] 更正交或者并列或者
[137:32] 我当时在群里问了一个问题
[137:33] 那为什么比如说
[137:36] 当一个大公司CEO和当一个科学家
[137:37] 到底哪一个更难
[137:40] 我觉得这个不好说
[137:42] 对吧
[137:42] 就是
[137:43] 而且你可能实现的research
[137:45] 的路径是有区别的
[137:47] 我觉得都很重要
[137:49] 我就不用太纠结谁是第四级
[137:51] 谁是第五级
[137:52] 我觉得都很重要
[137:53] 我觉得都很重要
[137:55] 但是我不觉得就是说
[137:56] 一定要先实现哪一个才能实现另一个
[137:59] 我觉得可以同时去探索
[138:00] 对
[138:01] 在你的成长路上
[138:02] 你觉得你的自己的mindset
[138:04] 跟你同龄人差不多吗
[138:05] 还是不一样
[138:06] 我觉得有一样的地方
[138:10] 也有不一样的地方
[138:11] 我觉得其实我的路径
[138:14] 还是挺按部就的
[138:15] 就是我也没有跳机
[138:17] 我也没有
[138:18] 就大环境下
[138:19] 大家都去美国读博了
[138:20] 我也去美国读博了
[138:21] 然后
[138:22] 感觉没有做什么很
[138:26] 很
[138:28] 很surprising的事情
[138:30] 但是
[138:30] 我觉得
[138:34] 我对一个东西的价值
[138:36] 或者taste
[138:37] 有自己的看法
[138:38] 我觉得一个东西
[138:41] 我觉得就是说
[138:42] 大家往往会倾向于去
[138:44] 做一个确定性的东西
[138:45] 或者是做一个确定性比较高的事情
[138:48] 或者说
[138:51] 就包括做research
[138:51] 包括做公司
[138:52] 包括做任何事情
[138:55] 但我觉得恰好是这个时代
[138:57] 我觉得
[138:59] 可能你去做上限更高的事情是更好的
[139:03] 因为有一个巨大的机会
[139:05] 对
[139:06] 如果没有一个这样巨大的机会
[139:08] 那可能最佳的路径
[139:10] 可能就是去做incremental的事情
[139:12] 去做确定性强的事情
[139:13] 然后一步一步积累
[139:15] 但是恰好有一个
[139:17] 就上限非常高的事情
[139:18] 如果你敢想
[139:20] 或者你胆子特别大
[139:21] 或者你想象力很丰富
[139:23] 那就会有好的事情发生
[139:26] 我觉得
[139:27] 在你成长路上
[139:28] 对你启发大的是什么
[139:29] 是书是电影是音乐
[139:31] 形成了你这些man sight
[139:36] 我觉得看书还是挺有帮助的
[139:38] 我是一个喜欢看杂书的人
[139:41] 就是我什么书都看
[139:43] 我觉得这个还是挺
[139:45] 挺有帮助的
[139:47] 就我什么电影都看
[139:49] 然后什么样的地方都想去
[139:51] 就是我感觉我从小是一个比较
[139:55] 比较general的人
[139:56] 就我想试图变得很通用
[139:58] 就是我想试图去了解很多不同的学科
[140:01] 然后去做很多不同的事情
[140:03] 但后来我就发现
[140:05] 一个人即使再聪明
[140:06] 再有经历
[140:08] 他能理解的知识或者能做的事情
[140:11] 也只是人类社会积累的知识的很小一部分
[140:13] 那可能
[140:15] 更好的一个事情就是说
[140:15] 你去创造一个比你更通用
[140:17] 更坚乐的事情
[140:19] 我觉得我好像一直有一个
[140:21] 对这种通用性的一种
[140:23] 执念或者追求
[140:25] 通用性能带来什么呢
[140:26] 通用性意味着什么呢
[140:28] 因为它可以足够简单
[140:32] 我不知道
[140:32] 但是我觉得我从小就是想
[140:34] 学习很多不同的学科
[140:36] 就是我觉得都很有意思
[140:37] 就是很多
[140:41] 就是我在摇摆很多同学
[140:42] 我觉得他们是那种很deep
[140:45] 的东西对吧
[140:45] 就是说我去做竞赛
[140:46] 我就把这个事情做到极致
[140:48] 我就不停的刷题
[140:49] 我把我做到世界金牌
[140:52] 但我觉得我好像不是那种性格
[140:54] 我是那种
[140:55] 我会看很多数学
[140:56] 但我也会看很多历史
[140:57] 我会看很多各种各样
[140:59] 乱七八糟的东西
[141:01] 你会刷竞赛吗
[141:02] 我也搞了竞赛
[141:03] 但是我没有我的本科同学那么厉害
[141:06] 我最后是新医学
[141:08] 拿了全国银牌
[141:11] 你还是清华的说唱社联合创始人
[141:13] 对吧
[141:13] 嗯
[141:14] 嗯
[141:14] 嗯
[141:14] ,我昨天去翻了一下你的网易云音乐
[141:16] 你的那个歌
[141:18] 啊
[141:20] 被你找到了
[141:21] 看来你有deep research的那点
[141:23] 啊
[141:24] 你最喜欢的说唱的star是谁啊
[141:26] interesting
[141:28] 我有很多喜欢的说唱歌手
[141:30] 就我觉得说唱我觉得很有意思
[141:32] 就是因为每个人风格都很不一样
[141:34] 然后没有一个
[141:38] 就有点文无第一
[141:39] 这个武无第二的感觉
[141:41] 对吧
[141:41] 就是说每个人都有自己很独特的东西
[141:44] 所以他能体现很多价值
[141:47] 我觉得这点是
[141:49] 就很多人喜欢说唱的原因
[141:51] 就是你有自己的个性
[141:53] 你有自己的flow
[141:54] 你有自己的生活的思考
[141:55] 你可以创造出来不一样的东西
[141:58] 它不一定是最好的东西
[141:59] 但还是不一样的东西
[142:00] 我觉得我觉得这点是很吸引人的
[142:03] 嗯
[142:04] 他跟你宣传有什么相似的地方呢
[142:06] 他跟你做AI
[142:07] 挺有意思的
[142:09] 就是我觉得我记得GBT3刚出来的时候
[142:11] 就大家都觉得很厉害嘛
[142:13] 然后我
[142:14] 当时想到第一个做的事情
[142:15] 就是说看能不能深深押韵的说唱歌词
[142:18] 并且有内容性
[142:20] 我发现这事情还是很难
[142:21] 似乎今天还是很难
[142:24] 就是也许说明说唱歌手是一个
[142:27] 被人们低估的工作
[142:28] 对
[142:28] 那为什么难呢
[142:29] 因为就是填词啊
[142:31] 他这不就是predict next token要做的事情吗
[142:34] 我觉得首先
[142:37] 一个东西好听
[142:38] 或者flow好
[142:39] 或者就是听上去舒服
[142:42] 是一个很难被量度的东西
[142:44] 是一个很难被量化的reward
[142:45] 但是我觉得然后独特的flow或者对吧
[142:49] 这个事情是很很很难量化的reward
[142:51] 很多时候一个东西比如这个这个节奏
[142:54] 或者这个flow或者这个这个这个style
[142:56] 他出现太多了
[142:58] 那他就不好了
[142:59] 就独特反而是好的
[143:01] 这个事情是很难被量化的reward
[143:03] 我第二点就是说真正伟大的说唱歌手
[143:06] 他他有他的很多独特的对生活的思考
[143:09] 我觉得这一点好像似乎AI还做不到
[143:12] 因为他还没有生活
[143:14] 有可能能有比语言让智能更通用的东西吗
[143:17] 我觉得在不同的在一个特定的领域
[143:21] 肯定会有比语言更好的表示
[143:23] 比如说在围棋里面
[143:25] 你用自然语言思考可能就不是最优的方法
[143:27] 对吧
[143:28] 但我觉得语言诞生
[143:29] 它不是为了处理某个特定任务的这个效率或者交流
[143:33] 他为的是能够打通所有任务
[143:36] 或者打通人的这些认知能力
[143:39] 然后形成一个通用的这样的一个表示
[143:42] 所以他并不是为了某个特定的东西
[143:44] 而是为了实现一个特定的任务的最优而优化
[143:47] 往往就是说你会发现他在某个特定任务上
[143:49] 他有很多种鱼性
[143:50] 但是他整体上是一个通用的东西
[143:54] 然后当然就是说
