[00:01] Hello 大家好 我是小骏
[00:15] 今天我们来到了美国硅谷
[27:46] 然后到高中的时候就是更多的时间
[27:48] 就是呃当时还学英语
[27:50] 对高中的时候又又更多的去学英语
[27:53] 毕竟当时也打算是要出国
[27:55] 所以就是更多的时间花在这一些这一些事情上面
[27:59] 然后呃我我其实觉得做出来的改变
[28:04] 改变其实就是我发现一个有意思的事情
[28:07] 就是你在一个群体里面
[28:08] 你如果发现大家有一个很清晰定义的一个目标
[28:13] 然后每个人都往这个目标
[28:14] 也就是当时的不管是下一个季度的什么数学竞赛
[28:18] 开始呃准备的时候
[28:20] 呃然后你自己有一套完全不一样的这个呃
[28:24] mental model
[28:24] 世界世界的这个模型
[28:26] 你就会开始找呃这个群体里面的一个tribe
[28:31] 一个部落
[28:31] 嗯
[28:31] 你会希望能够去建立一个小的
[28:34] 一个部落
[28:34] 嗯
[28:34] 嗯
[28:34] ,然后去找看谁跟你一样想读这个跟这个考试没有关系的书
[28:41] 然后你就会和这些人成为很好的朋友
[28:42] 我记得我初中的时候有一个有一个游戏
[28:45] 我到现在其实我们也在有时候现在无聊也在玩
[28:48] 就是你有一个n乘n的一个格子
[28:50] 你有一个棋盘
[28:51] 比如说八乘八的一个棋盘
[28:53] 然后你可以从这个任何的一个格子开始去走马步棋
[28:56] 就是你只能去走这个跳马
[28:58] 就是二乘三就是的这个每一步
[29:01] 你只能这么走
[29:02] 然后你呃连续的这样去走
[29:04] 然后你每走到一个格子
[29:05] 你就不要一二三四就这么开始飙
[29:08] 最后你的目标是说我能够走满每一个格子
[29:11] 不成不重复
[29:13] 嗯
[29:13] 或者说你走不满每一个格子
[29:15] 你希望走到一个更高的一个数
[29:17] 比如说八乘八的话
[29:17] 你希望尽量靠近六十四
[29:19] 你不要在呃五十你就停了
[29:21] 你希望至少到个五十九
[29:23] 就是这个这个游戏
[29:24] 我当时我记得我初中就和好几个好朋友们一块玩
[29:27] 然后我们就特别希望呃呃我们一个一开始开始比看谁的数更大
[29:32] 后面我们就希望能够去证明说
[29:34] 任何n至少是五的一个一个棋盘
[29:38] 你永远有一种能够走满整个棋盘的方式
[29:41] 我们希望拿就是我们当时猜测应该能拿数学归纳法去证明
[29:45] 如果你要去拿数学归纳法去证明
[29:47] 你就需要在呃n比较小的情况下去构造一些呃比较呃有代表性的一些base case基础情况
[29:55] 于是这个是一个非常复杂的工程
[29:57] 然后我们所有的这一些对这个游戏比较感兴趣的同学在华富
[30:02] 呃我们就开始去构造
[30:03] 然后
[30:04] 非常难构造让所以就是群测群里一起构造
[30:07] 让我有一点想到我们
[30:09] 等会我们应该会聊到的就是形式化证明
[30:12] 比如说陶哲轩老师还有就是呃呃alex counterovic
[30:16] 他们做这个素数呃素数定理的这个这个证明
[30:20] 然后他们就是把它也是分了很多项不同的项目
[30:24] 让全世界的几百个数学家和另的这个编程呃呃这个编程编程的同学一起去把这个事情搭起来
[30:33] 有点像
[30:34] 就是数学其实某种程度上大家强调说
[30:37] 这一个人他是一个天才
[30:39] 他一个人证明了一个困扰其他所有人几百年的一个猜想
[30:45] 然后他是一个多么厉害的数学家
[30:48] 他有一种呃个体性的一个强调
[30:50] 就是说这一个人他非常厉害
[30:53] 但数学如果你去看呃软件工程师他们几百个人几千个人去做一个一个project
[31:00] 一个大的一个项目
[31:01] 他是合作性的合作性
[31:03] 就需要一个
[31:04] 一个比较好的一个结构和把它就是把这个呃任务去分分散分散成不同的小任务呃这个过程其实我觉得是很有意思的
[31:14] 然后某种程度上在玩这个马步棋的时候
[31:17] 我们当时就是我反正一个人肯定是不可能把所有的这个这个这个例子找出来的
[31:22] 我需要我的这些同学们这个小部落的这个帮助
[31:25] 多少人
[31:26] 这小部落一般是三到五个人三到五个对对对都是数学很好的人啊
[31:30] 我们当时是那个数学班就我们整个班都是数学很好的人
[31:33] 然后就是上课
[31:34] 就不听课了
[31:34] 就是就是传纸条
[31:36] 那个纸条上就画着这个格子
[31:38] 就是说这个你看我又找出来这样的一个就是n等于比如说九的时候已经被我kill掉了
[31:43] 就是非常快乐的一个一段时间
[31:45] 在这个这么快乐的时候
[31:47] 你的成绩是什么样的
[31:48] 呃
[31:49] 就我反正要不到大考
[31:51] 我也不太我还还行吧
[31:54] 我反正也到了那个反正你的最终的目标就是你初中好像我们是九十个人
[31:59] 你要进到一个二十二十五二十七个人的一个一个数学组
[32:04] 所以我也进去了
[32:05] 我记得我们当时是七个女同学
[32:08] 好像初中
[32:08] 然后到这个高中好像就是二十五二十七个人三三四个女同学
[32:13] 反正就是也那也那也那也进去了
[32:16] 但是这就很奇怪
[32:18] 因为你说你不是天赋系
[32:19] 你是满类型
[32:19] 可是你实际上花的时间没有那么多
[32:22] 对这就是一个很有意思的一个点
[32:24] 就是我认为你在学这些高等数学的时候
[32:26] 某种程度上你的竞赛的这个数学也在得到这个潜移默化的提升
[32:32] 就这是这
[32:33] 其实是很有意思的
[32:33] 就是我们等会儿应该可以讲到就是我们发现
[32:37] 最近有一个AI的一个发现
[32:38] 就是说我感觉我像是
[32:40] 这真的是我每天在想的事情
[32:42] 我不是在打硬广
[32:43] 就是一个数学非常好的一个模型
[32:45] 它在编码能力上也非常好
[32:47] 就是它会有这种东西叫做transfer learning
[32:49] 就是转移技能的转移
[32:52] 我觉得肯定有这么一定的程度
[32:54] 反正我当时我记得那个考试嘛
[32:56] 就是从初中考到高中的那一个考试
[33:00] 我是觉得我肯定要完了
[33:02] 然后我的爸爸妈妈
[33:02] 说你应该没事
[33:04] 你就去那里坐一坐
[33:05] 你看一下就是结果怎么样
[33:07] 反正觉得应该你能考好
[33:10] 然后结果我觉得我应该是拿了满分那一次
[33:12] 然后我觉得我连几何题我做出来了
[33:15] 我十几个大大的考试中没有做出来过一次几何题
[33:22] 所以那次也可能是运气比较好
[33:24] 这个很神奇
[33:25] 就是从学习上对于你来说
[33:26] 突飞猛进式来自于你其实变得更发散了
[33:30] 而不是更聚焦了
[33:31] 你不是更努力的去做题了
[33:32] 而是变得你可能心态还更广泛了
[33:35] 你更想玩去做这件事情了
[33:37] 对对我当时是这么觉得的
[33:39] 但是这个事情到后面
[33:41] 我在大学的时候
[33:42] 在MIT的时候
[33:42] 就觉得还是要学会聚焦
[33:44] 就我觉得可能就是数学好这件事情
[33:47] 它没有公式
[33:48] 然后我一直也不是数学最好的那一批
[33:51] 就是每一次大家可能说你以前打数学竞赛
[33:55] 然后可能现在在计算机的这些同学里面
[33:57] 我有一定的这个数学背景
[33:59] 但是我在麻省理工的时候
[34:01] 我身边的每一个人
[34:02] 他都比我聪明
[34:04] 每一个我是整个数学系里面最愚蠢的
[34:07] 是你自己这么觉得
[34:08] 但是别人也觉得自己才是最蠢的一个
[34:10] 我觉得他们应该是意识到他们是很聪明的
[34:14] 他们意识到自己是天赋型选手的
[34:17] 为什么呢
[34:17] 为什么你会有这种感觉
[34:18] 你觉得自己没有他们聪明
[34:20] 就是你的背景在别人看来
[34:21] 就已经是天才型的选手了
[34:23] 对但是我当时我的同学们
[34:24] 比如说任秋雨张升桐高继扬
[34:27] 就是这些人
[34:29] 每一个人都是在这个
[34:31] 我小时候看着他们的新闻
[34:32] 长大的
[34:33] 我看着他们的新闻长大
[34:34] 看到他们去了北大书院
[34:36] 看到他们转学到了MIT
[34:38] 见到了真人
[34:39] 我每一天就是在就是顶礼膜拜这些大神
[34:42] 就是我当时在MIT的时候
[34:44] 这种这其实是一个非常有意思的一个点
[34:48] 其实甚至是有一些其他的小国的
[34:51] 这个IMO的选手
[34:52] 比如说我有一个好朋友
[34:54] 他是这个比利时的这个IMO
[34:58] 来到MIT看到美国和中国的IMO们
[35:01] 然后
[35:02] 大家的IMO分数
[35:03] 他也会有一个心理落差
[35:05] 我这个其实没有落差
[35:07] 我的期待就是我是最最傻的一个
[35:10] 所以我我其实就是适应的也很好
[35:13] 我反正我就觉得我每天很幸运
[35:15] 我和能能和这些人一起说话
[35:16] 一起上课
[35:17] 一起做作业
[35:18] 我觉得还挺好
[35:19] 所以你对你预期没有那么高
[35:20] 我预期没有那么高
[35:21] 我觉得我当时觉得我来到MIT吧
[35:24] 我可能以后就去做这个量化金融了
[35:27] 因为我可能反正你说这个数学博士
[35:30] 为什么他会要我而不要
[35:32] 其他每一个人都是IMO金牌呢
[35:35] 就是他肯定
[35:36] 我觉得我肯定也考不上数学博士
[35:38] 所以我那我就
[35:40] 反正我记得我大一的暑假
[35:41] 我就是本来是要去桥水
[35:44] 桥水基金去实习
[35:45] 因为当时就我想着我要做金融了
[35:48] 那我肯定秋天就是孝昭的时候
[35:50] 开始大一去递典礼
[35:51] 然后我记得去还是挺高兴的
[35:54] 就是能当时去桥水
[35:56] 然后当时疫情来了
[35:58] 疫情来了的话
[35:59] 桥水就变成从一个就是
[36:02] 线下的变成一个网上的这一个实习了
[36:06] 然后同时当时就有另外的一个机会
[36:08] 就是我当时被Professor Ken Ono
[36:12] 小野肯老师
[36:13] 我们就是他现在也在Axiom
[36:16] 对他是当然他是一个就是神级教授
[36:20] 他有一个就是REU
[36:22] REU的意思是Research Experience for Undergraduates
[36:25] 是在美国是一个名词
[36:26] 就是给本科生的暑期数学研究项目
[36:30] 这这些项目
[36:31] 他们竞争非常的激烈
[36:33] 他们是美国的这个自然科学委员会
[36:36] 他们去去赞助的
[36:38] 所以他们的这个经费有限
[36:40] 经费有限就是能去录取的同学们也也有限
[36:44] 然后我当时就被小野肯教授扔到了这个Waitlist
[36:48] 候补名单上
[36:49] 然后他给我发了一个邮件
[36:50] 他说我在候补名单上的名次比较靠前
[36:54] 然后我当时感到非常的激动
[36:55] 因为当时我身边的朋友们
[36:57] 我刚才讲的这一些大神们
[37:00] 他们都已经被录取了
[37:01] 他们在同一天已经收到了录取函
[37:03] 我看到了一个邮件说
[37:04] 我居然能够到这个候补名单上
[37:07] 我居然还能够在候补名单上名次比较靠前
[37:10] 然后我当时就觉得我可能还是想去做数学研究
[37:13] 因为我觉得我如果这个暑假不去
[37:16] 下一个暑假可能就不要我了
[37:17] 我可能连这个候补名单上我也上不去了
[37:20] 所以我就最后居然被捞上来了
[37:23] 因为可能疫情吧
[37:24] 可能好多同学他们就暑假不想在一个一个一个一个数学夏令营
[37:30] 他可能还是想
[37:31] 比如说就是在家里可能隔离啊之类的
[37:34] 所以拒绝他的人那一年比较多
[37:36] 我就被捞上去了
[37:37] 我被捞上去之后我就没有去桥水
[37:39] 我最后是结束了
[37:40] 但是结束的时候那个暑假去了桥水
[37:43] 你们家里有刻意的引导你在数学上的发展吗
[37:46] 我觉得有
[37:47] 我觉得我妈妈她有一个这个危机意识
[37:50] 她小时候数学特别不好
[37:51] 然后她
[37:52] 是吗
[37:53] 对
[37:53] 你们家大人有数学基因吗
[37:55] 没有就是彻底没有
[37:57] 她数学特别不好
[37:58] 她数学就是
[37:59] 她其他可能都好
[38:01] 她就是数学不好
[38:02] 她就觉得说
[38:03] 你要不就是先就是学一学数学
[38:06] 因为可能到后面你数学会是你学科里面比较落后的一个
[38:11] 她是觉得你可以就是笨鸟先飞一下
[38:14] 你的青少年时期获得了特别多荣誉
[38:16] 这个非常的长
[38:17] 我就不念了
[38:18] 我们到时候可以给大家打出来
[38:20] 小朋友时候的事情了
[38:21] 对
[38:22] 只是小朋友时候的事情
[38:23] 那这些对你来说是轻而易举获得的吗
[38:26] 我们刚才聊天里
[38:27] 他们好像都不是你当时的目标
[38:28] 对不对
[38:31] 她可能考试前两三个月成为了我的目标
[38:34] 对
[38:34] 她我觉得我还是比较喜欢去做一些有创造性的事情
[38:41] 比如说我记得当时大部分的时间确实花在了就是对于数学自己的探索上
[38:47] 然后你说这些目标
[38:50] 它其实跟这个也有很大的关系
[38:52] 对
[38:53] 它反正都是数学
[38:55] 它只是类型不一样
[38:57] 你可能说准备奥赛
[38:58] 我也有准备奥赛的时候
[38:59] 我准备奥赛就是
[39:01] 在好像是很短的一段时间里面就刷了75套卷子
