[00:03] Kimi和DeepSick
[136:04] 就之前就是大家对linearattention
[136:06] 的印象就是说
[136:08] 它只是理论上
[136:10] 看起来快但实际上
[136:12] 跑起来很慢
[136:14] 然后我想纠正一下大家的印象
[136:16] 就是因为linearattention
[136:18] 它这两年确实发展的很快
[136:20] 无论是performance
[136:22] 还是这个efficiency上面
[136:24] 然后我们可以看到minimax
[136:26] 这篇文章呢它其实做了非常
[136:28] 非常多的这个
[136:30] 工程优化
[136:32] 他们应该有一个很扎实的infra团队
[136:34] 这里的话
[136:36] 就是有一些
[136:38] 并行的一些策略
[136:40] 比方说moe里面非常
[136:42] 多的这个专家并行
[136:44] 然后这些就是一些
[136:46] pipeline的一些
[136:48] 流水线并行的一个
[136:50] 东西
[136:52] 然后至于linearattention的部分呢
[136:54] 他们应该是做了
[136:56] 一些分布式的一些
[136:58] tronquist
[137:00] linearattention的一些
[137:02] 扩展比方说它这里
[137:04] 就是有一些
[137:06] linearattention sequence parallelism
[137:08] 就是
[137:10] linearattention那个团队
[137:12] 他们做出来的那种
[137:14] 工程优化
[137:16] 然后可以看出来
[137:18] 其实这些工程优化的
[137:20] detail还是挺多的
[137:22] 也可以看出来他们这个工程优化
[137:24] 非常扎实
[137:26] 这也是为什么他们能够
[137:28] 把这种hybrid model
[137:30] scale up到
[137:32] 这么大
[137:34] 这个跟工程优化是
[137:36] 密切相关的
[137:38] 这所以也告诉
[137:40] 也说明就是说如果一个算法
[137:42] 它如果它硬件不高效
[137:44] 它其实是很难scale up到
[137:46] 这么大一个尺寸的
[137:48] 然后如果scale up到
[137:50] 不了到这么大尺寸
[137:52] 是很难引起别人的关心的
[137:54] 对
[137:56] 因为现在大家都是the bitter lesson的信徒嘛
[137:58] 就是说
[138:00] 如果一个东西它不scale
[138:02] 它不是scalable
[138:04] 那么大家对它的兴趣可能就会大几
[138:06] 然后像linearattention
[138:09] 就是我们最近就做了
[138:11] 很多工作就是说
[138:13] 它这个东西就是能够
[138:15] 硬件高效的来训的
[138:17] 对这就是
[138:21] 一点
[138:23] 然后另外的话呢
[138:25] 我觉得就是像这种hybrid架构
[138:27] 它并不是空穴来风
[138:29] 它不是就是minimax
[138:31] 就是单独发现这种hybrid架构
[138:33] 能work
[138:35] 我觉得还是需要去
[138:37] 提到一些其他工作的
[138:39] 比方说
[138:41] 像这个工作
[138:43] 就是NVIDIA去年
[138:45] 发的一个工作嘛
[138:47] 我们可以看到这Trader和Airport
[138:49] Mama的作者
[138:51] 就是也在这个
[138:53] author list上面
[138:55] 然后他们应该是做到了一些
[138:57] 但他们没有做到
[138:59] 像minimax这么大
[139:01] 所以可能他们
[139:03] 掀起来的水花
[139:05] 就没有minimax这么大
[139:07] 这也说明
[139:09] 就是这两代就是想让
[139:11] 这个工作吸引到
[139:13] 很多多的注意力
[139:15] 那还是要scale up到一个
[139:17] 非常大的一个scale
[139:19] 然后用这个最后的结果来说话
[139:21] 但在这种
[139:23] 8B的scale下面呢
[139:25] 就是在学术界
[139:27] 看来是一个非常大的scale了
[139:29] 但可能在业界看来
[139:31] 就是一个小模型
[139:33] 在这种小模型上面呢
[139:35] 其实这边也说明
[139:37] 这个hybrid的架构
[139:39] 它是不输
[139:41] 其他架构的
[139:43] 尤其是我记得他们还有一些
[139:45] ablation study
[139:47] 就是来看
[139:49] 这个attention层它到底需要
[139:51] 多少比例
[139:53] 然后这边也大概是得出
[139:55] 一个大概是10%
[139:57] 到20%
[139:59] 这个比例范围
[140:01] 是比较正常的
[140:03] 这个也跟minimax
[140:05] 那个01是不谋而合的
[140:07] 因为minimax它的这个
[140:09] attention的这个配比
[140:11] 大概也是在这个区域
[140:13] 建的
[140:17] 所以社区
[140:19] 还有别的工作比方说
[140:21] 还有一个叫做
[140:23] Humba的工作
[140:25] 他们就是有各种各样的这种
[140:29] 这种hybrid的一些
[140:31] 思路
[140:33] 在里面的
[140:35] 就各种各样的hybrid的
[140:37] 这种模型
[140:39] 这种sliding with attention
[140:41] 这个也是经常经常能够在hybrid
[140:43] 的model里面见到的
[140:50] 这个应该是在一个3b的一个模型
[140:52] 上面做的
[140:54] 所以之前的这种混合架构
[140:56] 其实
[140:58] 我觉得大家都知道这个架构
[141:00] 是有效的
[141:02] 只不过缺少一个
[141:04] 团队来把它就是把它
[141:06] scale到一个
[141:08] 非常大的scale
[141:10] 比方说像minimax这个
[141:12] 放大
[141:14] 就是
[141:16] 有些技术出圈的话
[141:18] 还是需要就是把它
[141:20] scale到非常大
[141:22] 能work
[141:24] 才能引起足够多的
[141:26] 关注
[141:28] 所以我们做力量tension
[141:30] 还要感谢minimax的领域
[141:32] 因为它就是
[141:34] 说明了这种hybrid架构的这种
[141:36] 有效性
[141:38] 所以我们做力量tension的话就是
[141:40] 关注度会感觉最近会比之前
[141:42] 会高一点
[141:44] 为什么minimax没有选择像
[141:46] KimDeepSeek的那个稀疏注意力的
[141:48] 机制
[141:50] 我觉得可能是sparseattention
[141:52] 更容易一点吧
[141:54] 因为sparseattention它的技术
[141:56] 路线其实没有
[141:58] 那么
[142:00] 高风险
[142:02] 比方说sparseattention的话
[142:04] 它还是把所有的kvcache
[142:06] 都保留了
[142:08] 然后
[142:10] 像attention它学出来的分布
[142:12] 是一个sparse的
[142:14] 大家都知道
[142:16] 然后大家就可以很
[142:18] 直觉的想到那我
[142:20] 属于训练一个sparseattention
[142:22] 同时我又保证一些
[142:24] 特性比方说我不
[142:26] 丢那个kvcache
[142:28] 那这样的话我觉得这个模型的下限
[142:30] 是有保证的
[142:32] 所以这个风险我感觉
[142:34] 也是一个比较小的一个
[142:36] 上面因为在常文本
[142:38] 上面的话力量tension确实
[142:40] 还是有非常非常多的质疑的
[142:42] 包括像
[142:44] 对任何这种像内rn的模型
[142:46] 大家都是感觉
[142:48] 它在常文本上面是
[142:50] 不放心的
[142:52] 所以就不太敢去
[142:54] 做这方面的研究
[142:56] 然后像
[142:58] hybrid加工呢其实就是
[143:00] 就是力量tension
[143:02] 对于这种质疑的
[143:04] 一种compromise
[143:06] 也算一种妥协
[143:08] 因为有一些
[143:10] 力量tension的研究者比方说
[143:12] rwkv
[143:14] 他们就不向这些方面
[143:16] 去妥协
[143:18] 他们就很有自信
[143:20] rn就是
[143:22] 就是这条路是
[143:24] 只需要rn就够了
[143:26] 但是其他的一些
[143:28] 更实际一点的
[143:30] 会如果
[143:32] 更care这些常文本的这些能力的话
[143:34] 还是会
[143:36] 做一些妥协的
[143:38] 比方说加一些
[143:40] attention层进来
[143:42] 我们说deep-seek它在
[143:44] 改架构上动刀子非常激进
[143:46] 这么说的话minimass是不是更激进
[143:48] 我觉得minimass
[143:52] 它有它激进的部分
[143:54] 就比方说用一个这个方案
[143:56] 但是这个方案
[143:58] 又从某种程度来上
[144:00] 就比方说熟悉这个领域的人都觉得
[144:02] 这个方案是非常非常safe的
[144:04] 因为它已经在
[144:06] 主要是美国的工业界
[144:08] 它已经大概验证了一年
[144:10] 就从去年年初的
[144:12] 有一个工作比方说
[144:14] 装吧
[144:17] 有一个工作叫装吧
[144:19] 它其实也是
[144:21] 一个hybrid架构
[144:23] 去年年初就已经放出来了
[144:25] 然后
[144:27] 它后面
[144:29] 就是有nv的那两个模型
[144:31] 然后还有比方说
[144:33] bomba
[144:35] 这好像是ivm做的
[144:37] 它也是一个
[144:39] 9b的一个模型
[144:41] 对就是
[144:43] 他们这些东西就是已经被
[144:45] 我感觉是已经被反复
[144:47] 验证了能work的
[144:49] 然后还有一个比方说samba
[144:51] 就各种吧
[144:54] 这个的话它也是一个hybrid架构
[144:56] 就是mamba加上一个
[144:58] sliding with attention
[145:00] 对
[145:02] 这个是微软
[145:04] 他们做的
[145:06] 然后
[145:08] 还有很多很多的混合架构
[145:10] 所以我觉得
[145:12] 如果大家相信
[145:14] 这些7b的这些
[145:16] 结果
[145:18] 能够transfer到
[145:20] 更大的scale的话
[145:22] 的话呢
[145:24] 那从这个观点上面来说呢
[145:26] 那minimax
[145:28] 它其实也是
[145:30] 没有take
[145:32] 很多risk的的
[145:34] 所以他们三个谁的risk
[145:36] take的最大
[145:38] 那我觉得可能还是minimax吧
[145:42] ok
[145:44] 因为
[145:46] 对就是客观来讲就是spa
[145:48] attention它
[145:50] 尤其是
[145:52] dynamic spa attention
[145:54] 因为它只省计算嘛
[145:56] 它不省显存
[145:58] 大家看到ok你这个方法
[146:00] 它把kv开始
[146:02] 全部保存下来了
[146:04] 心里就可能有个底了
[146:06] 就说你这东西它
[146:08] 首先大海捞针肯定能做嘛
[146:10] 然后大家都发现那个都全绿了
[146:12] 然后各种长文本
[146:14] 看一下也没什么问题
[146:16] 那就非常
[146:18] 那就可以大胆的上了
[146:20] 那minimax优化目标和前两个是一样的吗
[146:22] 啊我觉得都是一样的就是这些
[146:24] efficient这种attention
[146:26] 像这种高效注意力
[146:28] 它主要就是两个分支嘛
[146:30] 一种就是spa attention
[146:32] 一种就是minimaltention
[146:34] 对他们的目标都是一样的
[146:36] 就是一方面呢是
[146:38] 长文本的训练
[146:40] 另外一方面呢就是
[146:42] 做influence的时候
[146:44] 他们的那个复杂度
[146:48] 从结果来看谁的结果最好呢
[146:50] 如果目标一致
[146:52] 嗯
[146:54] 就比较难比吧
[146:56] 我觉得除非它是在同一个
[146:58] 环境下面迅出来的
[147:00] 要不然它这个data不一样
[147:02] 七七八八不一样
[147:04] 大家也不知道是架构
[147:06] 带来的原因还是
[147:08] 模型的问题
[147:10] 所以这个就是一个很难说的一个问题了
[147:12] 就需要
[147:14] 感觉还是需要业界投入更多的资源
[147:16] 来验证一下
[147:18] 就更更更广泛验证一下
[147:20] 这些东西
[147:22] 嗯
[147:24] 对
[147:26] 嗯
[147:28] 嗯
[147:30] 嗯
[147:32] 嗯
[147:34] 嗯
[147:36] 嗯
[147:38] 嗯
[147:40] 嗯
[147:42] 嗯
[147:44] 嗯
[147:46] 嗯
[147:48] 嗯
[147:50] 嗯
[147:52] 嗯
[148:10] 嗯
[148:12] 嗯
[148:14] 嗯
[148:16] 嗯
[148:18] 嗯
[148:20] 嗯
[148:22] 转换成这个呃test and scaling 的那个
[148:26] 好处的在里面的对
[148:29] 然后另外一方面呢
[148:30] 那确实就是说
[148:31] 你在training这个呃scaling 路上面
[148:35] 你data 呃这个靠堆
[148:39] data 这条路可能走不通了
[148:41] 那确实我们是需要一些呃
[148:44] 更加底层的一些架构的创新的
[148:47] 像 deep sea 可能他就是呃
[148:49] 比较少见的就是非常坚持
[148:51] 呃自己来做架构创新的
[148:54] 我们呃这一点非常呃非常可贵吗
[148:57] 因为很多公司我感觉
[149:00] 都是呃排斥来做
[149:03] 架构创新的
[149:05] 因为他们可能就觉得堆
[149:08] data 就行了吗
[149:09] 我们为什么要冒险来做
[149:11] 架构创新这件事啊
[149:13] 那我觉得呃做架构创新他是一个
[149:17] 风险与机遇并存的
[149:20] 就比方说
[149:21] mla
[149:21] 的成功还有呃
[149:24] 可以肉眼可以预见到的这个
[149:27] native sparse attention 的成功
[149:29] 因为他们这边在配不免看到了
[149:31] 他甚至可能比 full attention 更好
[149:36] 呃所以我觉得就是大家在 data
[149:38] scaling 走完之后
[149:40] 可能会花更多的精力来
[149:43] 研究这个架构了
[149:45] 因为呃你堆不了 data 了
[149:47] 那可能就想来
[149:49] 嗯提升架构来
[149:52] 提高整体的 performance 了
[149:57] 嗯后面的话我我这边的分享应该是
[150:00] 没有什么内容了
[150:01] 然后对我们也分享了
[150:06] 160分钟了
[150:07] 嗯我最后问几个小问题啊
[150:10] 你看现在发论文
[150:11] 变成了各个大模型公司竞争的新
[150:14] 维度你觉得这是什么原因
[150:16] 我觉得是天下苦
[150:19] 必源公司9亿
[150:21] 然后如果你开源发 paper 的话呢
[150:24] 你能给你这个公司
[150:26] 带来更大的技术影响力
[150:29] 然后可能也会说实在的话就是嗯
[150:33] 给公司的股价
[150:34] 哈哈哈嗯带来一些支持
[150:37] 嗯我们可以看到最近阿里就长得很疯
[150:39] 嘛
[150:40] 就因为千问这一系列模型
[150:42] 他的开源就做的非常非常的好
[150:44] 让投资者有信心对吗
[150:48] 嗯先要展示技术秀肌肉
[150:50] 对的然后就是对于后来者就是追
[150:54] 干者来说呢
[150:55] 开源肯定是一种最好的方式的
[150:59] 因为呃因为你是追赶者嘛
[151:01] 所以你避远的话呢
[151:02] 你是没有那种
[151:04] 技术领先的那种带来优势的
[151:07] 嗯反而你会因为避远会受到一些
[151:10] 嗯会会带来一些不利的因素
[151:13] 所以我觉得追赶者
[151:14] 他们经常选择的那种方式都是
[151:18] 开源吗
[151:19] 因为就像麦塔一样
[151:21] 他们他们那个喇嘛他们就选择嗯
[151:24] 开源
[151:26] 我们今天讲了dipsy
[151:27] kimi minimax这三篇工作吗
[151:30] 你相对来说最喜欢谁的工作
[151:32] 给他们三个做一个排名吧
[151:34] 我觉得我可能排嗯
[151:36] native sparse attention 第一吧
[151:38] 因为这确实是嗯最近最令我眼前一样的
[151:42] 仍让呃dynamic sparse attention
[151:45] 嗯高效训练的一个手段
[151:48] 第二亮眼的话可能是
[151:52] kimi吧
[151:53] 因为
[151:54] 我是做needle tension的
[151:55] 所以我对这个hybrid model
[151:57] 他能scale up
[151:58] 毫不意外
[151:59] 所以就是能无赖minimax排最后了
[152:03] 因为他这个东西他确实不太意外
[152:05] 我觉得就是hybrid架构
[152:07] 确实还是值得嗯更多这种资源来嗯
[152:11] 因为他有效
[152:12] 我觉得还是有很大把握的对
[152:15] dipsy的工作里面
[152:16] 或者kimi的工作里面
[152:17] 或者minimax工作里面有没有你
[152:19] 有没有所谓的啊哈 moment 在你心里
[152:22] 不太好说
[152:23] 但我确实被那个lative sparse attention
[152:25] 他甚至比full attention要好这一点
[152:29] 吸引住了
[152:30] 可能我之后也会做
[152:31] 做一些这种dynamic sparse attention
[152:33] 方面的研究
[152:34] kimi的报告里面是没有提供出他的
[152:37] 架构改改进比full attention
[152:39] 更好的这种结论对吧
[152:41] 嗯像这个上面的话可能就是各有千秋吧
[152:46] 在这些batch bar上面我们可以看到
[152:48] 就是没有一个
[152:50] 嗯很明确的对full attention的一个优势
[152:52] 在里面吗
[152:54] 但是嗯根根据deep seek
[152:55] 报的那个native sparse attention
[152:57] 是全线压制的
[153:00] 就无论是预训练的那个
[153:02] loss curve还是下游的evaluation
[153:06] 甚至在reasoning里面
[153:09] 他也是
[153:10] 嗯更高效的啊更好的这个就让我非常的
[153:14] 嗯感觉很很有意思
[153:16] 这个全线压制
[153:17] 可能是今天整个我们讲的这个
[153:19] 最亮眼的地方
[153:20] 对啊因为他就是真的就是
[153:23] 他既要海耀他既要efficiency
[153:26] 又要performance这个太厉害了
[153:28] 你觉得架构在接下来有什么
[153:31] 优化的可能性和优化的方向
[153:33] 嗯我觉得可能
[153:35] 有有很多方向吧
[153:36] 就架构的话比方说
[153:38] 我觉得像position encoding
[153:40] 啊现在都是用ropa吗
[153:42] 那我觉得这个ropa是不是也可以啊
[153:45] 动两刀啊能不能换成一些比方说
[153:48] contextualize position encoding啊
[153:51] 或者说干脆就是拿一个rn
[153:53] 之前我们提到有些hybrid
[153:55] 工作他就干脆拿一个rn来做position encoding
[153:59] 那这种是不是可以直接来嗯
[154:01] 嗯scale up呀之类的
[154:04] 然后嗯
[154:05] 像注意力的话
[154:06] 基本上就是只有sparse和needle
[154:08] attention两条路走
[154:11] 然后之前还有一个
[154:12] 嗯比较火的东西叫做长卷机
[154:15] non convolution
[154:17] 像那种比方说海伊拉这些模型会用到
[154:21] 但是我不知道这些模型
[154:23] 好像后面就大家没怎么关心了
[154:26] 所以有可能
[154:27] 长卷机也有可能卷土重来
[154:30] who knows
[154:31] 就像needle attention和sparse attention
[154:34] 卷土重来了一样
[154:35] 这两点研究他就是一阵一阵的就是
[154:39] 一个东西他
[154:40] 他研究他可能就是陷入一
[154:42] 一段时间的低谷
[154:44] 他又会卷土重来
[154:46] 对这个就像
[154:48] new light work的研究吗
[154:49] 就是大家都知道有几次低谷
[154:51] 今年春节以来
[154:52] deep seek
[154:52] 不是很
[154:53] 我吗
[154:53] 你觉得有没有改变
[154:55] 比如说在美国的中国留学生
[154:58] 对于国内大模型的一些看法呀
[155:00] 他会改变你们的职业走向吗
[155:02] 毕业之后的
[155:04] 人才都是会往那种人才密度高的地方走的吗
[155:07] 像之前就是国内落后了太多吗
[155:11] 那大家都愿意去
[155:12] 比方说去硅谷的这些公司
[155:15] 去学习更加先进的那三个什么我懂吗
[155:18] 嗯然后呃如果国内这方面
[155:21] 现在我觉得是很肉眼看出来
[155:23] 国内现在就是呃追赶
[155:25] 追赶甚至已经超越了这种呃技术
[155:27] 所以我觉得国内的吸引力
[155:29] 对于海外留学生来说会增加很多的
[155:39] 好啦这期节目就是这样
[155:41] 如果你喜欢我的节目
[155:43] 欢迎前往小宇宙
[155:45] 苹果 podcast
[155:46] 腾讯新闻喜马拉雅
[155:48] qq 音乐订阅张小俊商业访谈录
[155:51] 如果你有其他想邀请的嘉宾
[155:53] 想听的内容
[155:54] 或者你有任何想探讨的话题
[155:57] 都欢迎各位听众朋友们订阅我的频道
[155:58] 都欢迎各位听众朋友们订阅我的频道
[155:58] 都欢迎各位听众朋友们在评论区里留言
[156:00] 那我们下集再见
[156:02] 拜拜
