[00:06] 然后我们这里可以看一下DeepSeek R1的paper
[00:09] 它的标题叫做
[25:35] 在这里
[25:35] 起到作用是说
[25:37] 让把这个已经有了这样一个非常丰富的
[25:40] 一个知识
[25:41] 以及推理模式的数据库
[25:43] 让他用在某一个非常特定的
[25:45] 当然这可以是个非常通用的一个任务上
[25:48] 这个任务我们可以目前看到是
[25:49] 一个是聊天机器人
[25:51] 一个是进行这种非常复杂的推理
[25:53] 就GBT4
[25:54] GPUT5他们的那条线索是
[25:58] 扩展整个最大可能性的知识库
[26:01] 然后这个可能再有一代也就到天花板了
[26:03] 所以现在我们做的事情是怎么把这个知识库用好
[26:08] 用在具体的任务里
[26:09] 嗯我觉得这个我觉得基本可以这么理解
[26:12] 就是其实OpenAI研究员他们自己就是在推特上
[26:15] 有一个非常有意思的描述
[26:16] 就是我觉得我们可以这么理解
[26:18] 就是如果说我们
[26:20] 仍然能生产出非常非常多的网络的数据
[26:22] 就是说如果数据不是瓶颈的话
[26:24] 那么可能预训练仍然比如我们推了GB6
[26:26] GBT7他就可以
[26:28] 可能还是能实现AGI
[26:29] 或者能实现O1这样的推理效果
[26:31] 但是因为我们现在有了更多的方法来拓展这个事情
[26:34] 其实你可以想象这个东西类似于
[26:37] 我觉得一个就是不太严谨类比的
[26:39] 他有点类似于乘法
[26:39] 就是你预训练用的算力
[26:41] 成立你推理时用的算力
[26:43] 这个东西可能就是
[26:44] 大概跟你模型的性能有关
[26:45] 然后我们之前其实在预训练上
[26:47] 投入了非常多的算力
[26:48] 但是推理非常便宜
[26:50] 这导致说就是这个模型可能
[26:52] 然后导致我们继续推进预训练
[26:54] 他已经过于昂贵了
[26:55] 然后在现在有了推理时算力的情况下
[26:57] 我们可能其实能够用GBT4
[26:59] 以及更多的
[27:00] 推理
[27:01] 推理时算力就能够实现
[27:02] 可能未来我们仅做就是预训练
[27:05] 可能GBT5
[27:06] GBT6才能达到的高度
[27:08] 之前就是在推特上有欧凡研究员说
[27:11] 就是O1 is sort of
[27:13] GBT6 in your hand
[27:14] 就是说O1这个模型就相当于把GBT6
[27:17] 通过推理时拓展的方法
[27:19] 现在就送到你面前
[27:22] 就是推理帮助了预训练
[27:24] 推理应该算是帮助了模型的整个能力的激发
[27:27] 我觉得可能可以这么说
[27:29] 对
[27:29] 那实现AGI
[27:30] 还需要通过GBT5
[27:32] GBT7以及往后的这条路线吗
[27:36] 还是说他可能就沿着欧序列可以实现AGI
[27:40] 我觉得这很好问题
[27:41] 我觉得应该就是所有公司应该都还在这方面进行探索
[27:45] 然后根据就是就是已有的一些就是公开信息
[27:48] 比如说MarkChain就是OpenAI现在总管研究的一个高管的说法
[27:54] 他们会就是在预训练以及就是这样子的推理时后训练拓展上面进一步的推动
[28:00] 进一步的同时进行投入
[28:02] 就是说两方面你都可以进行推进
[28:04] 那何乐而不为对吧
[28:06] 嗯所以现在是两两个腿在跑步
[28:09] 对我觉得是的我觉得是的
[28:10] 嗯理解那你继续
[28:12] 对然后当然可以提到一点是说
[28:14] 就是现在的叫后训练的就是这样子的拓展也才刚刚起步
[28:18] 现在预训练我们已经看到就是你训练一个模型
[28:21] 可能要就是特别是一个下一代模型
[28:23] 可能要就是几百万美金来起步
[28:25] 但是其实现在后训练比如说我们可以后面可以提一下对于就是R1成本的预估
[28:30] 他可能最多最多也就一也就100万美金
[28:33] 很有可能就只用十几万几十万美金
[28:35] 就是他现在还在一个非常早期
[28:37] 所以说在现在这个阶段
[28:38] 非常快的就是推进这种
[28:41] 后训练的后续训练以及强化学习的拓展
[28:43] 其实是非常有非常非常高回报
[28:46] 因为这个范式才刚刚开始
[28:48] 包括我们也可以看的就是GPT
[28:50] OpenItem已经在就是O1发布大概三四月后
[28:53] 三四个月后就发布了下一代模型O3
[28:55] 同时O3已经又在各种方面上有了非常非常明显的提高
[29:00] O3相对O1它提高主要哪些方面
[29:04] 因为它给我们的体验其实比较少
[29:06] 就是O3我自己也还没有摸到过
[29:08] 但是O3民营系列在GPT上大家都可以用到
[29:11] 我觉得可能有几点
[29:12] 一个事情是说就是说
[29:14] O3系列就是说在同样的成本下
[29:17] 它一定能提高高很多的智力
[29:20] 就是说整个智力的成本在快速下降
[29:22] 同时O3本身它也提高了更高更高的上限
[29:28] 比如我们可以看到O3
[29:29] 它在就是一个就是困扰了大家很久的
[29:32] 也就是ARC AGI的一个就是benchmark上
[29:35] 直接从O1的百分之二三十
[29:37] 这也其实也是大家之前所有语言模型的能力
[29:40] 直接提高到了
[29:41] 我觉得应该是七八十的样子
[29:43] 对这个非常震惊当时的主办方
[29:46] 然后同时的话像一些Frontier Math
[29:48] 这是最近出了一个非常非常困难的
[29:51] 由专业的数学家构造了一个就是数学测试数据机
[29:54] 直接从之前的之前应该最高分是百分之一左右
[29:59] 百分之二十几
[30:00] 这是它在智能上有非常大的突破
[30:03] 然后同时我们可以看到最近有一些就是
[30:05] OpenAI的产品发布也显示说
[30:08] 在O3之后他们现在更多的在
[30:12] 在投入一些就是所谓就是多轮的就是工具使用
[30:17] 这个东西其实就是智能体了
[30:18] 就是说你可以认为像如果只做推理
[30:21] 给你一个问题你回答答案
[30:22] 这其实就你不需要一个环境对吧
[30:24] 你就只要自己来想想也好
[30:25] 这个推理模型
[30:27] 然后对于智能体的话其实它也是类似的
[30:29] 有个多有个外界的环境
[30:31] 你可能说你有个任务
[30:32] 模型想一想走一步环境给它一个反馈
[30:35] 它再走一步这样子一个有个循环多步的
[30:38] 然后是通过使用工具的方法跟环境交互
[30:40] 目前可以看到比如说OpenAI最近
[30:42] 今天刚出的这个所谓的Deep Research
[30:44] 以及之类的一些工作也好
[30:46] 他们目前在非常稳步的推进这些
[30:49] 就是O系列模型在这种多轮的工具使用上的能力
[30:54] 郑姐期间他们发这个O3 Mini是被DeepSeq逼出来的吗
[30:58] 这个我们也不清楚
[30:59] 就是应该是他们本身应该也是计划要在1月末发O3 Mini
[31:03] 但是O3 Mini的价格比O1 Mini甚至还降了
[31:07] 就是降到了O1 Mini的三分之一
[31:10] 这个东西很有可能是被DeepSeq逼出来的
[31:12] 我们能简单的讲讲agent是什么意思
[31:14] 就是科普性的让大家理解它具体能干什么
[31:18] 嗯好的没有问题
[31:19] 其实这个地方agent也就是这里说的这种智能体
[31:22] 它其实更多说就是我们希望把语言模型
[31:25] 放在一个非常丰富的外界环境下
[31:28] 让它像人一样
[31:29] 就是操纵一个东西
[31:30] 然后来完成任务
[31:32] 我们这一局举几个具体的例子
[31:33] 比如说写代码的写代码的智能体
[31:36] 可能就是说你给他一个任务说帮我完成
[31:38] 比如我现在有一个就是任务
[31:40] 我要修这个某个bug
[31:42] 或者我要实现某一个功能也好
[31:44] 你把这东西告诉agent
[31:46] 告诉这个语言模型
[31:47] 然后这个语言模型智能体
[31:49] 然后这个语言模型智能体
[31:50] 他可能你会你再给他一个外界环境
[31:53] 这个外界环境可能是一个电脑
[31:55] 比如可能是一个就是ID这样子就是
[31:58] 而程序开发环境
[31:59] 也可以让他他可以自己就是编辑文件
[32:02] 可以在就是终端里面运行命令
[32:05] 也可以就是进行git上的一些操作
[32:07] 包括可能可以翻阅github
[32:09] 以及就是网上各种材料
[32:11] 给他这样的环境
[32:12] 然后这个agent
[32:13] 因为有这些环境可以接触
[32:15] 自己可以跟这些环境进行交互
[32:16] 他就可以实现一些非常复杂的任务
[32:18] 比如说完成这个软件的项目
[32:21] 然后同时一些比如说有些就是现在
[32:23] 所比较火的computer use agent
[32:25] 就是你直接给这个语言模型
[32:27] 把整个电脑交给他
[32:29] 让他通过
[32:29] 就是敲键盘
[32:31] 然后挪动鼠标的方式
[32:33] 完成一些比如网上购物
[32:34] 或者说一些就是制作PPT
[32:37] 或者说就是以及之类的功能
[32:40] 他更相当于是把这种语言模型
[32:42] 这种智能接到一些非常现实的
[32:44] 一些有用的空间里面
[32:47] 大语言模型调读外部世界
[32:49] 对对我觉得这个描述非常准确谢谢
[32:52] 我觉得大概就是O1这边的
[32:54] 以及整个就是技术的背景是这样子
[32:56] 如果没有问题的话
[32:57] 我们接下来可以就是从deep seek R1
[32:59] 开始看起
[33:00] 然后我们这里的话
[33:01] 其实现在还会有就是有两篇文章要讲
[33:03] 一个是deep seek R1
[33:05] 一个是Kimi的K1.5
[33:07] 这两篇文章其实大家
[33:08] 他们的主要思路都非常的异曲同工
[33:11] 我们然后
[33:12] 其中的R1更
[33:13] 他的算法上会写的更加干净以及漂亮
[33:16] 然后K1.5带了非常多的
[33:18] 不管是数据也好
[33:19] 还是说整个就是架构也好
[33:21] 以及各种就是实验的细节也好
[33:23] 带了非常有会更加更加丰富
[33:26] 我们会就是先从R1开始讲起
[33:28] 然后中间
[33:29] 有相似的地方上
[33:31] 我们会插播一下K1.5
[33:32] 然后最后我们再通过K1.5的地方
[33:35] 看一下他比如数据构造也好
[33:36] 或者这种就是奖励函数的构造
[33:38] 等等细节
[33:41] 对
[33:41] 然后我们这里可以看一下deep seek R1的paper
[33:44] 他的标题叫做
[33:45] Incentivizing reasoning capability in
[33:47] LIMs while reinforcing learning
[33:49] 叫做通过强化学习的方式
[33:51] 激励语言模型激发他的推理能力
[33:54] 这个地方有个非常有意思的词
[33:56] 叫做Incentivizing
[33:57] 这个词其实就是
[33:58] 业内人是大家也谈论了很多
[34:00] 他其实是有一些
[34:01] 之前有一些小故事的
[34:03] 就是之前OpenAI的一个研究员叫做轰宇
[34:05] 他在MIT有个演讲
[34:07] 他就演讲的
[34:08] 演讲的标题叫做Don't teach incentivize
[34:10] 不要教模型怎么做
[34:12] 而是鼓励他
[34:13] 这个意思其实是
[34:14] 其实这个意思是说
[34:16] 就是你不要教模型具体该怎么做
[34:18] 这些就是我们在SFT
[34:20] 以及在预训练过程中做的事情
[34:22] 而是说根据让模型自己
[34:23] 你就告诉他什么好什么不好
[34:26] 然后让他自己摸索出来怎么
[34:28] 怎么样更好
[34:28] 这样子的其实实际逻辑是说
[34:31] 当整个问题足够过于复杂
[34:33] 当整个模型的就是
[34:35] 你希望他的行为非常非常复杂的时候
[34:38] 人其实是没有办法教
[34:39] 一步一步教会他怎么做的
[34:41] 这个情况下你就该
[34:42] 告诉他什么对怎么错
[34:44] 然后希望模型自己学会他
[34:47] 一个就是比较简单的类别
[34:48] 可能是说就是
[34:50] 他里面举的意思也就是说
[34:51] 我们之前知道是说
[34:53] 授人于于不如授人于于
[34:54] 就是给一个人
[34:57] 给他一条鱼不如教会他
[34:58] 怎么样打鱼
[34:59] 然后在这里的话
[35:00] 这个例子可能是说
[35:01] 不如让这个其实教会他怎么打鱼
[35:04] 不如先让这个人知道鱼有多香
[35:07] 然后让他饿着肚子
[35:08] 他自己就会有足够的奖励
[35:10] 自己激励自己学会怎么打鱼
[35:11] 而且可能打的比你你更好
[35:14] 对大概是这样子一个例子
[35:16] 然后我们可以开始看一下这篇文章
[35:19] 好的我已经打开了
[35:21] 对我们可以先从这个就是
[35:23] 扎要以及第一段开始看起
[35:25] 他大概的说法是说我们在这里就是推出了一个文章
[35:28] 我们的第一代的推理模型
[35:30] DeepSig R1-0以及R1
[35:32] 然后其中的R1-0
[35:33] 是一个通过大规模的强化学习
[35:36] 训练出来的模型
[35:39] 同时他没有经过监督微调SFT
[35:43] 也就是说他是一个预训练完直接出码的
[35:46] 出码进接上大规模强化学习模型
[35:49] 不像我们之前进行RHF一样
[35:51] 先进行预训练
[35:52] 再进行微调
[35:53] 再进行强化学习
[35:54] 这里帮我们可以后面展开
[35:56] 然后他说
[35:57] DeepSig R1-0
[35:58] 他展现出了非常漂亮的推理能力
[36:01] 然后同时通过这样的强化学习
[36:05] R1-0他自己展现出了各种非常有意思的推理
[36:09] 推理的行为
[36:10] 这里其实就跟我们之前OpenAI说的那个谜题一样
[36:14] 就是说这个模型通过强化学习
[36:16] 自己学会了各种奇妙的能力
[36:19] 比如说搜索
[36:19] 比如说就是检查自己的错误
[36:22] 以及改正自己的错误
[36:24] 在这里面R1-0展现出了类似的性质
[36:26] 然后我们继续读
[36:28] 这里说同时R1-0他面对了一些困难
[36:31] 比如说他的就是输出读起来比较难读
[36:35] 以及就是说他可能一会说中文
[36:37] 一会说英文
[36:38] 然后因为有这些比较实际的问题
[36:40] 他们同时也为了就是进一步提高了模型能力
[36:44] 他们后续推出了DeepSig R1模型
[36:47] 也就是其实现在大家如果在R1
[36:49] 就是Tribal上或者API调用使用的模型R1
