[00:03] Hello 大家好,我是小骏
[00:04] 2026年,大模型战争全面升级,揭开了第二幕
[31:11] 但是你要测得更多
[31:12] 你会发现
[31:13] 还是有很多东西没有call的稳定
[31:15] 然后所以
[31:16] 所以你就
[31:17] 但这个事带来一个冲击就是
[31:19] 你会发现
[31:20] 你利用群体智能去提升agent框架
[31:22] 是非常重要的
[31:23] 所以我也很
[31:25] 非常的
[31:29] 非常的欣喜看到
[31:31] opencall后面的那个star量
[31:33] 就飞升
[31:34] 我觉得这是
[31:35] 这是agent到来前兆必须
[31:38] 必须要有的事情
[31:39] 对
[31:40] 因为你一直对研究方向非常的敏锐
[31:44] 我们基于我们上次聊过很多
[31:46] 所以你觉得上面这些变化
[31:48] 给你带来了什么样的直觉
[31:49] 你觉得未来一段时间会发生哪些变化
[31:56] 就之前可能做研究的一个方式是
[31:59] 你从你想到你写代码
[32:01] 到你去设计一个很好的评估标准
[32:04] 这中间的流程还是蛮漫长的
[32:06] 就你至少要花两周一两周
[32:09] 我觉得快的话
[32:10] 可能除非如果你的评估是确定的
[32:13] 然后你的timers只需要修改
[32:15] 可能你也需要一两天
[32:17] 但是我觉得至少在agent有辅助的情况下
[32:21] 他真的可以一两个小时就把这些事情给做完
[32:25] 我觉得效率的提升
[32:27] 基本上是代表着一个非常本质的一个问题
[32:31] 然后这是我觉得在这个时代上做研究
[32:37] 研究的
[32:39] taste非常关键的一个原因
[32:43] 或说你的研究效率非常关键的一个原因
[32:48] 其实我一直把研究效率看得很关键
[32:50] 只是一直去放大加速了这个研究效率
[32:54] 然后那么如果这时候你的taste又比较准的话
[32:58] 那么就一做一个准
[33:00] 当然有可能是十个里边有一个能成
[33:03] 但是这十个可以并行做呀
[33:06] 对你十个可以并行做
[33:07] 你不用像以前一样pipeline做
[33:09] 你可以十个idea交给不同的subagent的同时做
[33:14] 他们还能交叉验证
[33:15] ok那很快可能一个小时两个小时就最多一天
[33:20] 你无非烧很多token嘛
[33:22] 然后你就能验证你这个研究的想法
[33:24] ok work不work
[33:26] 然后关键是他还可以
[33:28] 如果你愿意长期的去培养
[33:30] 他还可以自己自迭代进化
[33:32] 那在code里边不行
[33:33] 但你换一个更开放的框架
[33:36] 然后他是可以自己迭代进化的
[33:38] 所以我觉得这是给我带来做研究的冲击吧
[33:45] 所以他是改变了整个研究的节奏
[33:47] 对效率和方式都会发生
[33:50] 我觉得很根本性的变化
[33:53] 这对你们后来带来什么样的改变
[33:55] 在你经历了春节和春节之后的整个的冲击之后
[33:59] 你紧接下来做了什么
[34:01] 其实我觉得接下来做的事情就是
[34:04] 搞明白就是
[34:08] code是一个非常有繁华力的一个事情
[34:12] 然后以及你怎么把code的这种繁华力
[34:17] 给外延到其他领域
[34:20] 其实code它有繁华力的一个最本质的原因是
[34:26] 有分好几个阶段
[34:29] 首先Azure呢它是一个非常长程和多轮的一个任务
[34:34] 然后我们回到预训练环节
[34:37] 然后你很难去找到说有
[34:41] 比如说一兆上下文的数据
[34:46] 甚至128K的数据你都很难去找到
[34:49] 但是比如说真正能达到128到一兆这个长度的数据
[34:56] 基本上都是只有两类数据
[34:59] 大概率只有两类数据
[35:00] 一类是code的数据
[35:02] 一类就是书籍
[35:04] 但书籍它的信号太发散了
[35:07] code它的这个文件之间的关联
[35:14] 然后是更强的
[35:17] 所以当你在一个这种长上下文依赖跟密集的一个数据上去训练的时候
[35:25] 模型它自然对长上下文的建模会更好
[35:29] 这个是我们可能在没有去意识到Azure这个事是那么重要的事情之前
[35:37] 我们就去做的事情
[35:38] 所以你可以理解为这个基座本身
[35:40] 它就为长上下文的能力和效率
[35:44] 效率很关键
[35:45] 效率我们待会再谈
[35:46] 长上下文的能力和效率已经做好了充分的准备
[35:50] 这个是在我们没有去受到这么大冲击的事情之前已经做了的
[35:54] 但是春节后做的事情是
[35:57] 你怎么去激发这样一个大的模型的潜力
[36:00] 从code的出发到外延到其他的场景
[36:03] 因为其他场景是你迅了它会更稳定
[36:06] 嗯
[36:07] 但你没去训它
[36:09] 它能被泛化只是说它没有那么稳定
[36:11] 而一个顶尖模型的水平一定是要在更广泛的场景里面更稳定
[36:17] 对
[36:18] 所以
[36:19] 在code是那它的上限
[36:20] 然后你去其它领域是把它的下限
[36:23] 我是这么认为
[36:24] 嗯
[36:25] 然后
[36:26] 所以就是你首先要把code做的code的这种长程任务做的更多样性
[36:31] 嗯
[36:32] 所以你为什么软件开发那么重要
[36:33] 就是软件开发真的是一个非常长程的任务
[36:36] 为了让你自己看到那些图层的东西
[36:38] 什么是模型的特质
[36:39] 登录了很多的模型的通用的特质
[36:41] 但是现在这些模型已经做好了
[36:42] 基本上很多模型的 通用的特质就已经好了
[36:44] 不仅是模型通用的特质好了
[36:46] 这个AZ的框架本身也迭代的复样好了
[36:51] 就像plan这种模式
[36:53] 像这种商场上到一定的阶段你要去压缩
[36:56] 压缩完过后
[36:57] 第二天你要再去回顾你之前修改
[37:00] 这些AZ框架的设计本身其实是为软件开发所准备的
[37:04] 但是这种框架它都是有泛化性的
[37:05] 发发到其他更难的长程任务里边去
[37:07] 然后
[37:07] 所以就是
[37:09] 春心新开后做的事情
[37:11] 第一是一定要在agent场景里边
[37:14] 把真的长程的任务给它
[37:15] 构造出来
[37:17] 并且训练进去
[37:18] 并且在这上面去scanning
[37:22] 大量的SFT训练和RL训练
[37:25] 然后第二个就是
[37:26] 我觉得还是你要考虑它的
[37:28] 方法性的话
[37:29] 你还是要覆盖更多领域
[37:30] 但这个时候怎么去覆盖更多领域
[37:34] 我觉得就是要靠
[37:36] 更多的靠群体的智慧
[37:38] 就你让更多人去用它
[37:40] 然后基于更多人去用的
[37:42] 比如说我们内部会大量去使用
[37:44] 我们会让我们这个模型
[37:45] 首先在公司内部去推
[37:48] 大量去人用
[37:49] 用了过后
[37:49] 然后我们发掘到
[37:51] 更广泛的场景
[37:52] 在这个广泛的场景里边
[37:53] 去合成更多的数据来做训练
[37:56] 对
[37:56] 然后这里边很关键的一个问题是
[38:01] 你怎么还原
[38:04] 当时所有人用这个事情的环境
[38:07] 对
[38:07] 因为有这个环境
[38:08] 你才能更好的去进行更长程的交互
[38:14] 然后并且有了环境过后
[38:17] 你才可以针对这个环境本身去做
[38:23] 更精准的入卧的设定
[38:25] 对
[38:26] 然后这个事情是比较有难度的
[38:28] 然后我觉得也是
[38:31] 我认为在这事情上
[38:32] 如果投入的算力足够多的话
[38:34] 我认为在这事情上如果投入的算力足够多的话
[38:34] 研究的时间足够多的话
[38:35] 应该会有一些代差的模型的出现
[38:37] 对
[38:38] 这个你们现在是怎么做的
[38:40] 现在才做的保密
[38:41] 真的要保密
[38:43] 和reward设计
[38:44] 我觉得等我们把这套范式给scanning到一个
[38:50] 很大的量级的时候
[38:52] 我觉得我们会开源
[38:53] 告诉大家
[38:54] 对
[38:54] 但是做长程任务
[38:56] 不是会中断吗
[38:58] 其实真正的依照上下文里边
[39:00] 基本上很少有任务是
[39:03] 在做一个长程任务
[39:03] 在做一个长程任务
[39:04] 对
[39:04] 它通常是在做复杂的任务
[39:08] 对
[39:08] 所以其实你要把依照上下文做得很好
[39:13] 当下阶段
[39:15] 当下阶段好
[39:16] 我说当下可能就是当下一两周的阶段
[39:18] 不代表未来两三周的阶段
[39:20] 就是可能并不是真的要找到
[39:23] 要把依照上下文塞满的任务
[39:26] 当然你要找到的更好
[39:27] 但是这个任务是很难的
[39:29] 而且它的训练效率太低了
[39:31] 就是你要训练完
[39:33] 然后你还要找到一个任务
[39:33] 然后你还要找到一个任务
[39:34] 然后你还要找到一个任务
[39:34] 你要入奥特玩一整个trajectory
[39:36] 依照的trajectory
[39:37] 它非常慢
[39:38] 哪怕我们现在的TPS能做到80到100
[39:41] 像在MemoVR Pro上能做到80到100的TPS
[39:45] 你要入完依照上下文
[39:47] 也是需要时间
[39:48] 需要可能一两分钟的时间了
[39:50] 所以
[39:50] 所以
[39:54] 所以其实真实的训练
[39:57] 不会在这么长程的任务上去训
[39:59] 但是
[40:01] 当你有在依照的context version
[40:03] 去预训练过
[40:07] 并且后训练有对应的任务稍微激活它一下
[40:10] 它通常就能在依照的context version
[40:13] 具备这样的一个能力
[40:14] 但是我们需要再提升
[40:16] 对 需要再提升
[40:16] 所以你看现在Cloud
[40:18] 我觉得真的在依照上下文的能力的稳定度上
[40:23] 基本上现在只有Cloud 4.6
[40:25] Obs和Sunlight是领先的
[40:28] 其实其他像GemLine
[40:29] 像GemLine虽然仿称是常上下文
[40:33] 能力很好
[40:34] 但其实都是不行的
[40:36] 对
[40:38] 你觉得量化里面挖掘因子会是好的长程任务吗
[40:45] 看做是什么资产
[40:47] 对
[40:48] 就是有很多资产
[40:50] 它的reward太不清晰了
[40:56] 对
[40:57] 有些资产是
[40:59] 大部分的资产是不太适合做长程任务建模的
[41:04] 这个去
[41:05] 具体我就不展开说
[41:06] 反正就是某些资产是非常不适合的
[41:10] 因为它回测是没有价值的
[41:15] 然后你要到真实的环境里面去装的话
[41:17] 它有可能不是短期的因素
[41:21] 而是一些更长期的因素
[41:22] 或一些额外的一些alpha
[41:24] 本身被这个模型建模不进去的一些东西
[41:26] 所以得选资产
[41:28] 就是选对这个就OK 我觉得
[41:32] 关于你们的新模型
[41:33] 我们放在后面说
[41:34] 我们先把open cloud这个话题聊完
[41:36] 你观察
[41:37] 就你观察
[41:37] 你觉得open cloud是怎么样的一个火起来的链路
[41:41] 而且我明显感觉到在中国
[41:42] 它的火的程度比在美国要更强
[41:45] 这是为什么
[41:47] 我看到还有一个很好玩的说法
[41:48] 叫西夏东洋
[41:50] 叫什么
[41:50] 西夏东洋
[41:52] 西夏东洋
[41:56] 因为我不了解湾区对它的热度
[41:58] 对
[41:58] 所以我仅从
[42:00] 你的视角
[42:01] 对
[42:01] 仅从我自己
[42:02] 以及我身体的热度来看
[42:03] 对我身边人的视角
[42:07] 我觉得可能的一个原因是
[42:14] 就中国的开发者我觉得是更更更多的
[42:19] 就是我说开发者是指
[42:25] 他可以用code去提升他的生的效率的场景
[42:31] 可能是要求更急迫的
[42:34] 对要求更急迫的
[42:36] 就我觉得对于效率的提升好像是是是
[42:40] 我们的血液里边的东西
[42:42] 然后
[42:44] 所以我觉得当就openclaw能把这个事给给效效率提升给达到极致
[42:50] 所以我自己感觉这是他火的一部分的原因之一
[42:54] 当然
[42:54] 当然我觉得还有一个原因是
[42:58] 我觉得跟国国内大模型的发展也密切相关
[43:01] 就
[43:03] 绝大部分的效率提升的场景
[43:05] 目前确实不需要浪
[43:08] 就是可能我觉得85%不需要最顶尖的模型
[43:12] 所以然后我们又有那么多便宜好用的模型可以用
[43:16] 然后你一算这个性价比是非常划算的
[43:19] 就是这个模型的API的费用跟他这个
[43:23] 他替代了生产力的价值的系数比是很大的
[43:29] 所以你去体验他会更有动力
[43:32] 他可能花10块钱的API就能帮你干完1000块钱的事情
[43:37] 那你肯定很愿意用
[43:38] 但是如果你的API贵那么十倍或几十倍
[43:41] 中间那个那个差距很小
[43:44] 那么你会很排斥的去用这样一套很复杂的东西
[43:48] 对去去去优化他对
[43:51] 但是关于Agent其实已经讲了一年了对吧
[43:53] 就是去年年初的时候
[43:54] 大家就开始说这是Agent元年
[43:56] 为什么到现在才开始火
[43:58] 你觉得这个跟去年有什么不一样
[44:01] 对就就我觉得我我认为之前讲的Agent
[44:04] 应该都是非常在我的第一步
[44:07] 我觉得他不算Agent的
[44:08] 可能算是一个上下位稍微比X的复杂一点点的东西
[44:15] 就不管是像BrowseComp像Swebunch
[44:19] 然后这些Search和Code的Agent的框架
[44:23] 其实都非常的简洁
[44:25] 就相比于现在的Code也好
[44:27] 相比于OpenCore也好
[44:28] 他的Agent框架太过于简洁了
[44:31] 然后这样的简洁性就导致
[44:34] 首先他简洁其次他不通用对
[44:37] 就这样过于简洁
[44:38] 和不通用导致他只能for这个任务来设定
[44:43] 所以那些我们看到在BrowseComp
[44:46] Swebunch
[44:47] 但Swebunch有他的问题是因为他本身关注领域也太大一了
[44:50] 就去修bug
[44:51] 他并不是for真正的软件开发
[44:55] 就是我觉得在至少在去年上半年乃至下半年
[45:01] 很多看似forAgent的模型
[45:04] 他其实只是说我换了一个更复杂的
[45:08] SystemPomps
[45:12] 然后稍微带一点点环境的反馈
[45:15] 稍微带一点点环境的反馈
[45:17] 比如Swebunch还是有环境的反馈的
[45:19] Talbunch也是有的
[45:20] 然后稍微带一点环境的反馈和交互
[45:23] 然后让模型具备一点
[45:27] 遵循复杂SystemPomps和理解环境交互的这样一个能力
[45:33] 我觉得那会只能是做到这个水平
[45:35] 但是他根本没有达到工业级可用的能力
