[00:00] 就是蒋曾国藩从20多岁是一个儒家清流
[26:02] 然后四年毕业呢你就得
[26:04] 你就得推导一下
[26:06] 四年你又不想水水的毕业
[26:08] 水水的毕业老师也不会让你走人嘛
[26:10] 所以你就要四年做到可能
[26:12] 一个还不错的水平
[26:13] 那当时我就想
[26:15] 我就看了一下大概
[26:16] 可能四到五篇顶会
[26:18] 那就是顶会我们这个领域顶会就是CAPR啊
[26:21] 什么ICCV这样的
[26:22] 四到五篇顶会
[26:23] 然后那你要想四年的时候发到四到五篇顶会
[26:26] 你就得排这个时间表
[26:28] 第一年开始发
[26:29] 对第一年就要开始做嘛
[26:31] 然后
[26:32] 第一年就博士一年级的
[26:34] 结束的时候你就要肯定要投出去
[26:35] CAPR是每年年底
[26:37] 截稿
[26:38] 就是截止那个投稿日
[26:41] 所以你就要提前去去做这些这个
[26:45] 安排了
[26:46] 这大概反正就是先选好这个方向
[26:49] 然后呢在这个方向里面就按照这个schedule去发
[26:53] 然后
[26:54] 然后当时我发现我的idea可能比
[26:57] 我的事实能干活的带宽要多
[27:00] 所以呢我就尝试着说
[27:02] 那我能不能跟
[27:03] 就是我们实验室的其他的同学
[27:05] 一起去发
[27:06] 然后呢所以我当时就有
[27:09] 就是会把一些idea分享出来
[27:11] 然后的话我们就共同一做
[27:13] 然后就这么去发
[27:14] 那他们干活是吧
[27:15] 也不是大家一起干活
[27:17] 然后但是我可能会
[27:18] 就是说会提高命运
[27:20] 会有些idea出来
[27:23] 然后呢就是把大家
[27:24] 没有
[27:25] 充分发挥的时间发挥出来
[27:27] 然后然后这么着的话就大家都好嘛
[27:30] 然后所以到那个
[27:33] 三年的时候
[27:34] 我发现我
[27:35] 差不多了
[27:36] 然后我就当时正好也有几个师兄要毕业
[27:40] 然后
[27:41] 我就跟老板一块提了
[27:42] 然后我们的老板
[27:44] 七十多岁的一个印度老头
[27:45] 特别好
[27:46] 那特别nice
[27:47] 然后呢他也知道我我的志向
[27:49] 他也知道我在实验室里面确实是做得还行
[27:53] 给他也做了一些贡献
[27:56] 然后呢他也就很nice的同意了
[27:58] 我这个
[28:00] 18年年底
[28:01] 这个毕业的这个请求吧
[28:03] 嗯
[28:04] 因为一般发不发鼎会说
[28:05] 其实是一个高度不确定的事情其实你很难控制你怎么提高他的确定性
[28:09] 首先就是说
[28:11] 发paper这件事啊
[28:13] 我觉得也是有规律可循的
[28:15] 基本上就是发这种顶盔的论文就三种套路
[28:19] 那时候就总结
[28:20] 又是归他总结
[28:21] 就是三种套路
[28:23] 第一种套路呢就是说
[28:24] 最厉害的
[28:26] 最厉害的人都是挖坑的
[28:27] 这问题以前没人研究
[28:29] 我做一个数据集
[28:30] 提出这个问题建立benchmark
[28:32] 这种挖坑型的文章
[28:34] 这是第一类
[28:34] 这种都很难做
[28:35] 第二类呢是
[28:37] 已经有了这个问题
[28:39] 然后呢我在这个问题上面我要去
[28:43] 性能做得比前人好
[28:44] 提升
[28:45] 提升性能的是第二类paper
[28:47] 第三类paper是
[28:49] 在性能
[28:50] 接近类似的情况下
[28:52] 我的
[28:52] 成本
[28:53] 或者说我的监督我用的是个数据
[28:55] 比别人少
[28:56] 就这三类
[28:57] 几乎就是所有的paper都能往这三类上去套
[29:00] 然后呢
[29:03] 所以我就在这三类里面去那个
[29:05] 做一些选择嘛
[29:07] 有的是第一类的
[29:08] 有的是第二类的
[29:09] 有的是第三类的
[29:11] 然后
[29:12] 这么着去推进
[29:13] 然后第二个的话就是说
[29:14] 还得多发
[29:15] 就是
[29:16] 别人一次发
[29:18] 投一篇
[29:19] 我投两篇
[29:20] 然后就提高概率
[29:22] 然后那个
[29:24] 你博士毕业那个时候你想清楚的是什么
[29:26] 没有想清楚的是什么
[29:28] 对博士毕业那会儿呢就是找工作嘛
[29:31] 我是通过就是说找工作这事
[29:33] 去了解行业
[29:34] 因为很早就想好
[29:35] 还是要做产业
[29:36] 我是感觉呢就是AI它本身啊还是偏技术的一个东西
[29:41] 它不是一个真正的产业产业还是没有什么需求
[29:45] 所以我就再去通过面试
[29:48] 然后去学习
[29:49] 了解这不同的行业
[29:51] 当时就看了这个自动驾驶
[29:53] 广告
[29:54] 就是AI家广告
[29:55] 然后呢这个云
[29:57] 还有这个
[29:58] 当时就所谓的这个
[30:00] Fan AI家
[30:01] 上苍也属于这种
[30:03] 对上苍就属于这种Fan AI家的
[30:06] 然后看完之后呢我就觉得
[30:08] 当时我也给自己定了几个标准去筛选行业我觉得这个行业一定是
[30:13] 就是说以AI作为最底层的变量
[30:17] AI这个技术作为这个行业最底层的变量
[30:20] 就是说没AI这行业没有
[30:23] 然后呢有AI在这个行业才成立
[30:25] 然后且这个行业本身足够大
[30:27] 有一些标准嘛
[30:29] 最后我就觉得
[30:30] 我未来应该去做物理世界的AI
[30:33] 这件事
[30:34] 嗯
[30:34] 然后呢自动驾驶
[30:36] 是物理世界AI的一个
[30:38] 第一个
[30:39] 第一个形式
[30:40] 第一个形态
[30:41] 也是那个时候可能不多的
[30:43] 产业
[30:44] 嗯所以就想好就是做
[30:45] 做自动驾驶
[30:46] 上苍被pass的原因是什么
[30:49] 你有想过要回国加入上苍吗
[30:51] 对我还是觉得就是说
[30:52] 上苍的这个就是这种AI家的这种模式呢
[30:57] 我觉得会就是商业上可能会有些问题
[31:00] 但当时对于这些的理解也不是特别的深刻
[31:03] 我就是觉得就是
[31:06] 这个是会不会干成外包
[31:08] 对啊我觉得他可能形成自己的产品
[31:11] 然后没有产品的话你在交付侧
[31:13] 你的这个每一次的这个成本感觉都很高
[31:16] 你是工程师去交付吗
[31:17] 嗯我觉得这个可能
[31:19] 可能会有些问题
[31:20] 嗯
[31:20] 广告被pass的原因是
[31:23] 广告被pass就是因为
[31:25] Google这种公司就是百度
[31:27] 对对对当时Google里面其实他是有做Google research
[31:30] 然后就是纯research
[31:32] 然后也有就是做
[31:33] 做那种搜索呀广告啊用AI的
[31:37] 我是觉得就是说
[31:38] 搜索也好广告也好
[31:40] 他当然有AI更好
[31:41] 但是没有AI
[31:42] 连这事也成立
[31:44] 在AI出现之前
[31:46] 在所谓的神经网络出现之前可能有别的机器学习技术
[31:49] 在机器学习出现之前可能还有其他的技术
[31:52] 去解决
[31:53] 搜索和这个广告这个问题
[31:56] 那就意味着
[31:58] 就是AI不是这个行业的那个绝对变量
[32:01] 我还是想找一个绝对变量
[32:03] 这么着我们才是进入到一个
[32:06] 一个崭新的一个事业里面
[32:07] 在这个崭新的事业里面我们
[32:09] 就是可能年轻人吧我觉得才有更多的成长机会
[32:12] 神经网络对于广告来说可能是优化
[32:15] 对
[32:16] pass了云
[32:16] pass了云
[32:17] 对云因为当时就是把一些模型包装成API
[32:21] 去做我觉得这个
[32:22] 也不是很本质
[32:23] 在当时只剩自动驾驶
[32:24] 对对然后呢自动驾驶这事我又延展了一下我觉得这个是
[32:28] 物理世界AI
[32:29] AI加robot
[32:31] 当时真的这么想吗
[32:33] 当时真的这么想
[32:33] AI加robot
[32:35] 对
[32:35] 然后我觉得这事
[32:37] 超牛
[32:38] 你为什么不去robot呢
[32:40] 当时也有很多的研究方向是
[32:42] 没错
[32:43] 也有这些公司
[32:44] 我是觉得就因为传统那些读博士的时候也接触过这些方向和领域
[32:49] 传统robot还是控制优化然后呢这个SLAM
[32:54] 这些技术
[32:55] 这些技术呢我觉得他
[32:57] 他很难从底层因为他跟人的这个工作方法不一样
[33:00] 他很难从底层让这个机器人真的像人一样工作
[33:04] 他机器人里面更偏机器
[33:06] 而不是更偏人
[33:07] 你想他变成人还是得有AI的这种方法
[33:10] 虽然那个时候
[33:11] AI或者神经网络
[33:13] 还没有那个那个今天这么这么好吧
[33:16] 但我觉得这是个大方向
[33:17] 还是回到那个就是
[33:19] AI的魔力在于
[33:21] 能够代替人总结规律
[33:23] 这是你擅长干的
[33:25] 对我发现AI做这个事也做的很好
[33:28] 然后呢
[33:29] 那我觉得就是这个他是有机会把这问题真正解决的
[33:33] 然后AI加robot
[33:35] 也是从底层
[33:36] 变革人类生产力的
[33:38] 超大型行业
[33:40] 所以我觉得这个就是值得投身
[33:43] 值得投身
[33:45] 你第一站选择了vimo
[33:47] 对在聊你第一段工作之前你能不能从你的视角复盘一下过去10年总加持这个产业的变更
[33:55] 首先呢我觉得
[33:57] 当时确实是啊就是说我
[33:59] 在加入
[34:00] vimo开始干总加值之前其实总加持已经有10年了
[34:04] 他是0809对吧
[34:06] 对dark heart challenge
[34:07] 所以当时呢我就在
[34:09] 当时那个时间点我就回过头去
[34:12] 开始看当年的paper
[34:13] 全看了一遍
[34:14] 大部分看了一遍
[34:15] 我不止把paper看了一遍我去vimo之后我最喜欢干的事就是读vimo的codebase
[34:21] 历史严格也都看了一遍
[34:24] 然后呢
[34:25] 当时其实你可以看到的一个很明确的点就是说
[34:29] 18年那会儿
[34:30] 的整体的自动加持的技术架构
[34:33] 和08年那会儿
[34:35] 的自动加持的
[34:37] 大的技术架构框架
[34:39] 其实都一样没区别
[34:41] 08年的paper里面
[34:42] 已经说清楚了这事
[34:44] 分感知
[34:45] 分这个定位
[34:46] 然后离线做好箭图
[34:48] 然后
[34:49] 感知定位
[34:50] 之后在这个地图里边做
[34:53] 这个规控
[34:54] 然后呢感知做的好一些规控这边就可以做更好的这个
[34:58] 必然动作
[34:59] 做判别然后规控里边
[35:01] 先是决策
[35:02] 再是规划
[35:03] 然后是控制
[35:04] 大的paper
[35:05] 08年就是这样子
[35:06] 只不过呢
[35:08] 后来随着AI技术的成熟尤其是在CV领域的成熟
[35:12] 把很多
[35:13] 感知部分的模块
[35:16] 替换成了
[35:17] 这个AI的算法驱动的
[35:19] 比如说最早的就是
[35:21] 这个激光雷达
[35:22] 最早激光雷达是什么
[35:23] 它是
[35:24] 这个clustering
[35:25] 这种就是聚类就是发现这有一堆点元它可以聚到一块
[35:28] 它是通过这样的方式
[35:30] 去判断这有没有障碍物
[35:32] 那后来逐渐变成了
[35:34] 神经网络
[35:35] 去做这个
[35:37] 推理
[35:38] 所以它的就是说
[35:39] 整体的
[35:40] 自动驾驶在18年的技术架构和08年的技术架构没区别
[35:44] 但是这一套技术架构的底层逻辑
[35:47] 不是AI的
[35:48] 它的底层逻辑是robotics的
[35:50] robotics的底层逻辑在我的观察我的认知上会听对
[35:54] 它是
[35:55] 做
[35:56] 系统拆分
[35:57] 然后呢关注corner case
[35:59] 正是因为它关注corner case
[36:02] 所以它要把这个
[36:03] 这个这个系统分成一个一个可解释的模块
[36:07] 然后在这个可解释的模块里面去解决这些case的问题
[36:10] AI的方法论不是这样
[36:12] AI方法论是
[36:13] 追求
[36:14] 数据驱动
[36:15] 然后端到端
[36:17] 然后呢AI不太擅长解决一个两个具体的case
[36:21] 但它特别擅长的是我从整体上提升benchmark的性能
[36:25] 我在一个大的benchmark之前是80
[36:27] 我一波优化
[36:28] 干到90
[36:29] 再一波优化干到95
[36:31] 那这里边90到95肯定我有相当多的case变好了
[36:34] 不排除有部分的case变差了
[36:37] 所以这个就是我们看到当时我看到robotics追问的
[36:41] 这个技术架构
[36:43] 是分模块
[36:45] 感知
[36:46] 规控定位
[36:47] 然后离线践途
[36:48] 但是AI的底层逻辑其实不是这个
[36:51] AI的底层逻辑就是端端的
[36:53] 然后呢
[36:55] 同时间其实18 19 20年那会儿就是特斯拉
[36:58] 开始去
[36:59] 做自动驾驶
[37:00] 而且是用AI的方式
[37:02] 推端到端的
[37:03] 他最早做端到端是什么呢
[37:05] 是
[37:06] 把
[37:06] 这个
[37:07] 感知先同意
[37:09] 但是他就是这个感知的就是一个模型解决所有感知问题
[37:13] 那同期其实vmall是怎么干的
[37:15] 感知里边就可能有
[37:17] 几十个模型
[37:18] 真的是几十个模型
[37:21] 这个detection
[37:22] 可能是
[37:24] 有一两个
[37:25] detection完了之后呢
[37:27] 要做这个
[37:28] tracking
[37:29] tracking里面有一些小的classifier
[37:31] 然后去做一些类别的判断
[37:34] tracking完了之后
[37:35] 形成了track
[37:36] 然后再去判断做
[37:37] classification
[37:39] 每一类classification
[37:40] pedestrian什么这个
[37:42] 这个vehicle都有自己的classifier
[37:45] 然后这些弄完了之后在scene这个level
[37:48] scene understanding再做一些这个什么分类器
[37:51] 所以就是看整个的感知
[37:53] 就有几十个模型
[37:54] 然后再是这个规划
[37:56] 规划里面当时还是
[37:58] 有时候这个传统的这个规划算法
[38:00] 但也逐渐再具体
[38:01] 但这种方法论
[38:02] 就跟
[38:03] AI的方法论不一样
[38:05] AI方法论还是说
[38:07] 它不是一个个小模块
[38:08] 我还是要
[38:09] 追求尽可能追求端到端
[38:11] 所以
[38:12] 所以是那个时间点我觉得
[38:14] 就是说也是进了vmall开始学习这个历史
[38:18] 我发现
[38:19] vmall因为
[38:20] 过去很长时间
[38:22] 主导是robotics
[38:23] 的人主导
[38:24] 所以它形成了这样一条东西
[38:27] Tesla在做这件事情
[38:28] 那马斯克他就肯定是
[38:30] 驱动AI
[38:31] 他相信是这一套
[38:33] 所以他们就是完全就是AI native的去设计了
[38:35] 整个自动驾驶的这个框架
[38:37] 人也不一样对吧
[38:38] 人也不一样
[38:40] 或者我觉得在leader这个层面
[38:43] 人不一样
[38:44] 工程师这个层面
[38:45] vmall当时的
[38:46] 这个
[38:47] 人才密度非常的高
[38:48] 应该很高
[38:48] 非常的高就是
[38:49] 不缺有判断力的
[38:51] 或者有技术能力的这些工程师
[38:53] 都是很好的工程师
[38:54] 但是我觉得就还是说
[38:56] 自上而下的一些东西吧
[38:58] 确实了
[39:00] 我觉得如果咱们回到刚才那个问题回顾
[39:03] 过去的这一段时间的话其实就是我觉得从08年
[39:06] 到
[39:07] 16 17 18年这段时间都是robotics主导的
[39:11] 模块拆分
[39:12] 然后AI起来了之后
[39:14] 先是去做了一些模块内的
[39:17] 这个算法的替代
[39:18] 整个框架robotics里面小模块替换成AI
[39:21] 但是从17 18 19年开始另外一个
[39:25] 路线就是我AI native的重新去设计这个框架
[39:28] 演化到今天
[39:29] 其实
[39:30] 逐渐的就是后来说的什么BEV
[39:32] 这个端到端
[39:34] VLA
[39:35] 就是这套了
[39:36] 到今天其实这套已经成了主流
[39:39] 所以你当时18年进入vmall之后你发现
[39:42] 你意识到它是错的吗
[39:44] 那时候不敢讲它是错的
[39:46] 我就感觉不太对
[39:47] 你的直观感觉是什么
[39:50] 就是我觉得vmall当时我的感受
