[00:02] 我觉得是可能是有史以来
[96:46] 是不是能够去构建起来
[96:47] 这个我觉得是一个不断
[96:48] 加码的过程
[96:50] 互相竞争也会很激烈
[96:51] 运投多少钱
[96:53] 我预判一年三十一是起步
[96:56] 一年三十一是起步
[96:57] 嗯
[96:58] 我觉得可能三十一到五十一吧
[97:00] 嗯
[97:01] 在技术研发上
[97:02] 节约下一笔钱会来自于哪里
[97:05] 因为有的现在大模型公司在融资
[97:07] 有的在上市
[97:08] 嗯
[97:09] 我们在综合考量吧
[97:10] 就是一级二级市场都有在考虑
[97:12] 资金还是非常的关键的
[97:13] 当然
[97:14] 嗯
[97:15] 这是第一个
[97:16] 嗯
[97:17] 第二个我觉得就是应用
[97:18] 能不能有一个
[97:19] 比如说我们看五年时间的话
[97:21] 就是如果我们认为每年至少花三十一
[97:23] 代表这是一个一百五十一的
[97:25] 打底的投入
[97:26] 反而来讲就是说在
[97:28] 三到五年之后
[97:29] 能不能有一个核心
[97:30] 你自己的运用
[97:31] 能够让你有
[97:32] 有可能每年有
[97:34] 三十到五十一的利润
[97:35] 就这是一个一个数学题
[97:38] 就这两件事情都得满足
[97:40] 才有机会走到那个阶段
[97:42] 不能是土笔的
[97:44] 不能是土笔
[97:45] 在中国不能
[97:46] 在国外可能可以
[97:47] 中国为什么土笔这么不好做
[97:50] 我个人感觉中国土笔的市场
[97:52] 本质上是土气的市场
[97:54] 因为本账是由政府和
[97:57] 央国企业往外去做覆盖的整个弊端市场
[98:00] 就这个市场其实是有自己独特性的
[98:03] 然后在这类客户之外
[98:06] 其实就是几大口金融
[98:08] 互联网公司
[98:10] 然后OEM体系
[98:12] 包括中国大币
[98:13] 就这几个领域
[98:14] 那政府首先其实才需要非常好的
[98:17] 这个整个的商务的能力
[98:20] 然后在比如说面向这个OEM体系
[98:24] 和互联网公司
[98:25] 那他们本身自研的比例也很高
[98:27] 所以他们可能很多外在的
[98:29] 整个的不管商业
[98:31] 还是其他软件服务也都比较小
[98:33] 所以总体我觉得中国的大币的市场
[98:36] 其实是比较挑战的
[98:37] 中小币的话
[98:39] 我觉得中小币
[98:41] 中小币跟向C
[98:42] 所以这是为什么像淘宝这些
[98:44] 原来做小币可能能起来
[98:46] 那边可能更多是按照C端的打法来做的
[98:49] 把2B当2C要好一点
[98:51] 像中国
[98:52] 对
[98:53] 但是要看
[98:54] 所以之前曾经讲过
[98:55] 叫什么Product Leading的这个Growth
[98:58] 就是用产品驱动增长
[99:00] 这些都一定是要小币
[99:01] 或者接近C端用户才能做到
[99:03] 就像丁丁飞书这些
[99:05] 可能类似这种偏C端的
[99:07] 虽然是B
[99:08] 但是小币有C端属性的
[99:10] 这个可以靠产品来做
[99:12] 如果回望你过去这十几年的创业
[99:15] 你觉得最难的是哪些时候
[99:19] 我倒觉得没有什么moment是最难的
[99:21] 但是本账我觉得还是最难点
[99:23] 是要克服自己的短板
[99:25] 比如说我自己觉得技术角度
[99:27] 我觉得还是比较有信心的
[99:28] 但是其实对管理
[99:30] 对资本市场
[99:31] 对销售
[99:32] 这些我觉得都是自己不熟悉的领域
[99:34] 这些领域我觉得
[99:36] 就真正是完成短板的成长部分
[99:39] 是最痛苦的
[99:40] 因为它其实跟你的天然的能力是不相通的
[99:44] 所以你需要真的去做出很多的努力
[99:46] 甚至是校正
[99:47] 才能够真正完成这样的成长
[99:50] 有哪几年是你这种节约变化比较迅速的
[99:54] 你会把自己的十几年创业
[99:57] 分成哪几个阶段吗
[99:59] 对我们可能因为一年创业
[100:01] 可能一到一三年
[100:03] 可能是早期探索期
[100:04] 我们做过游戏做过这些
[100:06] 然后一三年到一九年
[100:09] 这五六年时间
[100:11] 基本上就是坚定去做2B领域
[100:13] 包含早期的金融
[100:15] 手机后来也有一些安防的领域
[100:17] 当时在2C和2B之间摇摆吗
[100:19] 没有摇摆
[100:20] 没有
[100:21] 因为当时觉得C端
[100:22] 当时几乎还没有ready
[100:24] 然后一九年之后其实从上市
[100:27] 两地上市到这个过程中
[100:29] 其实可能是资本市场和商业化
[100:31] 其实是占据主体的
[100:33] 所以总体我觉得大概三个阶段吧
[100:35] 那当然现在是一个新的阶段
[100:37] 所以当CEO是什么感觉
[100:39] CEO
[100:43] 其实过程中我其实一直在找CEO
[100:46] 就是我其实在早期的过程中
[100:48] 我都一直希望有一个更有经验的人
[100:50] 其实能够来带领一个团队
[100:52] 能更好地完成结果
[100:53] 但最终一般都很难
[100:54] 因为你首先如果不是创始团队
[100:56] 很难在团队中有这样的威信和幸福力
[100:59] 你不想做CEO是吧
[101:00] 我觉得或者我没有太所谓是不是CEO
[101:05] 对我觉得如果这件事能做成
[101:07] 那我觉得都可以
[101:08] 嗯
[101:09] 但后来发现其实在外面找很难
[101:11] 嗯
[101:12] 就是AI这个领域它对CEO的要求
[101:15] 首先技术上我觉得还是要有技术的判断力的
[101:18] 同时它要能够学习好它所在的商业和产品
[101:21] 所以其实还是一个很比较新的和全面的要求
[101:25] 所以能征用这样的人其实也并不容易
[101:28] 所以你觉得你自己变化很大的是哪些呢
[101:31] 我觉得可能第一首先更成熟吧
[101:33] 对很多事情的预期
[101:34] 其实原来很多预期可能会更乐观一些
[101:37] 现在可能是从乐观
[101:38] 调整到谨慎乐观
[101:39] 就总体我觉得大家创业都还是得是挺乐观的
[101:42] 因为创业本账是概率
[101:44] 所以创业其实成功概率
[101:45] 特别像做大模型这些概率其实是还是很挑战
[101:49] 所以愿意去去去投入到一项可能概率没有那么高
[101:54] 但是但是仍然觉得是很有意义的事情上
[101:57] 首先就是要乐观
[101:58] 所以从乐观到谨慎乐观
[102:01] 那做事可能会更加对很多困难的预期会更高
[102:05] 所以这个首先是一个态度的变化
[102:07] 第二个我自己感觉在风格各方面
[102:11] 我觉得可能我之前内部曾经讲过
[102:13] 就是我觉得最近一个体会就是说
[102:15] 其实很多事情是两个轴
[102:17] 就原来我们做技术的时候
[102:18] 刚讲拿着锤子找钉子
[102:20] 其实你会发现研发的同学
[102:21] 他往往其实是怀出的乐观
[102:23] 和一个大的方向
[102:24] 他会不断的投入资源去往那方向去靠近
[102:27] 但是其实如果从商业化结构讲
[102:29] 他其实是一个以中为实
[102:30] 他是要倒退的
[102:31] 所以为什么我说很多事情都是两个点
[102:34] 就在于就是说其实除了技术之外
[102:36] 技术的范式的判断之外
[102:38] 商业模型的判断也很重要
[102:40] 就这两个点可能得不断在你脑中可能牵扯
[102:44] 就因为你在做一个角色的时候
[102:45] 你可能不能只是说
[102:46] 我对这个技术有很强的passion
[102:48] 所以我做了
[102:49] 可能在这个基础上你还得说
[102:51] 他怎么能去商业闭环
[102:53] 就这两个像两个弹簧一样要一直拉扯你
[102:57] 然后最终让你做出一个
[102:58] 能够兼顾这两个之间的一个选择
[103:00] 我觉得还是挺重要的
[103:01] 过去两年你在这两个弹簧中拉扯出什么结果
[103:04] 就是现在这样一条路
[103:06] 就是我觉得第一
[103:08] 我觉得千里以AI和车为结合
[103:11] 包括我们从吉利开始
[103:14] 我们未来能够更广泛的
[103:16] 跟更多的车厂来形成一个好的共生体
[103:20] 能够真的把从自驾到座舱到robotaxi
[103:24] 这几大场景的AI驾车上能落地
[103:27] 那这个首先是第一大场景
[103:28] 所以能够要先形成闭环
[103:30] 同时接越我觉得能够以核心技术为驱动
[103:33] 刚才讲驱动第二个大众目标
[103:36] 就是能够有一个终端体系
[103:38] 所以这个我觉得基本上是我们过去
[103:40] 平衡完之后
[103:42] 可能我的能力和水平能够想到一个
[103:45] 我们有机会能够走出来一条路
[103:47] 所以中国其实有一个文化叫商中勇的文化
[103:49] 就是中国其实有的时候
[103:51] 可能有时候年轻
[103:53] 其实可能年少成名
[103:56] 然后可能会被追捧
[103:57] 然后他自己会膨胀
[103:58] 然后后面可能会再从高处再跌下来
[104:01] 可能有这样的一些故事
[104:03] 但我觉得技术这件事情
[104:04] 本身就是一个长期的一件事情
[104:06] 我刚讲其实一个技术同学
[104:08] 他其实做科研很多年
[104:10] 他也已经习惯了这个起伏
[104:12] 就是因为本账里去研究一件事情
[104:14] 就是会有很多起伏
[104:16] 所以就能够做冷板凳
[104:18] 内心这些人往往还是比较淡定的
[104:20] 不太会被外界的太多东西所影响
[104:23] 你觉得你可以做冷板凳
[104:25] 可以
[104:26] 你最久的做过冷板凳是什么
[104:28] 我估计是五六年
[104:32] 也算模棱上的冷板凳吧
[104:34] 你觉得磨砺了你的心性
[104:36] 对
[104:37] 其实我本身是一个比较爱的人
[104:39] 所以我其实觉得
[104:40] 如果这个事能做成
[104:41] 其实大家关注度少一点
[104:43] 我觉得是更好的
[104:44] 所以我倒也没有觉得
[104:46] 对冷板凳那件事有那么大的介意
[104:49] 过去这五六年
[104:50] 周围的人会评价你有什么变化吗
[104:53] 我觉得大家可能觉得更成熟一些
[104:55] 同时在商业上
[104:56] 可能更加决断力更强一些
[104:58] 比如说
[104:59] 以前你不会做什么
[105:01] 现在会做什么
[105:02] 我觉得做决策更果断吧
[105:04] 然后包括比如说
[105:06] 不管是在用人上
[105:07] 不管是招人还是开人
[105:09] 可能都更决绝一些
[105:11] 包括办公室选择是吗
[105:14] 对
[105:15] 我觉得办公室觉得没那么重要
[105:17] 对就是其实
[105:19] 总体我觉得还是以节约为核心吧
[105:22] 以节约为核心
[105:23] 在这个过程中
[105:24] 李叔父董事长有给过你什么建议
[105:26] 没有
[105:27] 吉利其实我学到很多
[105:28] 当然我还在过程中
[105:29] 吉利首先我觉得是一个
[105:31] 组织非常有战斗力的组织
[105:33] 所以吉利的文化
[105:35] 之前讲到就是第一叫用户之上
[105:37] 然后战略牵引
[105:39] 然后第三点其实挺有意思
[105:40] 叫原动力保障
[105:41] 原动力的意思就是说
[105:42] 其实要激发每一个人
[105:44] 他不管是因为有这种激励
[105:46] 去正向吉利
[105:47] 还甚至说他有赛马机制
[105:48] 是能够激励他能做得更好
[105:51] 我觉得都让大家能够
[105:52] 有更强的战斗力
[105:53] 让组织更有活力
[105:54] 这点很重要
[105:55] 然后吉利我觉得也是一个
[105:57] 项目管理做得非常好的一个体系
[105:59] 所以我觉得吉利
[106:00] 有非常很多值得学习的东西
[106:03] 所以我们也希望能够
[106:05] 作为吉利的大生态
[106:06] 首先把吉利服务好
[106:07] 但同时也能够去服务更多的车企
[106:10] 你觉得以19年前你的性格
[106:12] 你会愿意做支架这个事吗
[106:14] 就是all in支架这个事
[106:16] 愿意
[106:17] 是愿意的
[106:18] 当时没有看到
[106:19] 没有意识到这个机会最大
[106:21] 我当时觉得它没那么快
[106:22] 应当技术不收敛
[106:25] 19年你觉得还没有收敛
[106:27] 对
[106:28] 你觉得你什么时候会收敛
[106:30] 我觉得技术收敛
[106:31] 这也就三四年时间
[106:33] 所以我们基网进
[106:34] 就是因为技术收敛了
[106:35] 但是其实我觉得就是
[106:37] 稍微再早了两年也没问题
[106:39] 那大模型现在也不收敛了
[106:41] 现在算收敛吗
[106:42] 就算是主线是很清晰
[106:44] 所以现在进不算进得太早
[106:46] 对
[106:47] 不过这个创后期
[106:48] 本来给每个人留了一个很短
[106:50] 对
[106:51] 你觉得姚班对你影响大不大
[106:53] 我觉得还是非常大的
[106:54] 就是姚班第一
[106:55] 我觉得还是汇齐了
[106:56] 很多很优秀的同学
[106:57] 还有姚班
[106:58] 我觉得姚先生其实是一个
[106:59] 非常有国际视野
[107:02] 在学术方面
[107:04] 所以我觉得姚班
[107:06] 可能给我最大的一个认知上的帮助
[107:10] 就是还是要站在
[107:11] 世界一流的水平思考问题
[107:13] 就是原来我们可能认为
[107:15] 我们是清华中国最优秀的学生
[107:18] 那姚先生
[107:19] 我记得在最早的一篮课
[107:21] 就说你们应该是
[107:22] 全球最棒的本科生
[107:24] 那你去思考问题去解问题
[107:27] 就应该解史上最难的问题
[107:29] 我觉得还是一个
[107:30] 这样的心智的建立
[107:32] 其实使得我们敢于去解决
[107:34] 挑战很多最难的一些课题
[107:37] 其实创业是解一个题
[107:39] 你觉得你现在解的是一个
[107:40] 什么样的题
[107:42] 解的是一个超多元方程
[107:46] 然后还是一个很难的一件事情
[107:49] 如果接下来这十年
[107:50] 你做不成什么样
[107:51] 你觉得自己失败了
[107:53] 我倒觉得对结果没有那么执念
[107:55] 而是说在这个过程中
[107:56] 我有没有真正把我认为
[107:58] 正确的方法论能够实践下去
[108:01] 就是我觉得这个过程很重要
[108:03] 这个是自己的一个成长对吧
[108:05] 没有那么追求某一个目标了
[108:07] 对因为你能努力的是过程
[108:09] 结果这件事情很多综合因素
[108:11] 但是这件事你不能以
[108:13] 首先你不能做正确的事
[108:15] 我觉得首先先选择方向
[108:16] 我认识正确的事
[108:17] 同时要以正确的方式来做
[108:19] 这两年能做到最后的结果
[108:21] 我觉得不会太长
[108:22] 你想时间的正确方法论
[108:24] 有包括哪些
[108:25] 就包括我觉得我们之前讲
[108:27] 双轮驱动就是技术上
[108:28] 首先要持续投入到
[108:30] 技术技术的研发当中
[108:31] 同时商业来说
[108:32] 同时商业的模式特别特别重要
[108:34] 其实我现在见了很多不同的人
[108:36] 很多人都说商业不重要
[108:37] 我觉得商业非常非常重要
[108:39] 就是不管
[108:40] 谁跟你说商业不重要
[108:41] 各种类型的人
[108:44] 就是觉得好像似乎只把技术做好
[108:47] 我觉得是远远不够的
[108:48] 因为首先这个模型本质上
[108:51] 大模型它其实也是
[108:52] 越来越被产品和场景牵引的
[108:54] 所以如果做不好好的产品
[108:56] 比如说像coding这件事情
[108:57] 如果你本身不是有最好的这个
[109:00] vibe coding的这些产品
[109:02] 你是非常难把这个技术做好的
[109:04] 因为你的数据用户的这些hard case
[109:06] 你是不知道的
[109:07] 所以我觉得本身
[109:08] 想把技术做好的前提
[109:09] 一定是把产品做好
[109:11] 把商业做好
[109:12] 所以这个我觉得首先这个
[109:13] 两边并举
[109:14] 而不要仅仅是技术驱动
[109:16] 我觉得是很重要的
[109:17] 然后第二点
[109:18] 我觉得是在构建组织上
[109:19] 我觉得要能够构建一个
[109:20] 自己认为理想的组织
[109:22] 能够把更多
[109:24] 各种领域上最优秀的同学
[109:26] 能聚集起来
[109:27] 不光是说治理上
[109:28] 同学可能还要在
[109:29] 其他各方面的能力上
[109:30] 能够都非常好的同学
[109:32] 用正确的价值观汇集起来
[109:34] 坚持做
[109:35] 包括我觉得2C的
[109:37] 软硬件结合的
[109:38] 这样的一个领域
[109:39] 这都是我想做的事情
[109:40] 或者我觉得不能说是我
[109:42] 而是我们这帮人
[109:43] 大家坚持在这里
[109:45] 可能想做的事情
[109:46] 我觉得其实我这个概念
[109:47] 其实已经越来越小
[109:49] 是代表一群人
[109:50] 这群人愿意做这件事情
[109:52] 什么时候开始放下ego的
[109:54] 放下我
[109:55] 原来ego就没那么大
[109:57] 但是我觉得过程中
[109:58] 可能越来越小
[109:59] 就是
[110:01] 我一群人能够
[110:02] 能把一件事做成
[110:03] 还是更重要的
[110:04] 且这件事也必须一群人做成
[110:06] 你现在让你还有
[110:08] 特别强的passion
[110:10] 然后非常兴奋的事情
[110:11] 是什么样
[110:12] 我一直不是个很有passion的人
[110:14] 你一直不是个很有passion的人
[110:17] 我觉得有些passion就是
[110:19] 人的passion总量是有限的
[110:22] 所以有些人的passion是
[110:23] 这种就是所谓的
[110:26] 这种尖峰型的
[110:27] 或者突然上来有个很高的波峰
[110:30] 然后波动性的这些
[110:31] 这是一类性格
[110:33] 我觉得像我的性格
[110:34] 可能更适合长期对件事情
[110:36] 比如对AI
[110:37] 我觉得是很有passion的
[110:38] 他这个passion得长期坚持和释放
[110:41] 你十年前也这样是吧
[110:43] 对
[110:44] 你十年前讲话也是挺的
[110:46] 对
[110:48] 为什么
[110:49] 这个是怎么形成的
[110:51] 这就是原生态的个性
[110:54] 然后你们公司的另外一个人
[110:56] 还有passion
[110:57] 对
[110:58] 我们技术同学有很多不同的个性
[111:00] 我觉得应该
[111:01] 我自己其实非常喜欢多元性
[111:03] 就是多样性
[111:04] 所以我觉得一个团队里
[111:05] 应该也有多样性
[111:06] 大家不同的人在一起
[111:09] 能够互相碰撞
[111:10] 其实还是给对方
[111:11] 彼此有很多不同的视角和乐趣
[111:15] 今天对你来说诱惑多吗
[111:17] 不太多
[111:18] 不太多
[111:19] 你现在看到什么
[111:21] 别人觉得是机会
[111:22] 你觉得它只是一个诱惑
[111:24] 我觉得去生早了点
[111:29] 现在去生这些公司
[111:30] 大家可能也意识到这点
[111:31] 所以都很激进
[111:33] 会不会觉得今天太保守了你
[111:36] 我觉得还好
[111:38] 做这么多事
[111:39] 保守的人不应该做这么多事
[111:41] 现在事还是有点多的
[111:43] 我是希望事越做越少
[111:45] 还能砍吗
[111:46] 还能取舍吗
[111:47] 我觉得最小级了
[111:48] 就是模型加上中断
[111:50] 可能是未来也不会太扩展
[111:53] 只是把这件事做得越来越扎实
[111:56] 你今天讲对2011年的运气是什么
[112:00] 说一句话
[112:01] 如果要说一句话你会说什么
[112:03] 没什么想说的
[112:05] 因为你看一般这种问题
[112:07] 最后一般大家都说什么
[112:09] Be yourself
[112:10] 就做你自己
[112:11] 本质上就是说
[112:12] 其实大部分人没有那么多遗憾
[112:16] 我觉得这条路径走过来
[112:18] 是一个必然的一条路径
[112:21] 我觉得核心是怎么往后走吧
[112:23] 你对下一个十年的期待是什么
[112:25] 下个十年我还是很期待
[112:27] 中国能够在AI这个领域
[112:29] 能出世界级的公司
[112:32] 需要是你吗
[112:34] 最好是我
[112:35] 但也不一定要是我
[112:36] 我觉得这个最终可能
[112:38] 我们中国一定会有这样的公司
[112:40] 并且我觉得世界级的公司
[112:42] 定义不光是说商业结果上的
[112:44] 我觉得也包含它对整个技术的
[112:47] 真正最前沿潮流的引领
[112:49] 以及某种程度上的一种
[112:51] 铁文化和价值观的引领
[112:53] 我觉得能做到引领是很重要的
[112:56] 不光是商业的结果
[112:58] 我觉得就有这个潜质
[113:00] 你今年最多的一个思考是什么
[113:02] 二五年
[113:04] 二五年坦诚讲
[113:06] 深度思考没有那么多
[113:08] 因为二五年更像是把
[113:10] 二点零的这些自己想清楚的事情
[113:12] 再去布局和实现
[113:14] 所以总体我觉得二五二六年
[113:16] 可能是一个比较匆忙的状态
[113:20] 但是希望二五二六年
[113:22] 把这些布局做完之后
[113:24] 未来能够真正成立一个
[113:26] 能够把这些产品和技术做好
[113:32] 现在还没有到这个点吗
[113:34] 现在正在过程中
[113:36] 你现在的一天是什么样的
[113:38] 时间安排
[113:40] 我觉得可能还是
[113:42] 现在工作强度还蛮大的
[113:44] 现在基本上每天可能
[113:46] 得干到一到两点钟
[113:48] 到晚上可能七八点钟
[113:50] 所以我觉得每天工作时长还是蛮长的
[113:52] 然后我觉得基本上就是
[113:54] 可能也相对会
[113:56] 按照自己的这个计划
[113:58] 排的比较有顺序
[114:00] 包括这几个不同的板块
[114:02] 每周也都会有相关的会议
[114:04] 包括内部外部吧
[114:06] 因为现在我自己感觉
[114:08] 还是最近在花挺多时间
[114:10] 在外部见候选人
[114:12] 就是团队还是需要有更多同学
[114:14] 来一起来做这件事情
[114:16] 并且我们的这样的一个事业
[114:18] 我觉得也还是挺有感召力的
[114:20] 所以对我觉得可能
[114:22] 你是怎么感召力的
[114:24] 感召后选人呢
[114:28] 就是比较真实的吧
[114:30] 我们想做的事情跟大家讲
[114:32] 然后就会自然去筛选
[114:34] 就是有些同学就自然
[114:36] 比如说AI就是一件很有感召的事情
[114:38] 然后我认为把AI跟物理世界
[114:40] 不管叫physical AI
[114:42] 还是叫未来AI终端
[114:44] 这件事本身大家也都
[114:46] 很多人就很感兴趣
[114:48] 就是不同的人
[114:50] 有些人可能很喜欢虚拟世界
[114:52] 我自己其实是非常喜欢现实世界
[114:54] 喜欢这个物理世界的
[114:56] 更真实更丰富
[114:58] 你现在在生活上快乐体现在哪里
[115:00] 生活上的热情
[115:02] 生活上的热情
[115:04] 最近生活热情的标准降得比较低
[115:06] 就是我现在每天晚上能睡觉的时候
[115:08] 我都挺开心的
[115:10] 就是觉得今天的事干完了
[115:12] 好吧
[115:14] 快乐永远是一个差值
[115:16] 就是你的
[115:18] 就是所以快乐没有绝对的快乐
[115:20] 快乐总是
[115:22] 在你日常的情况下
[115:24] 能够高过这个
[115:26] 就是核心还是要有正向刺激
[115:28] 所以比如很辛苦的时候
[115:30] 能够休息就是快乐
[115:32] 所以我觉得人核心是要有快乐的能力
[115:34] 有些人可能拥有很多
[115:36] 他也不快乐
[115:38] 所以本账还是要能够意识到这样的一个正向增量
[115:40] 并且享受这个增量
[115:42] 你就能快乐
[115:44] 我还有几个快问快答
[115:46] 全球范围内一道你喜欢的食物
[115:48] 我喜欢吃朝鲜菜
[115:50] 一个你喜欢的地点
[115:52] 纽约
[115:54] 基于所有读过的书两本必读书
[115:56] 这个AI领域
[115:58] 我觉得是很值得读的
[116:00] 然后第二个
[116:02] 我蛮喜欢那个哲学的故事
[116:04] 把不同的哲学思想从上到下
[116:06] 其实做一个蛮结构性的梳理
[116:08] 然后也比较易懂
[116:10] 你最近对世界获得一个比较新鲜的认知是什么
[116:12] 其实我觉得有些认知
[116:14] 其实之前比如说
[116:16] 这个费米曾经讲过
[116:18] 就是你懂一件事情
[116:20] 可能你以为你懂的但你并不懂
[116:22] 所以最近我其实对于
[116:24] 这个正向和逆向这件事情
[116:26] 就是我其实发现
[116:28] 原来一些组织讲执行力这件事情
[116:30] 但当它的所有的管理是正向管理的时候
[116:32] 它就不会有执行力
[116:34] 所以就是
[116:36] 正向管理适合做创新性研发
[116:38] 而逆向管理适合拿结果
[116:40] 所以最近觉得这两种能力都要有
[116:42] 不两个公司应该不一样
[116:44] 对
[116:46] 我认为每家公司都应该有这两种能力
[116:48] 但是它的文化的比重
[116:50] 可能会相对有点侧重
[116:52] 因为每家公司原则上讲
[116:54] 都应该有创新的能力和拿结果的能力
[116:56] 所以这两种能力我觉得都需要有
[116:58] 你觉得影响AI进程的几篇
[117:00] 最重要的论文是哪几篇
[117:02] 我自己感觉
[117:06] 其实从现在看也就两篇
[117:08] 一个是RedNet一个是Transformer
[117:10] 其他我觉得
[117:12] 可能都有很多重要的工作
[117:14] 但是可能没有这么本质
[117:16] 基于当下所有的认知
[117:18] 你一个当下的BAT是什么
[117:22] 做中端
[117:28] 好了今天的节目就是这样
[117:30] 这里是商业访谈录
[117:32] 养有语言及世界工作室
[117:34] 出品的深度访谈节目
[117:36] 你可以到公众号关注我们的工作室
[117:38] 获取更多的信息
[117:40] 我们的公众号是语言及世界
[117:42] Language is World
[117:44] 我们希望和你一起
[117:46] 从这里探索新的世界
