[00:02] 就在京都在鸭川边上
[23:44] 你的期望收益是百分百
[23:46] 哪怕这是一个听上去很low的理由
[23:48] 其实这是一个很好的创业理由
[23:49] 因为你一定会成功的
[23:51] 哪怕这个公司最后很不咋地
[23:52] 要么你就是特别想要让一件事发生
[23:55] 你甚至
[23:56] 就算你自己没有让它发生
[23:58] 别人让它发生了
[23:59] 你觉得也很好
[24:00] OK
[24:00] 这件事情是已经
[24:01] 你参与到一个宏伟的命题里去
[24:03] 那么这个东西你也是很难失败
[24:05] 因为最后就两个可能
[24:06] 第一就是
[24:07] 第一你要实现的那个东西是确定的
[24:09] 你想方设法去实现它
[24:10] 就算你真的最后没有实现它
[24:13] 有别人实现它了
[24:13] 你也不算输
[24:15] 所以从期望收益的角度
[24:17] 这两个是比较好的创业理由
[24:18] 比如你想发财
[24:19] 或者想证明自己出名
[24:21] 这个期望收益都比较差
[24:22] 坦白说期望收益都很差
[24:24] 肯定是不如在大厂
[24:25] 比如发财肯定是不如在大厂
[24:28] 其实甚至包括证明自己
[24:29] 你做到一个大厂的高管
[24:31] 其实也挺能证明自己
[24:33] 很多人都会认识你
[24:33] 非常respect你
[24:34] 所以这两个的
[24:36] 不是很好的理由的原因
[24:37] 不是因为什么什么道德品位
[24:39] 那你实现不了
[24:41] 它期望收益很差
[24:43] 它就是期望收益
[24:44] 需要严实满足
[24:45] 概率低
[24:46] 其实你就是你把它的
[24:47] 就是期望收益
[24:48] 你把它的期望成为你的收益
[24:50] 它做到那个期望收益
[24:51] 是一个比较差的选择
[24:53] 对
[24:53] 而我刚才说的另外两个
[24:54] 理由
[24:54] 就是期望收益非常高
[24:56] 就大概率上
[24:56] 你会获得你的期望收益
[24:58] 所以
[24:59] 你当时创业的时候
[25:00] 是不是必须会给
[25:02] 自解离职的员工
[25:03] 有一套估值法
[25:04] 其实我完全不知道怎么估值
[25:06] 对
[25:08] 今天我也不知道
[25:09] 对
[25:09] 我一直不知道
[25:11] 估值到底是怎么来的
[25:12] 我其实更多的是
[25:13] 我觉得干这些事需要多少钱
[25:15] 我需要这么多钱
[25:17] 我基本上是用这种方式去融资
[25:19] 第一次创业是谁投的
[25:21] 我其实第一次创业的时候
[25:23] 阿里本身就投了一点
[25:24] 后来是灵异和显峰
[25:26] 这两个投我的股东
[25:28] 后来我在这次创业
[25:29] 是我的股东之一
[25:30] 为什么你后来准备回阿里
[25:33] 没有回自己
[25:34] 你要对你的股东负责
[25:37] 所以阿里对这个事情
[25:38] 他是把这公司买回去了
[25:40] 为了让我回去
[25:40] 所以把这公司买回去了
[25:42] 后来你在阿里负责长视频
[25:45] 对
[25:45] 我在优酷负责一些产品
[25:48] 创新
[25:49] 一些包括什么短视频内容
[25:51] 那么一个
[25:52] 对
[25:53] 一直都在做优酷货品
[25:54] 这个产品
[25:55] 其实包括后来去做苗芽这个事
[25:57] 很重要的原因就在于
[25:59] 优酷或者长视频这种业务
[26:01] 它本质上不是互联网业务
[26:03] 它其实是个内容业务
[26:04] 甚至你可以把它
[26:05] 抽象成投资业务
[26:07] 就是你投一个片子
[26:08] 这个片子收回来
[26:10] 这个片子拍得好
[26:11] 它就会播得非常好
[26:12] 这个片子拍得不好
[26:14] 你从产品技术上是
[26:15] 不可能用任何手段去辅助它
[26:18] 平台本质在投内容
[26:20] 它没有什么平台价值
[26:22] 它其实不能
[26:23] 它不是一个平台
[26:24] 它不能吸引很多2C的创作者
[26:26] 过来创作
[26:27] 我举个极端的例子就好了
[26:28] 比如说你打开任何一个长视频
[26:30] 网站的APP的首页
[26:32] 其实我可以明确地说
[26:34] 你加不加推荐算法
[26:36] 加推荐算法很有可能是负向的
[26:38] 它是一个
[26:38] 大家打开它就要看见
[26:40] 这不能叫做一个平台
[26:41] 这就好像电影院不是个平台一样
[26:43] 今天比如说
[26:44] 《风浪动物城2》上了
[26:45] 大家都去电影院看《风浪动物城2》
[26:47] 不是电影院分发了《风浪动物城》
[26:50] 是《风浪动物城》
[26:51] 给电影院带来了流量
[26:52] 所以
[26:53] 我觉得这是有一个
[26:54] 分模关系的
[26:55] 所以你很难说长视频
[26:56] 有很强的平台效应
[26:57] 它就是个
[26:58] 说到底是个内容用
[26:59] 你要懂内容
[27:00] 找到好内容
[27:01] 抢到好内容
[27:02] 你就会表现好
[27:03] 对这个生意也非常简单
[27:05] 一开始大家亏钱
[27:06] 就是因为面粉太贵了
[27:07] 面包卖不上价
[27:09] 你就会亏钱
[27:10] 大家慢慢慢慢收支会逐渐平衡
[27:12] 是因为面粉也在降价
[27:13] 面包大家的付费习惯越来越好
[27:16] 对
[27:16] 当然后来出现了
[27:17] 比如短剧这些
[27:17] 就是另外一个话题了
[27:19] 所以到了23年的时候
[27:20] 我就其实虽然
[27:21] 我在带着很大的一个团队
[27:22] 但我其实已经不怎么管
[27:24] 优酷自己本身的事情了
[27:26] 因为我所负责的产品
[27:28] 技术 设计等等
[27:29] 这些偏创新的东西
[27:31] 坦白说我认为
[27:31] 并不能够对长视频
[27:33] 或者一个内容产品
[27:34] 这样的东西
[27:35] 产生实质性的影响
[27:36] 你这听起来很绝望
[27:38] 在里面干的
[27:38] 也不能算绝望
[27:40] 你知道你
[27:42] 你不能真正改变什么
[27:44] 所以我就去基于自己的兴趣
[27:46] 开始做一些事情
[27:47] 这也是后来就开始做AI
[27:49] 后来就做图像 做描牙
[27:51] 就是这么来的
[27:51] 我记得你是不是
[27:52] 对你团队说过一句话
[27:54] 你说反正你们的工作
[27:56] 也没有什么意义
[27:56] 就不要来沟会吗
[27:58] 不是 原话不是这么的tough
[28:01] 但其实是有一次
[28:02] 因为我们会有双周会
[28:03] 我当时拉了一个双周会
[28:05] 跟团队内的所有人在一起
[28:07] 我说反正从今天开始
[28:08] 关于优酷的各种会
[28:09] 我都不会参与了
[28:11] 大家可以自主决策
[28:13] 因为我觉得其实我的决策
[28:15] 也不能带来什么变化
[28:17] 很有可能
[28:17] 不能带来什么变化
[28:18] 公司或者我们
[28:19] 想要让它变得更好
[28:21] 核心还是要
[28:21] 内容找对
[28:23] 所以我就不参与
[28:24] 各种后面的讨论了
[28:25] 大家自己自行讨论
[28:26] 所以从那个时候开始
[28:27] 我就把时间
[28:29] 花在另外两件事情上
[28:30] 那你的leader怎么看这事
[28:31] 所以这就是我觉得
[28:33] 我的leader比较好的地方
[28:34] 我觉得当时
[28:36] 那大老板是老樊
[28:37] 樊如远
[28:38] 老樊是一个
[28:38] 还是一个满给空间的人
[28:40] 所以他并不会太纠结于
[28:42] 这个问题
[28:43] 我觉得因为老樊
[28:44] 也一直在强调
[28:45] 文娱或者优酷
[28:46] 是个内容业务
[28:48] 内容为王
[28:49] 这是他一直在讲这个事情
[28:51] 所以他的主要精力
[28:52] 也会放在内容上
[28:53] 所以比如说产品技术
[28:54] 这些东西
[28:55] 他也不会太多去约束和管
[28:57] 所以这留了一定创新空间
[28:59] 你怎么给下一组大绩效
[29:01] 这是一个
[29:03] 我觉得这在大厂里
[29:04] 是一个蛮有意思的命题
[29:07] 坦白说
[29:08] 大家都没有什么
[29:08] 特别实质的结果
[29:10] 如果大家都没有
[29:11] 特别实质结果
[29:12] 这个绩效更多是
[29:13] 过程奖励
[29:14] 那说到这里
[29:15] 你能不能讲一下
[29:16] 当时妙鸦是怎么做出来
[29:17] 因为当时确实是那一年
[29:19] 非常认知度
[29:20] 非常高的一款
[29:21] 产品
[29:21] 一个现象级的产品
[29:23] 对
[29:23] 这其实已经是
[29:24] 两年前的事情了
[29:25] 对
[29:26] 过得蛮快的
[29:27] 对
[29:27] 23年
[29:28] 对
[29:28] 过得蛮快的
[29:29] 那个时候大家很风猛
[29:31] ABD刚出来不久
[29:32] 现在也挺风猛的
[29:34] 对
[29:34] 我觉得大家风猛的点
[29:35] 在不停的变化
[29:36] 总就简而言之
[29:38] 我觉得这个事
[29:38] 其实并没有那么复杂
[29:40] 它就是一个兴趣使然的东西
[29:42] 在这个兴趣之下
[29:44] 做了几个比较简单
[29:46] 和常识性的判断
[29:47] 比如说当时我们做的
[29:49] 第一步回去看技术
[29:50] 虽然当时ChaiDB
[29:51] 特别火
[29:51] 当时大家都很FOMO
[29:52] ChaiGBT
[29:53] LM
[29:54] 但因为考虑到当时
[29:56] 我是内部一个兴趣小组
[29:57] 这样的一个东西
[29:58] 我们去看现成的技术
[29:59] 我们看了一圈之后
[30:00] 那个时间点
[30:01] 其实只有图像技术比较成熟
[30:03] 相对成熟
[30:04] 跟今天的比如banana
[30:05] 这些是不能比的
[30:06] 但在那个时间点
[30:07] Diffusion based model
[30:08] 是一个已经相对成熟的技术
[30:11] 周边生态也开发的比较好
[30:13] 所以我们就决定
[30:15] 在图像上试一试
[30:16] 我们作为一个后发的产品
[30:19] 后发的团队
[30:20] 对
[30:20] 当时已经有
[30:20] 比如说Miderni这些
[30:21] 当然最火的topic
[30:23] 就是Miderni
[30:24] 各个大厂都在做
[30:25] 各种各样类似Miderni
[30:26] 这样的产品
[30:27] 我们再去做这个事
[30:28] 显然是不make sense
[30:29] 因为我第一个理念就是
[30:30] 大家这事已经做得很好了
[30:31] 我们到底有什么不一样
[30:33] 没什么不一样
[30:33] 我们为什么要做一遍
[30:34] 其次我们又没卡
[30:36] 又没钱
[30:36] 又没人
[30:36] 那我们为什么能做成这个事
[30:38] 所以作为第二个决策
[30:39] 我们一定要找一个足够垂直
[30:41] 足够细分的事情去做
[30:42] 在这一件事上
[30:43] 尝试比别人做的都好
[30:45] 这就用到了一个
[30:46] Jobs有一个很经典的演讲
[30:50] 它就是Connecting the dots
[30:51] 对
[30:52] 所以那个时候我就跟团队讲
[30:54] 因为我以前做过相册
[30:55] 相册会做用户照片的
[30:57] 自动的分类
[30:59] 我就说其实人的照片
[31:00] 占了70%
[31:01] 第二名是截图
[31:02] 对
[31:03] 所以其实我们只要能把人
[31:04] 这个事做好
[31:05] 就会非常好
[31:06] 所以我们就定下了
[31:07] OK
[31:07] 我们要做写实的人像
[31:09] 这样一个垂直的方向
[31:09] 再去看
[31:10] 其实团队的第一反应
[31:12] 是去做一些
[31:13] 比如说淘宝换装
[31:14] 模特图生产
[31:15] 电商图生产
[31:16] 因为毕竟是阿里的团队
[31:18] 但这样的事情
[31:19] 其实是很难有利润的
[31:21] 很难有利润的
[31:22] 因为电商是一个
[31:23] 很长的商业链条
[31:25] 很长的商业链条
[31:26] 在这么长的一个商业链条里
[31:28] 你不是核心环节的话
[31:30] 其实很难有好的利润空间
[31:32] 你是没有溢价权
[31:33] 所以我觉得这不是好生意
[31:34] 当时就想找一个
[31:35] 2C的能够端端端定价的东西
[31:37] 就选了写真
[31:38] 所以这几个决策做完之后
[31:41] 你就变得比较简单
[31:42] 我要用一个垂直于
[31:44] 写实人像的AI模型
[31:45] 去做一个写真的生意
[31:47] 因为今天的写真
[31:48] 它成本高
[31:49] 周期慢
[31:50] 重资产
[31:51] 这几个决策之后
[31:53] 就开始做这个产品
[31:54] 后来结果也还不错
[31:56] 其实我们不是第一个
[31:59] 做这个事
[32:00] 在我们做这个事之前
[32:02] 当时B612 美图
[32:04] 这些产品都已经上线了
[32:05] 一模一样的功能
[32:06] 甚至连交互流程
[32:07] 跟我们基本上都是类似
[32:08] 但确实效果做到了比较好
[32:11] 是哪方面效果做得比较好
[32:13] 因为当时我们做这个项目的时候
[32:14] 我定了一个要求
[32:16] 我们当时定了三个样
[32:17] 一个叫真
[32:18] 一个叫像
[32:18] 一个叫美
[32:19] 真要看不出来是AI做的
[32:21] 到今天为止
[32:22] 我觉得所有AI
[32:23] 今天很少有人还提AIGC这种词
[32:26] 但你只要是AI generating
[32:28] 是不是足够真到看不出来
[32:31] 就是一条线
[32:33] 你能卖过去
[32:34] 你的价值就会被无限放大
[32:35] 你卖不过去
[32:36] 你的价值还是会有一个很低的调和
[32:38] 所以很真
[32:39] 看不出来是AI做的
[32:40] 像肯定要跟用户要足够像
[32:42] 人最喜欢传播的东西
[32:43] 永远就只有三类
[32:44] 一种叫与我有关
[32:46] 第二种叫对我有用
[32:47] 第三种叫喜闻乐见
[32:49] 对
[32:50] 所以一定要足够像
[32:51] 一定要让它足够与我有关
[32:53] 第三个就是美
[32:53] 还得比我好看点
[32:54] 没有人想要看到
[32:56] 完全想真实的自己
[32:58] 对还要美化一点
[32:59] 所以我觉得本质上是在这三个要求上
[33:02] 做到了比较高的一个分数
[33:03] 其实我自己有一个产品理念
[33:05] 也是我现在去做AI产品
[33:08] 在过去两年
[33:09] 坦白说中间摸索了很多东西
[33:11] 但很多东西都让我不是很兴奋
[33:12] 我们都用比较低成本的方式去做
[33:15] 或者叫用小的试错的方式去做
[33:18] 有一个原因就是
[33:18] 我比较喜欢one way door的产品
[33:20] 单向门产品
[33:22] 单向门产品就是说你用了这个产品
[33:24] 你就知道这个需求以后
[33:26] 我只会用这种东西解决
[33:27] 你比如说coding IDE
[33:29] 就IDE这个事情
[33:30] 你用了cursor或者用cloud code
[33:33] 你就知道你再也不会用以前的IDE了
[33:36] 就这也是为什么它的商业线这么大
[33:37] 就它才是一个被充分放大的东西
[33:39] 它是个单向门
[33:41] 为什么喜欢这种
[33:43] 因为这个东西你可以慢慢做
[33:46] 你可以长期的做它
[33:47] 它是一个单向门的东西
[33:47] 它是一个单向门的东西
[33:47] 它是一个单向门的东西
[33:48] 它是一个单向门的东西
[33:48] 它是一个足够长期正确的事情
[33:50] 有些产品是wow
[33:51] 但实际上它不是单向门
[33:53] 你wow完了之后你还会退回去
[33:55] 或者你无法完全取代以前的
[33:57] 以前的使用习惯
[33:59] 你会非常的痛苦
[34:02] 你这种生意是不断的需要去循环去做
[34:05] 你要不断的把用户还要召回回来
[34:07] 他本来用你用的挺好
[34:08] 过两天你解决不了我这个问题
[34:10] 我还得再用回原来那个
[34:11] 过两天又得想起你来
[34:13] 这是一个很麻烦的事情
[34:15] 但如果你非常确定你是单向门
[34:17] 那就意味着
[34:18] 你的市场份额
[34:19] 哪怕今天你再小
[34:20] 哪怕今天你再小
[34:22] 你一定会一天一天往上涨
[34:23] 我觉得这个东西就最终是一个
[34:26] 来自于自己的
[34:27] 其实这不是因为数据
[34:28] 你用了之后你就觉得自己
