[00:04] 我应该是公司第一个离职的人
[28:00] 他当时在openai吗
[28:01] 呃
[28:01] 就是去讲说他们怎么去理解压缩的
[28:03] 呃
[28:03] 会发现说里面有很多的观点和听讲的是非常非常契合的
[28:08] 所以这个算是算是我开始呃
[28:12] 进入到真诚的这个大模型
[28:14] 或者是就是这个的这个ai的一个一个门
[28:18] 就是就是你就是你的一只脚迈进去了
[28:21] 那再往后就是沿着压缩这件事情
[28:24] 包括包括一些工作的这个时间
[28:27] 呃
[28:27] 开始慢慢把各种各样的信息去进行拼凑
[28:30] 对最终形成了
[28:32] 对就是可能今天能够去支撑我去创业的一些底层的底层的一些思考
[28:39] 嗯
[28:39] 你今天能不能给大家讲一讲什么叫压缩级智能
[28:43] 对就是对这个概念其实会会比较会比较怎么讲呢
[28:49] 他会比他会比较抽象
[28:50] 对因为压缩本身上是一种是一种算法
[28:54] 对就是就是你把一个文件变得更小
[28:57] 他本身上也是也是一种压缩啊
[28:59] 那为什么压缩呢
[29:00] 压缩会产生智能
[29:02] 其实在我之前写的一些文章里面
[29:04] 他也有他也会有提及
[29:06] 是因为我们认为压缩他会带来数据之间的连续
[29:11] 对因为压缩的对象其实是数据嘛
[29:14] 那这些数据他原本代表的是对于呃
[29:19] 某一某一种对象啊
[29:21] 某一种对象的一种呃数据化的这种表达
[29:24] 那当这种表达他经过压缩之后
[29:28] 原本一些离散的点啊
[29:30] 就是就是在数据分布层面
[29:32] 他原本是离散状态的一些东西
[29:34] 他可能会形成某种联系啊
[29:37] 也就是我们所说的叫连续
[29:40] 那这种连续他对外的展现就会是就会是某种智能
[29:44] 或者说我们去叫他涌现泛化
[29:46] 有各种各样的词或者是叫幻觉啊
[29:49] 其实呃我会认为说他都是呃他都是压缩带来的啊
[29:54] 可能一个比较直观的比较直观的例子就是不同的
[30:00] 呃单点的任务就是比如说lp里面
[30:03] 他有他原本有非常多的呃单点的任务翻译啊
[30:07] 然后samurai啊
[30:08] 然后呃比如说补全
[30:10] 这其实都是一个一个零散的这种任务
[30:13] 那原本这些任务他们都是被单独训练的啊
[30:18] 有自己的训练数据
[30:19] 然后有自己的模型
[30:20] 嗯呃当应该是呃应该是gbg2啊
[30:25] gbg2的这个时候
[30:27] 他把非常多的单点的任务啊
[30:28] 他把非常多的单点的任务啊
[30:29] 他把非常多的单点的任务啊
[30:30] 他的数据统一成为了一种可以用自然语言去输入和输出的一种格式
[30:37] 再去拿来去训练的时候
[30:38] 大家其实会发现说不同任务之间
[30:41] 他出现了我们刚才讲的这种这种连续啊
[30:43] 什么意思呢
[30:44] 个一个可能不那么恰当的例子啊
[30:47] 就比如说我原本有一个中文到英文的翻译任务
[30:51] 然后我还有一个任务叫呃这个中文的总结
[30:56] 但是你看这个时候没有一个任务叫英文总结
[30:59] 就是
[31:00] 就是我现在比如说有一个训练了学习两个任务
[31:03] 一个叫中文到英文的翻译
[31:05] 然后另外一个叫中文的总结啊
[31:06] 但是我并没有训练一个任务叫英文的总结
[31:09] 那连续的意思就是说
[31:11] 当我去训练这样两个看上去和英文总结没有什么关系的任务
[31:16] 或者说他数据里面并没有这个英文总结这样的数据的时候
[31:20] 你会发现模型他学会了英文总结
[31:23] 对那这样看上去他就是就是人类定义的某种智能啊
[31:28] 他好像在去应对一个人类定义的某种智能啊
[31:29] 他好像在去应对一个人类定义的某种智能啊
[31:30] 这个新的就是之前没有去见过的场景
[31:33] 他能够做得很好
[31:34] 有方法能力
[31:35] 对是的是的
[31:37] 而语言
[31:38] 而语言其实是一种去做压缩非常好的
[31:41] 非常好的载体
[31:43] 因为他对于这个世界的表达能力是是足够丰富的
[31:48] 因为有大量的事情我们都可以用语言的方式去去表述出来
[31:54] 并且语言他的训练的这个成本相对是会更低的
[32:00] 嗯
[32:00] 嗯
[32:00] 嗯
[32:00] 嗯
[32:00] 嗯
[32:00] 比如说它相对于图片相对于视频来说
[32:02] 它的这个训练成本会更低
[32:03] 所以它就会成为今天一个非常好的
[32:07] 这个压缩的载体
[32:08] 所以可能我现在的
[32:10] 向心的这个观点
[32:12] 它不叫压缩机制
[32:14] 我会认为叫语言机制
[32:15] 跟你们的那个工作室
[32:18] 的这个理念会非常像
[32:20] 语言通过压缩传承智能
[32:23] 是的
[32:24] 然后你学了阅证颜面以后
[32:26] 跟你想象的一致吗
[32:29] 你觉得这是一家什么样的公司
[32:30] 我会认为
[32:32] 就是我在Moreshout待的时间
[32:35] 差不多一年
[32:36] 是从23年的年初到
[32:38] 24年的年初
[32:40] 所以其实我没有经历
[32:42] 它后来最辉煌的那段时间
[32:45] 对
[32:46] 你应该是最早一波开始离职的人
[32:48] 我应该是公司第一个离职的人
[32:50] 第一个离职创业的人
[32:51] 后来创业还挺多的
[32:53] 对 公司的离职流程
[32:55] 就是从我那个时候开始有的
[32:58] 呵呵
[32:59] 之前没有离职流程
[33:00] 对
[33:01] 是的
[33:02] 对
[33:03] 对 就首先
[33:05] 我会认为说
[33:07] 它可能是我之前的工作经验里面
[33:11] 体验最好的一个地方
[33:14] 因为两点吧
[33:16] 第一点是
[33:18] 大家的目标是比较纯粹和一致的
[33:21] 那个时间点就叫
[33:23] 这个搞出AGI对吧
[33:25] 就你有看过那个两弹一星
[33:28] 两弹
[33:28] 不是 叫那个
[33:29] 横空出世那个电影
[33:32] 就是造原子弹的那个过程
[33:34] 这里面有一句话叫搞出原子弹挺直腰杆子
[33:37] 对吧
[33:38] 对 我觉得当时
[33:39] 团队里面有很多人是叫这个搞出AGI
[33:42] 这个挺直腰杆子对吧
[33:44] 对
[33:45] 所以目标是非常一致和纯粹的
[33:49] 然后第二点是说
[33:50] 和一群聪明人一块去做事的话
[33:53] 是非常是非常省力的
[33:56] 就很多时候他可能不需要去
[33:58] 去开会讨论很多的很多的问题
[34:02] 去做所谓的对齐去做拉通
[34:07] 而更容易出现的事情是
[34:10] 可能对于同一个问题
[34:12] 大家从各自的理解去主动的做了一些
[34:17] 做了一些工作
[34:18] 然后发现这些事情
[34:19] 他可能在某个时间点就被拼凑起来了
[34:22] 就是你完全可以基于自己对这件工作的理解去做它
[34:27] 那
[34:28] 到最后你会发现说
[34:29] 这个工作他在其他人那里是能够去连上的
[34:34] 那就变成了一种
[34:36] 大家可以非常自主自下而上的去产生好的创意
[34:41] 然后这些工作也最终可以被汇集起来
[34:44] 变成好的成果的这样的一个工作模式
[34:47] 对
[34:48] 所以其实那段时间
[34:50] 那段时间我的工作并不会觉得他累
[34:55] 他其实是一种比较
[34:58] 比较松弛的状态
[34:59] 因为你会觉得说是在
[35:02] 是在为自己的某种目标去工作
[35:06] 你可以完全的去给到自己足够的时间来去思考一些问题
[35:12] 你做的所有的产出
[35:15] 他大概率是会有用的
[35:17] 对
[35:17] 所以会是这样一种状态
[35:19] 那你还立志
[35:22] 对
[35:23] 这个其实前面也讲过说
[35:26] 我一直是在为
[35:28] 创业区做准备的
[35:30] 因为你可以看我的工作的历程
[35:35] 就是这个公司的规模是逐渐变小了
[35:38] 就是公司的成立时间是逐渐
[35:41] 就是我加入那个公司
[35:43] 就是距离他的那个成立时间是越来越短了
[35:47] 对
[35:47] 所以其实照这个趋势推演下去也一定能够推演出
[35:50] 我一定会去自己创业
[35:53] 这是什么推演
[35:54] 对
[35:55] 这样一个终点
[35:56] 对吧
[35:57] 嗯
[35:58] 但当然这是这是这是一个就是现象啊
[36:01] 从这个现象
[36:02] 其实你已经可以推演出这件事情
[36:04] 那当然背后是有一些是有些决策的
[36:07] 我自己在支撑的
[36:08] 我觉得最重要的这个支撑来自于说
[36:13] 我想明白了一个问题
[36:15] 这个问题就是就是前面提到
[36:19] 我就是想去了解模型底层能力
[36:23] 要解决的那些问题
[36:24] 就是模型能力到底是怎么出来的啊
[36:26] 他未来会怎么发展
[36:28] 你做的事情和模型的能力
[36:30] 它的关系是什么
[36:31] 啊
[36:31] 我觉得我想明白了这三个问题啊
[36:34] 呃
[36:35] 有了有了答案
[36:36] 并且在那个时间点会非常的相信说用这套方法是能够在模型之外啊
[36:46] 其实其实也不能叫这个叫模型之外
[36:49] 就是说是能够在整个大模型的这个技术浪潮里面呃去真正做出一个好的产品
[36:57] 做出一个
[36:57] 有生涯价值的产品
[36:59] 呃
[36:59] 他是他是能够实现的
[37:01] 呃
[37:01] 他是有理论基础的
[37:02] 对
[37:02] 所以就是想办这个问题之后
[37:04] 呃
[37:05] 还是没有办法按捺住自己这个创业的创业的这个这个呃热情吧
[37:11] 嗯
[37:12] 对嗯
[37:13] 你在摸射这一年之中
[37:15] 你积累了哪些关于技术的认知技术产品的认知
[37:20] 嗯
[37:21] 我记得你之前跟我分享过好多
[37:22] 比如说有效数据啊
[37:24] 比如说范式转移啊
[37:27] 其实认知比较多
[37:28] 认知比较多
[37:30] 那这里的话
[37:31] 呃
[37:32] 我觉得有一些可能已经已经不适合今天这个时间点再去说他了
[37:36] 对
[37:37] 因为因为整个行业发展的会会特别快
[37:39] 我可能呃我要不就分享一下我是到底是什么支持我
[37:45] 呃最终还是愿意在那个时间点能够出来吧
[37:48] 对啊
[37:49] 呃
[37:51] 就是刚才讲说有几个关键问题啊
[37:53] 其实就是呃模型能力来自于何处
[37:56] 对吧
[37:56] 然后模型未来会怎么发展啊
[37:58] 那你去你自己做的事情
[38:01] 它不管是个应用还是一个模型
[38:03] 它和机座模型啊
[38:05] 或者说是最底层的未来
[38:07] 它会越来越通用的那个模型
[38:08] 它的关系到底是什么
[38:09] 然后我对这些问题的答案其实都归结到了一个点
[38:14] 嗯
[38:15] 这个点叫
[38:17] 呃
[38:17] 我把它称为叫这个
[38:19] 这一波智能的低性原理啊
[38:22] 它其实是我们作为AI的
[38:25] 就是AI这个行业有
[38:26] 一
[38:26] 去流传很久的大家自嘲的话
[38:29] 叫人工智能
[38:31] 就是有多少人工就有多少智能
[38:33] 啊
[38:33] 对像有很多人都听过这个话
[38:35] 其实这个人工它代表的是什么
[38:37] 它代表的是数据
[38:38] 嗯
[38:39] 呃如果做AI业务的人
[38:41] 大家应该都会有都会经历过这么一个场景
[38:44] 就是当一个问题
[38:46] 呃无论如何
[38:48] 你也解决不了的时候
[38:49] 就是算法通常会跟产品说
[38:52] 呃说这么一句话
[38:54] 叫产品经理再去搞一些数据啊
[38:56] 就
[38:56] 这个这个业务怎么都做不到
[39:00] 想要的那个指标了
[39:01] 啊
[39:01] 就是怎么去调算法啊
[39:03] 怎么去这个调训练的方法啊
[39:06] 他都达不到这个指标了啊
[39:07] 最后的结论就是再多搞一些数据
[39:09] 嗯啊
[39:10] 那呃
[39:11] 为什么是产品经理搞数据
[39:13] 为什么不是技术搞数据
[39:15] 因为数据它本身代表的是对这个问题的一种理解
[39:19] 就是尤其是当一个问题它有比较强的
[39:24] 呃
[39:25] 我们叫业务属性或者是
[39:26] 比如说行业knowhow的时候
[39:28] 这个问题它就会更越来越偏向产品问题啊
[39:32] 而不是技术问题
[39:33] 就是技术可以用技术的方式去产生数据
[39:36] 比如说用rl的方式去训练模型
[39:39] 本质上是用一种呃算力来去换数据的方法
[39:43] 但是这有一个就一个前提
[39:45] 就是说呃比如说代码或者是数学
[39:48] 它天然就是一个很好的封闭域
[39:51] 它是能够去呃自动化的客观的去验证说我的
[39:56] 这个数据质量好坏的
[39:57] 嗯对但是呃大量的场景它是开放开放性的问题
[40:03] 嗯它有它有一些可能对技术来说
[40:07] 不太好去触达的这种所谓knowhow
[40:09] 嗯啊那你就需要把它去转化成为数据
[40:12] 呃ok所以对我们刚才讲到说呃就是有多少人工就有多少智能
[40:17] 我认为它依然是呃今天的这一波ai最底层的一个逻辑啊
[40:22] 不管这个模型看上去它有多么的智能啊
[40:26] 它有多么的像人
[40:27] 但是它的底层依然是由数据决定的啊
[40:30] 我其实就是我把它称为叫这个智能的一个时空观啊
[40:36] 什么意思呢
[40:36] 就是就是你想象成为这个智能就是一个一个空间
[40:41] 然后这个空间里面它有一个边界啊
[40:44] 啊或者我们就想象一个二维空间一个圆啊
[40:47] 这个圆它有一个边界
[40:49] 这个边界它代表的其实就是就是就是数据啊
[40:53] 数据决定的那个智能的边界
[40:55] 那
[40:56] 这里面还有什么呢
[40:57] 还有算法和算力
[40:59] 对那算力是什么呢
[41:00] 算力其实是呃你能够去逼近这个数据所代表的那个智能边界的速度
[41:08] 就是你的算力越充分啊
[41:09] 你的这个算力的利用率越高
[41:11] 那你能够达到那个边界的速度就会越快
[41:14] 嗯你会越早的去触达到那个边界
[41:17] 那算法是什么呢
[41:18] 算法它其实这个语言里面我们可以想象是一个另一个小圆啊
[41:24] 就是这个圆它在
[41:26] 逼近这个边界的时候
[41:28] 它其实是会突出去一些的啊
[41:31] 就一个大圆里面有一个小圆
[41:33] 这个小圆它不断的去朝大圆的边界去靠近
[41:36] 嗯
[41:37] 那就是最终就是它是能够去突破这个边界的
[41:41] 它会画出一个新的一个圆
[41:43] 这个新的圆取决于这个小圆它的大小
[41:47] 就是它会画出一个新的边界啊
[41:49] 对那这个其实就是突出去的那部分就是超出原有数据代表的那个智能边界的部分
[41:55] 我认为
[41:56] 它就是叫涌现的那个部分
[41:59] 所以算法它会决定说你用已有的这个数据
