[00:05] Hello 大家好,我是小骏
[00:07] AI 业界有两个尧舜宇
[00:09] 一个从OpenAI跳槽到了腾讯
[26:33] 大家有想法但是要确定哪个想法是最后的想法
[26:37] 站在这个2026年的Q1作为一个一线的研究员你觉得模型的进步速度在放缓吗
[26:44] 我觉得完全没有
[26:45] 完全没有
[26:46] 我觉得完全没有
[26:47] 他的速度曲线对比
[26:49] 2025年2024年的变化是什么
[26:52] 这个很难很难量化的说因为就是
[26:56] 你得给一个标准
[26:57] 我才能量化的告诉你
[26:59] 因为如果你给的标准是比如说我就看
[27:01] 你看在某一个伴车网上比如说
[27:03] 随伴车上
[27:04] 他每一个月涨多少个点
[27:06] 那这个事是肯定会变慢的
[27:08] 因为
[27:09] 根据定义这个伴车网最高就到100%
[27:11] 所以你越接近的肯定是越跑越慢
[27:13] 但是这可能并不代表用户体验这个模型的能力
[27:17] 增长变慢
[27:18] 因为可能
[27:19] 从
[27:20] 50%到60%
[27:21] 他可能感觉好了一点
[27:22] 但很有可能比如说从70%
[27:25] 到75%
[27:26] 他反正好比50%到60%那个还多
[27:28] 嗯
[27:28] 这是完全有可能
[27:29] 如果是80%到90%
[27:31] 90%到90%
[27:32] 这个感受会更显著
[27:33] 那也不一定因为可能过了
[27:36] 可能到80%到90%
[27:37] 用户就发现没有任何区别
[27:39] 甚至还变差了
[27:40] 你说完全没有变慢你是基于什么标准
[27:42] 我觉得是基于
[27:44] 我个人作为一个研究员的感觉就是我觉得
[27:47] 我个人
[27:48] 得到的感受是这个模型
[27:50] 学东西的
[27:51] 能力越来越强
[27:53] 以前可能让模型学会干一件事情
[27:55] 需要
[27:56] 动很多脑筋
[27:57] 但现在可能不需要动那么多脑筋了
[28:00] 最重要的是你是要把这个
[28:02] 问题定义清楚
[28:02] 然后想清楚
[28:03] 怎么去构建合适的数据
[28:06] 现在数据就更宽泛
[28:08] 像环境之类的
[28:09] 包括在内了
[28:11] 然后
[28:12] 剩下的事情
[28:13] 好像
[28:14] 很多时候是
[28:16] 是顺其自然的了
[28:18] 学习能力变强是为什么模型的学习能力变强
[28:22] 我觉得可能一方面
[28:26] 原因可能会很多分
[28:27] 但我觉得可能一方面是因为
[28:30] 预宣了其实在过去的几个月里
[28:32] 我觉得还是
[28:33] 越来越强了的
[28:34] 预训练
[28:35] 模型的预训练其实在过去几个月里还是变强了
[28:38] 我觉得这个可能是一个
[28:41] 从某种意义上来说比较有争议的事
[28:43] 因为
[28:44] 几个月以前我觉得就是
[28:46] 很多人已经在讨论
[28:48] 预训练的scaling law是不是已经到头了
[28:52] 我的体验是没有
[28:54] 而且我的感觉是在未来的
[28:57] 四个月
[28:58] 也没有看到到头的迹象
[29:01] 对
[29:02] 嗯
[29:03] 到头是为什么呢
[29:04] 我觉得
[29:05] 我显然
[29:07] 不知道大家觉得到头的原因是什么
[29:09] 因为我自己没觉得到头
[29:11] 但是
[29:12] 我觉得我的猜测是
[29:15] 一个人觉得一个规律到头了
[29:18] 无非
[29:19] 以下
[29:20] 两种情况
[29:22] 一个情况是
[29:23] 他觉得这个
[29:24] 规律的适用范围到头了
[29:27] 就可能
[29:28] 就是
[29:29] 就可能从根本上讲
[29:30] 就是没有办法无穷延展下去的
[29:33] 维持有可能是对的
[29:34] 但是
[29:35] 这是一种态度就是这个人可能觉得这个规律
[29:38] 适用范围到
[29:39] 到头了
[29:40] 一种可能是这个人觉得
[29:42] 这个规律其中的有一个条件不能满足了
[29:45] 比如说他觉得
[29:47] 数据
[29:48] 就已经撞上墙了
[29:50] 那我完全没有办法延展下去了
[29:52] 这是另外一种可能性
[29:53] 但是还有第三种可能性
[29:56] 第三种可能性就是
[29:57] 其实
[29:59] 他这个工作哪里有一个bug
[30:01] 他自己没发现
[30:03] 所以他觉得到头了
[30:06] 我觉得
[30:07] 从我的观点
[30:08] 从我的观感上来说
[30:10] 我觉得
[30:14] 可能
[30:14] 绝大多数撞到墙的人是因为第三种
[30:17] 是有bug
[30:19] 是哪种bug
[30:20] 我觉得
[30:21] bug是有很多种可能性的
[30:23] 比如说
[30:24] 一种可能性是
[30:25] 你skin out做的时候一些科学的假设没有做对
[30:29] 比如说你选什么样的
[30:31] token horizon就是每一个大小的模型选什么样的这个
[30:34] 这个期待的训练的数据量
[30:36] 然后怎么这个数据量
[30:38] 这个数据是从哪里选
[30:40] 然后
[30:41] 有可能这些比较科学的
[30:44] 选择没有选清楚是一种可能性
[30:46] 但我觉得还有种可能性就是纯粹有个bug
[30:50] 这个其实在业界我觉得也不惊奇
[30:54] 很多时候
[30:56] 修好一个bug带来的进展是
[30:58] 远大于一些
[31:00] 很
[31:00] 很神奇的技巧的
[31:03] 然后
[31:04] 大家还有另外的情况
[31:06] 刚才给了这两种例子反正是我见到过比较多的情况
[31:12] 那你们的bug怎么办
[31:13] 你们怎么解决bug问题的
[31:15] 我觉得
[31:16] 我感觉这更像是一个信念的问题
[31:18] 因为当你遇到一个bug你觉得它不能解除你就会说这个到头了
[31:22] 当你遇到一个bug我觉得这个肯定可以解决
[31:25] 那你就觉得这还没有到头
[31:27] 因为肯定每个人都要遇到bug
[31:29] 对我觉得
[31:31] 这可能
[31:33] 就像你说的
[31:33] 其中有一些
[31:34] 比较信念性的东西
[31:36] 但对我来说更重要的一件事是做事系统
[31:39] 就是
[31:40] 当你
[31:42] 一个事情
[31:45] 和你预测的不一样的时候
[31:46] 你能不能系统性的排除各种可能性
[31:49] 这个我觉得是一个很重要的事
[31:53] 这个是我觉得
[31:54] 詹姆赖和兰桃贝做的比较好的事
[31:56] 就是
[31:58] 尤其在预训练上
[31:59] 就是说
[32:00] 当
[32:00] 某一个
[32:02] 尺度上的行为可能和你想象中不一样
[32:04] 的时候
[32:05] 大家能够去
[32:06] 去设计合理的
[32:08] 我们所谓的ablation实验
[32:09] 合理的这种实验能够看出来
[32:12] 测你的一些
[32:13] 想象中的
[32:15] 可能的因素是不是真的因素
[32:17] 我觉得这个
[32:18] 作为你的系统性才是
[32:20] 才是关键
[32:23] 你觉得
[32:24] 模型能力还能提高
[32:27] 那它的驱动力数据算力算法你觉得它的驱动力主要来源于哪个
[32:31] 我觉得其实
[32:35] 都有但是从某种意义上来说
[32:39] 数据和算力两个事其实是
[32:42] 很强关联的一件事
[32:43] 数据和算力
[32:45] 因为你算力上去了自然就会需要更多的数据
[32:47] 数据上去了你就自然需要更多的算力
[32:50] 然后
[32:51] 算法上来说我觉得
[32:54] 算法作用往往是
[32:56] 有
[32:57] 有一个项变
[32:59] 就是算法
[33:00] 有一个阶段是你完全没有
[33:02] 搞清楚该怎么做
[33:04] 那个阶段就算法会非常非常关键
[33:07] 因为你没有完全没有搞清楚怎么做的时候你可能就完全没有办法skill up
[33:11] 然后可能就卡在那
[33:12] 但是在某一个点你可能
[33:14] 发现了算法当中最重要的这件事
[33:16] 它可能一下就变成了从完全不能做变成能做
[33:19] 然后之后算法的提升更多的是一种
[33:22] 比较平滑的提升
[33:23] 就是它可能
[33:24] 从某种意义上提高了你计算效率或者使用数据的效率
[33:27] 对
[33:28] 然后
[33:30] 我觉得举例吧就比如说
[33:33] 从
[33:34] 语言模型的
[33:35] 预选人
[33:36] 来说
[33:37] 那可能
[33:38] 这个算法上的这个跳的过程
[33:40] 就是发现
[33:40] 就是发展出transformer这个事情
[33:42] 但transformer发现之后
[33:45] 更多的都是慢慢就是平滑的
[33:48] 让它的效率或者你使用Data或者使用算力的效率变得越来越高了
[33:53] 所以现在的驱动力是
[33:55] 算力和数据
[33:57] 我觉得在现在比较清晰的
[34:00] 框架里面
[34:01] 主要的驱动力是算力和数据
[34:03] 清晰的框架是指比如说预训练和后训练
[34:06] 不管是基于
[34:07] 强化学的后训练还是基于
[34:09] supervised learning
[34:11] 就是监督学习的后训练
[34:12] 在这两个就是比较清晰的这种
[34:15] 这种paradigm下
[34:17] 确实
[34:18] 算力和
[34:19] 数据是主要的驱动力
[34:21] 但是不可否认
[34:22] 可能有别的方向可能驱动力失算了
[34:25] 你什么意思
[34:26] 举个简单例子比如说多摩泰生成
[34:30] 那个我觉得可能就是一个算法上来说
[34:33] 没有太想清楚的事
[34:36] 所以那个还是个科学问题还没有解决
[34:40] 但是语言已经不是科学问题了
[34:44] 自然语言的生成
[34:46] 我觉得目前
[34:47] 这条技术方案撞到头之前
[34:49] 我觉得
[34:51] 在科学上是比较清楚
[34:52] 但是工程上也还有很多很多要做的事
[34:56] 你觉得预训练还能提高多少
[34:58] 通过预训练提升模型能力
[34:59] 还有多少
[35:00] 多长的路可以走
[35:01] 可以预期到
[35:04] 人就是这样就是当你没有撞到头的时候你其实不知道这个路有多长
[35:09] 我能看到的就是现在还没撞到头
[35:12] 但我也不知道哪天会撞到头
[35:14] 如果真的让我去估计一个时间线的话
[35:16] 就像刚才说的
[35:16] 我觉得四个月
[35:18] 接下来四个月
[35:19] 还是会继续有进展
[35:20] 但是AI这个方向没有人能预测四个月之后的事
[35:24] 所以过去几个月你在看预训练和模型能力的时候你还是很兴奋的
[35:29] 这是你周围的普遍的心态
[35:31] 和状态吗
[35:33] 我觉得是的
[35:35] 我觉得是的
[35:35] 这是在Google一个小环境里面还是说在整个硅谷的环境里面
[35:39] 我觉得很难说在整个硅谷因为硅谷是个太大的地方
[35:42] 可能做产品人对产品很兴奋
[35:43] 做产品来说对他们最兴奋的是可能有问号
[35:46] 但是
[35:48] 对做模型的人来说可能就是我们会对这种模型进展更兴奋一些
[35:53] 我觉得
[35:54] 在对于做模型的人来说兴奋是一个共识吗
[35:59] 在过去四个月
[35:59] 我个人认为是的
[36:01] 我个人认为是的
[36:03] 至少在我能接触到的范围内
[36:05] 我觉得在Azure和Google大家
[36:08] 大家可能
[36:09] 想的更多的是
[36:11] 我们
[36:12] AI会不断的进展下去
[36:14] 很快我们就要被替代掉
[36:16] 替代掉之后我们该干点啥
[36:18] 而不是
[36:19] 模型撞到头了该怎么办
[36:23] 说到这个问题为什么
[36:24] 在过去几个月
[36:26] Coding的发展速度是最快的
[36:29] 为什么是这个场景啊
[36:31] 我觉得Coding这个场景
[36:33] 首先
[36:34] Coding这个事儿
[36:35] 我指的是在过去几个月发展最快
[36:37] 我觉得Coding这个事儿
[36:39] 其实从
[36:42] 从Cloud 3.5 new
[36:44] 外界有人管那个Cloud 3.6
[36:46] 从那个之后一直都处于高速发展的状态
[36:50] 然后我觉得
[36:51] 那个是去年初还是前年底
[36:53] 那个是
[36:55] 前年的10月份
[36:57] 前年10月份
[36:59] 应该是
[37:01] 可能10月份或者11月份
[37:02] 大概差不多那时候
[37:04] 从那个之后我觉得一直都属于高速发展的状态
[37:06] 我觉得Coding这个场景
[37:09] 有
[37:10] 两个最大的优势
[37:12] 第一个优势就是它的
[37:14] 它的reward signal
[37:16] 就是它的那个
[37:18] 回馈的信号
[37:19] 是
[37:20] 很好定义的
[37:22] 因为
[37:25] 比如说你去
[37:26] 比如说像software engineer这种task
[37:29] 有时候经常情况就是
[37:31] 我需要
[37:32] 写一个code
[37:33] 实现一个feature
[37:34] 一个特征
[37:36] 这个特征
[37:37] 需要的是
[37:38] 某些
[37:39] 输入会得到某些输出
[37:41] 这就是一个很容易能够
[37:43] 很容易能够测试的
[37:44] 事情
[37:45] 所以它的回馈信号非常清晰
[37:47] 你
[37:48] 输入和这个输出
[37:49] 能够对
[37:51] 那就说明你的
[37:52] 实现是成功的
[37:53] 不对
[37:54] 那就说明不成功
[37:55] 但这只是一个例子就是
[37:57] 在这种和写code的相关里面有很多很多会能这样良好定义的
[38:01] 回馈信号
[38:02] 然后
[38:03] 另一个比较大优势是
[38:06] coding
[38:08] 的数据有一个
[38:09] 非常天然的基础
[38:11] 这个基础就是GitHub
[38:13] GitHub上汇聚了过去
[38:16] 几个几十年
[38:20] 很多很多
[38:21] 优质的程序员所写下的代码
[38:24] 然后从那些代码出发是可以构建出非常非常非常多环境
[38:29] 我觉得
[38:30] 这两件事从模型的角度上来说是为什么
[38:33] coding可以做得很好
[38:35] 当然我觉得从产品上来说
[38:37] 还有另外一方面的原因就是
[38:40] coding这个
[38:42] 这个产品的
[38:43] 使用需求其实是
[38:45] 从某种意义上说是比较单一的
[38:48] 它不像你去做一个
[38:52] 像社交软件或者游戏可能每一个人都有不一样的品位
[38:56] 然后
[38:57] 你可能很难就是能够
[38:59] 满足每一个人的
[39:00] 需求
[39:01] 那可能就是
[39:02] 就是需要推荐算法
[39:04] 但是coding这个事好的事情在于优秀的程序员
[39:07] 写代码
[39:08] 其实
[39:09] 风格是比较类似的
[39:12] 什么风格
[39:13] 简洁
[39:14] 单净
[39:14] 对就是好的代码
[39:16] 是
[39:16] 不脏
[39:17] 是有一些共同的标准
[39:19] 比如说像你说的就是这个代码简洁
[39:22] 结构清楚
[39:23] 适于未来的开发
[39:25] 然后有合理的抽象
[39:28] 当然还有别的很多标准
[39:29] 但是
[39:30] 我觉得好的程序员往往是有
[39:33] 有比较共识标准的对这件事
[39:35] 所以这件事从产品上来说其实
[39:38] 让
[39:39] coding这个产品变得更简单了
[39:42] 那你现在的工作百分之多少会用
[39:45] Cloud code
[39:47] 写代码
[39:47] 他能帮你
[39:50] 提高工作多少倍啊
[39:52] 你问了一个我差点会被开除的东西
[39:54] Google不能用Cloud code
[39:58] 对就是
[39:59] 我觉得
[40:01] 对我来说
[40:04] 一个保守的估计
[40:05] 可能90%的code是
[40:08] 模型产生的
[40:09] 但是可能就是我需要花很多时间去
[40:11] 去看这个code是不是
[40:13] 写的合适写的合理是不是
[40:15] 真的是我想让他写的
[40:17] 然后
[40:17] 我觉得有了AI辅助工具之后
[40:21] 可能
[40:22] 写code的这个事
[40:23] 最重要的地方变成了你怎么去设计
[40:27] 你怎么去设计你这个code的逻辑然后他需要和哪个
[40:31] 哪一个
[40:31] 文件相关联然后需要做哪些事情
[40:35] 然后你需要给这个模型可能给一些合理的context
[40:39] 比如说这个code你可以做一个reference
[40:42] 去看一眼
[40:44] 真正去输出code的
[40:46] 我觉得模型比人的能力强太多
[40:49] 所以说对我来说
[40:51] 你要实际去数有多少
[40:53] 行code是我
[40:54] 自己手写的有多少行code是模型写的
[40:56] 我觉得
[40:57] 保守估计
[40:58] 模型写的超过90%
[40:59] 不保守的可能就是
[41:01] 99或者100
[41:02] 剩下10%是他不能写
[41:05] 还是为什么你没有让他写
[41:08] 保守估计90%给我自己点面子
[41:12] 我觉得他不能写而我能写的部分已经越来越来越少越来越少越来越少
[41:17] 过去可能是什么样的是他不能写的
[41:21] 我觉得
